"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15"
"Ccar2" 0.0226415094339623 0.016 0.0403587443946188 0.0495049504950495 0.0536912751677852 0.0273972602739726 0.0420168067226891 0.0260869565217391 0 0.0694444444444444 0.0923076923076923 0 0.0454545454545455 0.0333333333333333 0.115384615384615 0
"Pex12" 0.0188679245283019 0.024 0.0134529147982063 0.0544554455445545 0.0201342281879195 0.00684931506849315 0 0.0260869565217391 0.0309278350515464 0.0138888888888889 0.107692307692308 0 0.136363636363636 0.0666666666666667 0.0769230769230769 0
"Phf3" 0.030188679245283 0.18 0.174887892376682 0.207920792079208 0.248322147651007 0.212328767123288 0.226890756302521 0.226086956521739 0.319587628865979 0.152777777777778 0.123076923076923 0.09375 0.159090909090909 0.2 0.230769230769231 0
"Sox8" 0.00754716981132075 0.016 0.0403587443946188 0.0841584158415841 0.0402684563758389 0 0.00840336134453781 0 0.103092783505155 0 0 0.015625 0 0.0333333333333333 0.115384615384615 0
"Pcbp2" 0.0905660377358491 0.152 0.134529147982063 0.168316831683168 0.194630872483221 0.212328767123288 0.201680672268908 0.2 0.237113402061856 0.236111111111111 0.153846153846154 0.140625 0.136363636363636 0.166666666666667 0.153846153846154 0.142857142857143
"Golph3" 0.19622641509434 0.488 0.484304932735426 0.589108910891089 0.516778523489933 0.226027397260274 0.361344537815126 0.356521739130435 0.505154639175258 0.25 0.430769230769231 0.15625 0.204545454545455 0.333333333333333 0.384615384615385 0.0476190476190476
"Tnnt2" 0.173584905660377 0.028 0.2152466367713 0.173267326732673 0.0268456375838926 0.00684931506849315 0.0168067226890756 0.0173913043478261 0.391752577319588 0 0.0153846153846154 0.015625 0.931818181818182 0.0333333333333333 0 0
"Ankrd13d" 0.00377358490566038 0 0.0134529147982063 0.0396039603960396 0.00671140939597315 0.00684931506849315 0.00840336134453781 0 0.0103092783505155 0 0 0 0 0 0 0
"Luc7l3" 0.2 0.188 0.318385650224215 0.306930693069307 0.348993288590604 0.23972602739726 0.394957983193277 0.330434782608696 0.350515463917526 0.305555555555556 0.446153846153846 0.203125 0.272727272727273 0.5 0.538461538461538 0
"Ypel3" 1.3622641509434 1.516 1.56053811659193 0.975247524752475 1.44295302013423 0.876712328767123 1.23529411764706 0.947826086956522 0.824742268041237 0.888888888888889 0.938461538461538 0.921875 1 0.8 0.961538461538461 0.714285714285714
"Mapk8" 0.0528301886792453 0.16 0.103139013452915 0.118811881188119 0.100671140939597 0.102739726027397 0.201680672268908 0.0608695652173913 0.154639175257732 0.194444444444444 0.138461538461538 0.0625 0.159090909090909 0.133333333333333 0.230769230769231 0
"Dlg2" 0.00377358490566038 0.016 0.0224215246636771 0.0594059405940594 0.0268456375838926 0 0.0336134453781513 0 0.0721649484536082 0.0277777777777778 0 0 0.0454545454545455 0 0 0
"Amn1" 0.0377358490566038 0.088 0.161434977578475 0.128712871287129 0.161073825503356 0.178082191780822 0.168067226890756 0.11304347826087 0.195876288659794 0.0833333333333333 0.138461538461538 0.078125 0.0681818181818182 0.166666666666667 0.153846153846154 0
"Prss23" 0.373584905660377 0.26 0.883408071748879 0.143564356435644 0.496644295302013 0.0273972602739726 2.97478991596639 0.00869565217391304 0.0618556701030928 0.166666666666667 0.184615384615385 0.125 1.04545454545455 4.83333333333333 3.5 0
"Pgap3" 0 0.008 0.00896860986547085 0.0099009900990099 0.00671140939597315 0.0205479452054795 0.00840336134453781 0.0173913043478261 0 0 0 0 0 0 0.0769230769230769 0
"Mcm3ap" 0.0150943396226415 0.02 0.0403587443946188 0.0297029702970297 0.0536912751677852 0.0547945205479452 0.0672268907563025 0.0260869565217391 0.0206185567010309 0.0138888888888889 0.0615384615384615 0 0.0909090909090909 0 0.0384615384615385 0
"Znhit6" 0.0716981132075472 0.056 0.0986547085201794 0.222772277227723 0.0805369127516778 0.0684931506849315 0.0756302521008403 0.0260869565217391 0.103092783505155 0.0277777777777778 0.123076923076923 0.046875 0.159090909090909 0.266666666666667 0 0
"Ndufb5" 1.09056603773585 0.748 0.744394618834081 0.806930693069307 0.845637583892617 0.664383561643836 0.638655462184874 0.68695652173913 0.917525773195876 0.833333333333333 0.953846153846154 0.953125 1.02272727272727 0.966666666666667 1.15384615384615 0.0476190476190476
"Ramp2" 1.38490566037736 1.18 0.632286995515695 1.37623762376238 1.30201342281879 0.0273972602739726 1.46218487394958 0.0260869565217391 2.17525773195876 2.36111111111111 7.2 0.8125 0 4.1 0.153846153846154 0.142857142857143
"Camk2g" 0.0188679245283019 0.096 0.112107623318386 0.0940594059405941 0.10738255033557 0.10958904109589 0.184873949579832 0.0695652173913043 0.0927835051546392 0.138888888888889 0.153846153846154 0.171875 0.522727272727273 0.133333333333333 0.0769230769230769 0
"Gm33543" 0 0.02 0.00896860986547085 0 0.0134228187919463 0 0 0 0.0309278350515464 0 0 0 0 0 0 0
"Ccdc50" 0.139622641509434 0.284 0.237668161434978 0.381188118811881 0.348993288590604 0.445205479452055 0.352941176470588 0.443478260869565 0.56701030927835 0.0833333333333333 0.4 0.09375 0.204545454545455 0.6 0.269230769230769 0
"Rad17" 0.00377358490566038 0.048 0.0582959641255605 0.0940594059405941 0.114093959731544 0.0616438356164384 0.0672268907563025 0.104347826086957 0.175257731958763 0.0833333333333333 0.0769230769230769 0.015625 0.0681818181818182 0.133333333333333 0.230769230769231 0
"Rps27a" 1.54716981132075 1.48 1.27354260089686 1.76237623762376 1.47651006711409 2.32876712328767 1.86554621848739 1.6 2.25773195876289 1.83333333333333 2.23076923076923 1.359375 1.5 1.36666666666667 1.69230769230769 0
"Sardh" 0.030188679245283 0.044 0.0448430493273543 0.0841584158415842 0.0402684563758389 0 0.0168067226890756 0.00869565217391304 0.103092783505155 0 0.0461538461538462 0 0.113636363636364 0.0333333333333333 0.0769230769230769 0
"Lss" 0 0.008 0.0224215246636771 0.0148514851485149 0.0134228187919463 0.0273972602739726 0.00840336134453781 0.00869565217391304 0.0309278350515464 0.0138888888888889 0.0153846153846154 0 0.0454545454545455 0 0 0
"Hibadh" 0.147169811320755 0.28 0.291479820627803 0.366336633663366 0.315436241610738 0.219178082191781 0.302521008403361 0.182608695652174 0.402061855670103 0.166666666666667 0.353846153846154 0.09375 0.636363636363636 0.333333333333333 0.461538461538462 0
"Ssbp2" 0.20377358490566 0.416 0.331838565022422 0.331683168316832 0.516778523489933 0.0547945205479452 0.436974789915966 0.104347826086957 0.412371134020619 0.0694444444444444 0.138461538461538 0.09375 0.431818181818182 0.4 0.384615384615385 0
"2410002F23Rik" 0.0528301886792453 0.076 0.0717488789237668 0.0742574257425743 0.0939597315436242 0.0410958904109589 0.100840336134454 0.0434782608695652 0.11340206185567 0.0416666666666667 0.0615384615384615 0.046875 0.0681818181818182 0.133333333333333 0 0
"Josd2" 0.0754716981132075 0.16 0.291479820627803 0.326732673267327 0.302013422818792 0.205479452054795 0.369747899159664 0.2 0.268041237113402 0.208333333333333 0.323076923076923 0.03125 0.386363636363636 0.333333333333333 0.346153846153846 0
"Saa2" 0 0.008 0 0.0099009900990099 0.0134228187919463 0 0 0 0 0 0 0 0 0 0 0
"Tcf3" 0.0377358490566038 0.112 0.143497757847534 0.148514851485149 0.194630872483221 0.0821917808219178 0.151260504201681 0.11304347826087 0.34020618556701 0.388888888888889 0.230769230769231 0.03125 0.0681818181818182 0.133333333333333 0.115384615384615 0
"Vmn1r214" 0.0188679245283019 0.016 0.031390134529148 0.0247524752475248 0.0134228187919463 0.0136986301369863 0.0504201680672269 0.0347826086956522 0.0206185567010309 0.0277777777777778 0.0615384615384615 0 0 0.0333333333333333 0 0
"Atf2" 0.0226415094339623 0.144 0.130044843049327 0.168316831683168 0.181208053691275 0.0547945205479452 0.168067226890756 0.104347826086957 0.206185567010309 0.0833333333333333 0.138461538461538 0 0.113636363636364 0.266666666666667 0.192307692307692 0
"Togaram1" 0.0113207547169811 0.04 0.0403587443946188 0.0396039603960396 0.0805369127516778 0.0410958904109589 0.100840336134454 0.0608695652173913 0.0309278350515464 0 0.0307692307692308 0 0.0454545454545455 0.0666666666666667 0.0384615384615385 0.0476190476190476
"Ankrd33b" 0.0113207547169811 0.084 0.031390134529148 0.0198019801980198 0.0268456375838926 0.0616438356164384 0.109243697478992 0.121739130434783 0.0103092783505155 0.138888888888889 0.446153846153846 0.09375 0 0.2 0 0.0476190476190476
"Hjurp" 0.030188679245283 0.124 0.125560538116592 0.207920792079208 0.12751677852349 0.0547945205479452 0.109243697478992 0.0434782608695652 0.268041237113402 0.0277777777777778 0.138461538461538 0.078125 0.113636363636364 0.5 0.346153846153846 0
"Sema4d" 0.030188679245283 0.016 0.0269058295964126 0.0445544554455446 0.00671140939597315 0.232876712328767 0 0.0260869565217391 0.0618556701030928 0 0.123076923076923 0.109375 0 0.2 0 0
"Ikzf2" 0.0339622641509434 0.048 0.0582959641255605 0.0792079207920792 0.0335570469798658 0 0.0588235294117647 0.0434782608695652 0.103092783505155 0.0277777777777778 0.0461538461538462 0.015625 0.136363636363636 0.0333333333333333 0.153846153846154 0
"Ssr2" 0.90188679245283 0.676 0.910313901345291 0.816831683168317 1.06040268456376 0.431506849315068 0.722689075630252 0.347826086956522 0.639175257731959 0.583333333333333 0.907692307692308 1.109375 0.590909090909091 0.766666666666667 0.884615384615384 0
"Ctdspl2" 0.0716981132075472 0.108 0.121076233183857 0.168316831683168 0.208053691275168 0.171232876712329 0.142857142857143 0.121739130434783 0.195876288659794 0.138888888888889 0.169230769230769 0.015625 0.181818181818182 0.3 0.384615384615385 0
"Atp13a2" 0.030188679245283 0.028 0.0807174887892377 0.0396039603960396 0.0268456375838926 0.342465753424658 0.0588235294117647 0.408695652173913 0.0721649484536082 0.0138888888888889 0.0153846153846154 0.125 0.0454545454545455 0.133333333333333 0.153846153846154 0
"Nmi" 0.0792452830188679 0.14 0.188340807174888 0.168316831683168 0.161073825503356 0.253424657534247 0.26890756302521 0.252173913043478 0.237113402061856 0.333333333333333 0.2 0.078125 0.159090909090909 0.366666666666667 0.5 0
"Nmnat2" 0.00377358490566038 0.008 0.00448430493273543 0.00495049504950495 0.0134228187919463 0 0 0 0 0 0.0769230769230769 0 0 0 0 0
"Smox" 0.0264150943396226 0.072 0.0807174887892377 0.0198019801980198 0.0335570469798658 0.212328767123288 0.0420168067226891 0.11304347826087 0.0206185567010309 0.0555555555555556 0.0923076923076923 0.015625 0 0.2 0.0384615384615385 0.380952380952381
"Pan3" 0.411320754716981 0.352 0.300448430493274 0.361386138613861 0.328859060402685 0.520547945205479 0.411764705882353 0.521739130434783 0.65979381443299 0.513888888888889 0.384615384615385 0.71875 0.340909090909091 0.6 0.307692307692308 0.19047619047619
"Gart" 0.00754716981132075 0.048 0.0717488789237668 0.118811881188119 0.087248322147651 0.116438356164384 0.0588235294117647 0.0782608695652174 0.123711340206186 0.0277777777777778 0.153846153846154 0.0625 0.159090909090909 0.1 0.192307692307692 0
"Ube2m" 0.0339622641509434 0.128 0.0986547085201794 0.222772277227723 0.161073825503356 0.136986301369863 0.218487394957983 0.121739130434783 0.175257731958763 0.0694444444444444 0.2 0.0625 0.204545454545455 0.166666666666667 0.0769230769230769 0
"Agap2" 0.0226415094339623 0.004 0 0 0.00671140939597315 0 0 0 0 0 0 0.015625 0 0 0 0
"2610002M06Rik" 0.0226415094339623 0.072 0.0538116591928251 0.143564356435644 0.0738255033557047 0.0684931506849315 0.100840336134454 0.0347826086956522 0.0927835051546392 0.0138888888888889 0.0923076923076923 0 0.113636363636364 0 0.115384615384615 0
"Mefv" 0 0 0 0 0 0.0616438356164384 0 0.0173913043478261 0 0 0 0.015625 0.0227272727272727 0 0 0
"Srsf11" 0.192452830188679 0.4 0.394618834080717 0.618811881188119 0.664429530201342 0.342465753424658 0.53781512605042 0.408695652173913 0.597938144329897 0.430555555555556 0.353846153846154 0.453125 0.613636363636364 0.533333333333333 0.461538461538462 0
"Atp5h" 1.49056603773585 1.172 1.34977578475336 1.58910891089109 1.36241610738255 1.64383561643836 1.26890756302521 1.4695652173913 1.76288659793814 1.875 1.83076923076923 1.546875 2.27272727272727 2.63333333333333 2.26923076923077 0.142857142857143
"Cd34" 1.56603773584906 2.212 2.21076233183856 1.60891089108911 3.71140939597315 0.0821917808219178 4.5546218487395 0.0869565217391304 1.52577319587629 2.04166666666667 2.76923076923077 0.890625 0.204545454545455 0.833333333333333 1.80769230769231 0.0476190476190476
"Ubn2" 0.0339622641509434 0.156 0.192825112107623 0.227722772277228 0.181208053691275 0.10958904109589 0.159663865546218 0.165217391304348 0.22680412371134 0.111111111111111 0.230769230769231 0.046875 0.25 0.233333333333333 0.153846153846154 0
"Pkhd1l1" 0.0150943396226415 0.016 0 0.00495049504950495 0 0 0 0 0 0 0.292307692307692 0 0 0.466666666666667 1.30769230769231 0
"Atp11b" 0.0716981132075472 0.132 0.103139013452915 0.158415841584158 0.154362416107383 0.150684931506849 0.100840336134454 0.130434782608696 0.154639175257732 0.125 0.0923076923076923 0.0625 0.0454545454545455 0.0666666666666667 0.269230769230769 0
"Arhgef39" 0 0.004 0.00896860986547085 0.00495049504950495 0.00671140939597315 0 0 0 0 0 0.0153846153846154 0 0 0 0 0
"CAAA01147332.1" 0.0150943396226415 0.008 0.0134529147982063 0.0247524752475248 0.0268456375838926 0.0136986301369863 0.0168067226890756 0.00869565217391304 0 0.0138888888888889 0.0461538461538462 0 0.0681818181818182 0 0.0384615384615385 0
"Drosha" 0.0264150943396226 0.02 0.0852017937219731 0.0643564356435644 0.0738255033557047 0.0205479452054795 0.0756302521008403 0.0608695652173913 0.0721649484536082 0.0277777777777778 0.0923076923076923 0 0.0681818181818182 0.1 0.0384615384615385 0
"Pign" 0.0528301886792453 0.104 0.125560538116592 0.113861386138614 0.0805369127516778 0.136986301369863 0.19327731092437 0.0956521739130435 0.0721649484536082 0.0972222222222222 0.123076923076923 0.109375 0.113636363636364 0.166666666666667 0.192307692307692 0
"Mtx3" 0.0150943396226415 0.024 0.0179372197309417 0.0297029702970297 0.0134228187919463 0.0205479452054795 0 0.0608695652173913 0.0206185567010309 0 0.0307692307692308 0 0 0 0 0
