,GSE,study_accession,secondary_sample_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,ftp,technology,fq_dump,bam
1,GSE131776,PRJNA544955,SRS4824188,SAMN11867231,SRX5904080,SRR9130147,10090,Mus musculus,ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/007/SRR9130147/SRR9130147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/007/SRR9130147/SRR9130147_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR913/007/SRR9130147,10x,no,no
2,GSE131776,PRJNA544955,SRS4824188,SAMN11867231,SRX5904080,SRR9130148,10090,Mus musculus,ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/008/SRR9130148/SRR9130148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/008/SRR9130148/SRR9130148_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR913/008/SRR9130148,10x,no,no
3,GSE131776,PRJNA544955,SRS4824188,SAMN11867231,SRX5904080,SRR9130149,10090,Mus musculus,ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/009/SRR9130149/SRR9130149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/009/SRR9130149/SRR9130149_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR913/009/SRR9130149,10x,no,no
4,GSE131776,PRJNA544955,SRS4824188,SAMN11867231,SRX5904080,SRR9130150,10090,Mus musculus,ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/000/SRR9130150/SRR9130150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/000/SRR9130150/SRR9130150_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR913/000/SRR9130150,10x,no,no
5,GSE131776,PRJNA544955,SRS4824188,SAMN11867231,SRX5904080,SRR9130151,10090,Mus musculus,ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/001/SRR9130151/SRR9130151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/001/SRR9130151/SRR9130151_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR913/001/SRR9130151,10x,no,no
6,GSE131776,PRJNA544955,SRS4824188,SAMN11867231,SRX5904080,SRR9130152,10090,Mus musculus,ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/002/SRR9130152/SRR9130152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/002/SRR9130152/SRR9130152_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR913/002/SRR9130152,10x,no,no
7,GSE131776,PRJNA544955,SRS4824188,SAMN11867231,SRX5904080,SRR9130153,10090,Mus musculus,ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/003/SRR9130153/SRR9130153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/003/SRR9130153/SRR9130153_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR913/003/SRR9130153,10x,no,no
8,GSE131776,PRJNA544955,SRS4824188,SAMN11867231,SRX5904080,SRR9130154,10090,Mus musculus,ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/004/SRR9130154/SRR9130154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/004/SRR9130154/SRR9130154_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR913/004/SRR9130154,10x,no,no
