"0" "1" "2" "3" "4" "5" "6" "7" "8" "9"
"Limch1" 0.476284584980237 0.68870523415978 0.305475504322767 0.435736677115987 1.03389830508475 0.142857142857143 0.295546558704453 0.243801652892562 0.127659574468085 0.260869565217391
"Herc3" 0.0652173913043478 0.0771349862258953 0.037463976945245 0.0846394984326019 0.0542372881355932 0.0816326530612245 0.101214574898785 0.0785123966942149 0.0553191489361702 0
"B4galt6" 0.0849802371541502 0.168044077134986 0.0518731988472622 0.106583072100313 0.16271186440678 0.122448979591837 0.129554655870445 0.136363636363636 0.11063829787234 0.130434782608696
"Arhgef7" 0.195652173913043 0.212121212121212 0.118155619596542 0.285266457680251 0.277966101694915 0.153061224489796 0.246963562753036 0.351239669421488 0.170212765957447 0
"Psd" 0.0197628458498024 0.0220385674931129 0.00576368876080692 0.0125391849529781 0.0203389830508475 0.0204081632653061 0.097165991902834 0.00826446280991735 0.00425531914893617 0
"Emid1" 0.0197628458498024 0.0606060606060606 0.0230547550432277 0.0658307210031348 0.0474576271186441 0.0680272108843537 0.0931174089068826 0 0.0936170212765957 0
"Apex2" 0.0197628458498024 0.0358126721763085 0.0259365994236311 0.0188087774294671 0.0440677966101695 0.0612244897959184 0.0323886639676113 0.0371900826446281 0.0553191489361702 0.0434782608695652
"Zfp273" 0.00790513833992095 0.0220385674931129 0 0.00940438871473354 0.0135593220338983 0 0.0121457489878543 0.0206611570247934 0.025531914893617 0
"Dock4" 0.0316205533596838 0.0303030303030303 0.00576368876080692 0.0626959247648903 0.0305084745762712 0.0442176870748299 0.0647773279352227 0.107438016528926 0.0680851063829787 0
"Whrn" 0.0197628458498024 0.0440771349862259 0.0230547550432277 0.00940438871473354 0.0542372881355932 0.0408163265306122 0.048582995951417 0.0537190082644628 0.0936170212765957 0
"Acaa1a" 0.571146245059288 0.71900826446281 0.873198847262248 0.699059561128527 0.76271186440678 0.710884353741496 0.805668016194332 0.417355371900826 0.523404255319149 0.826086956521739
"Ydjc" 0.0138339920948617 0.0165289256198347 0.00288184438040346 0 0.0169491525423729 0.00680272108843537 0.0161943319838057 0 0.0127659574468085 0
"Setd4" 0.0355731225296443 0.0413223140495868 0.00864553314121038 0.0438871473354232 0.0474576271186441 0.0578231292517007 0.0566801619433198 0.0413223140495868 0.0553191489361702 0.0434782608695652
"9930021J03Rik" 0.0691699604743083 0.0826446280991736 0.0259365994236311 0.0313479623824451 0.115254237288136 0.0986394557823129 0.11336032388664 0.0454545454545455 0.0936170212765957 0
"Ubxn4" 0.579051383399209 0.636363636363636 0.651296829971182 0.510971786833856 0.667796610169491 0.591836734693878 0.736842105263158 0.380165289256198 0.753191489361702 0.652173913043478
"Snap47" 0.116600790513834 0.297520661157025 0.112391930835735 0.115987460815047 0.264406779661017 0.292517006802721 0.255060728744939 0.012396694214876 0.272340425531915 0
"Sbf1" 0.0296442687747036 0.0909090909090909 0.0288184438040346 0.0344827586206897 0.0949152542372881 0.0646258503401361 0.0850202429149798 0 0.0765957446808511 0
"Ckap5" 0.0849802371541502 0.140495867768595 0.0461095100864553 0.147335423197492 0.159322033898305 0.156462585034014 0.145748987854251 0.0371900826446281 0.106382978723404 0.0434782608695652
"Stambp" 0.08300395256917 0.143250688705234 0.0749279538904899 0.0564263322884012 0.189830508474576 0.163265306122449 0.178137651821862 0.0537190082644628 0.136170212765957 0
"Igf2bp1" 0 0.00275482093663912 0.00288184438040346 0.0125391849529781 0.00677966101694915 0.0136054421768707 0 0.012396694214876 0.0170212765957447 0
"Fbxo5" 0.00790513833992095 0.0110192837465565 0.0144092219020173 0 0.0101694915254237 0.0136054421768707 0.0121457489878543 0.012396694214876 0.0127659574468085 0
"Rnf170" 0.0454545454545454 0.0826446280991736 0.0115273775216138 0.0125391849529781 0.0610169491525424 0.0408163265306122 0.0728744939271255 0.0537190082644628 0.102127659574468 0
"Usp24" 0.0434782608695652 0.0633608815426997 0.0172910662824208 0.0438871473354232 0.0508474576271186 0.0510204081632653 0.0769230769230769 0.0495867768595041 0.0851063829787234 0
"Mcmbp" 0.41897233201581 0.305785123966942 0.164265129682997 0.307210031347962 0.328813559322034 0.309523809523809 0.352226720647773 0.256198347107438 0.319148936170213 0.0869565217391304
"Agl" 0.154150197628458 0.220385674931129 0.069164265129683 0.200626959247649 0.240677966101695 0.170068027210884 0.242914979757085 0.301652892561983 0.0851063829787234 0
"Svil" 1.09486166007905 1.05509641873278 1 1.20689655172414 0.976271186440678 0.693877551020408 1.0080971659919 1.0702479338843 0.276595744680851 0.739130434782609
"Scn2b" 0.0454545454545454 0.0578512396694215 0.0144092219020173 0.0219435736677116 0.0644067796610169 0.0476190476190476 0.0850202429149798 0.0371900826446281 0.0680851063829787 0.0434782608695652
"Myo5a" 0.033596837944664 0.0413223140495868 0.0230547550432277 0.0470219435736677 0.0372881355932203 0.0952380952380952 0.0283400809716599 0.0371900826446281 0.0978723404255319 0.0869565217391304
"Sppl3" 0.0968379446640316 0.192837465564738 0.0864553314121037 0.253918495297806 0.179661016949153 0.139455782312925 0.121457489878543 0.425619834710744 0.0978723404255319 0.0434782608695652
