"0" "1" "2" "3" "4" "5"
"Ccdc50" 0.0776699029126214 0.0625 0.0526315789473684 0.0181818181818182 0.178571428571429 0
"Rad17" 0.0194174757281553 0.0375 0.0131578947368421 0 0.0357142857142857 0
"Rps27a" 2.39805825242718 3.05 2.93421052631579 2.67272727272727 2.21428571428571 4.33333333333333
"Sardh" 0.00970873786407767 0 0 0.0545454545454545 0.0357142857142857 0
"Hibadh" 0.174757281553398 0.025 0.105263157894737 0.0363636363636364 0 0
"Ssbp2" 0.135922330097087 0 0.0657894736842105 0.0545454545454545 0.0357142857142857 0
"2410002F23Rik" 0.058252427184466 0.025 0 0.0181818181818182 0 0.0555555555555556
"Josd2" 0.16504854368932 0.0875 0.118421052631579 0.0727272727272727 0.321428571428571 0.166666666666667
"Tcf3" 0.0388349514563107 0.025 0.0657894736842105 0.0363636363636364 0.107142857142857 0.0555555555555556
"Vsig10l" 0.0194174757281553 0.0125 0.0394736842105263 0 0 0
"Atf2" 0.0194174757281553 0.0375 0 0.0181818181818182 0.0357142857142857 0
"Togaram1" 0.00970873786407767 0 0.0131578947368421 0.0181818181818182 0.0357142857142857 0.111111111111111
"Ankrd33b" 0 0.0125 0.0131578947368421 0.0363636363636364 0 0
"Hjurp" 0.0194174757281553 0.0125 0.0526315789473684 0 0 0
"Sema4d" 0 0.2 0 0.0181818181818182 0 0.166666666666667
"Ikzf2" 0 0.025 0.0131578947368421 0 0 0.166666666666667
"Ssr2" 0.45631067961165 0.175 0.236842105263158 0.218181818181818 0.142857142857143 0.111111111111111
"Ctdspl2" 0.0388349514563107 0.025 0.0526315789473684 0.0181818181818182 0 0.166666666666667
"Nmi" 0.0485436893203883 0.0375 0.0789473684210526 0.145454545454545 0.0714285714285714 0.166666666666667
"Smox" 0.0485436893203883 0.1 0.0263157894736842 0.109090909090909 0 0.111111111111111
"Pan3" 0.106796116504854 0.2 0.0526315789473684 0.236363636363636 0.107142857142857 0.277777777777778
"Gart" 0.029126213592233 0.025 0 0 0 0
"Ube2m" 0.116504854368932 0.175 0.131578947368421 0.109090909090909 0.321428571428571 0.222222222222222
"2610002M06Rik" 0.058252427184466 0.05 0.0394736842105263 0.0181818181818182 0 0
"Srsf11" 0.135922330097087 0.1875 0.105263157894737 0.127272727272727 0.107142857142857 0.388888888888889
"Atp5h" 1.09708737864078 0.7125 1.10526315789474 0.981818181818182 1.42857142857143 0.944444444444444
"Cd34" 0.310679611650485 0 0.631578947368421 0.290909090909091 0 0.0555555555555556
"Ubn2" 0.029126213592233 0.05 0.0789473684210526 0 0.142857142857143 0
"Atp11b" 0.029126213592233 0.05 0.0131578947368421 0.0181818181818182 0 0.0555555555555556
"CAAA01147332.1" 0.0388349514563107 0.0125 0.0263157894736842 0.0181818181818182 0 0
"Drosha" 0.0194174757281553 0.0375 0.0131578947368421 0 0 0
"Pign" 0.00970873786407767 0 0 0.0181818181818182 0 0
"Csf2ra" 0.00970873786407767 0.275 0 0 0.0357142857142857 0
"Acp2" 0.0679611650485437 0.05 0 0.0363636363636364 0.0357142857142857 0
"Ttll1" 0 0.0125 0.0526315789473684 0.0181818181818182 0.0357142857142857 0
"Ank3" 0.00970873786407767 0.0125 0 0.0545454545454545 0 0.0555555555555556
"Ythdf3" 0.0679611650485437 0.0375 0.0394736842105263 0.0181818181818182 0.0714285714285714 0
"Odf2" 0.00970873786407767 0.025 0 0.0181818181818182 0 0
"Spop" 0.184466019417476 0.1625 0.131578947368421 0.181818181818182 0.321428571428571 0.111111111111111
"Ltbp3" 0.135922330097087 0.0125 0.0657894736842105 0.0909090909090909 0.0714285714285714 0
"Pnpla7" 0.00970873786407767 0.0375 0 0.0545454545454545 0 0.111111111111111
"Abca1" 0.145631067961165 0.1 0.0394736842105263 0.109090909090909 0.0714285714285714 0
"Pknox1" 0.0194174757281553 0.0375 0 0 0 0
"Gtf2h4" 0.0194174757281553 0.025 0 0.0181818181818182 0 0.0555555555555556
"Usb1" 0.029126213592233 0.05 0.0789473684210526 0 0 0
"Chchd3" 0.116504854368932 0.0125 0.0526315789473684 0.0727272727272727 0.0357142857142857 0.222222222222222
"Exoc4" 0.029126213592233 0.05 0.0131578947368421 0 0.0357142857142857 0
"Pisd" 0.0388349514563107 0.0625 0.105263157894737 0.0363636363636364 0.0357142857142857 0.111111111111111
"Rfxap" 0.155339805825243 0.05 0.0921052631578947 0.0363636363636364 0 0
"Lancl1" 0.0485436893203883 0.05 0.0526315789473684 0.0181818181818182 0.0357142857142857 0.0555555555555556
"Aldh16a1" 0.029126213592233 0.0125 0.0263157894736842 0 0.0714285714285714 0
"Wac" 0.106796116504854 0.1 0.0657894736842105 0.0545454545454545 0.214285714285714 0.222222222222222
"Trps1" 0.0194174757281553 0.225 0.0394736842105263 0.0363636363636364 0 0.0555555555555556
"Selenoi" 0.00970873786407767 0 0.0526315789473684 0 0.0357142857142857 0
"Vmn1r58" 0.029126213592233 0.0125 0.0131578947368421 0 0 0
"Fam117a" 0.0194174757281553 0.025 0.0263157894736842 0 0 0.111111111111111
"Npepl1" 0.0388349514563107 0.05 0.0131578947368421 0.0545454545454545 0.0357142857142857 0.0555555555555556
"Hnmt" 0.029126213592233 0.0125 0.0131578947368421 0 0.0357142857142857 0
"Lig1" 0.0388349514563107 0.0625 0.0131578947368421 0.0363636363636364 0.0357142857142857 0.0555555555555556
"Ankrd50" 0.058252427184466 0 0.0394736842105263 0.0181818181818182 0 0
"Wnk1" 0.116504854368932 0.5375 0.144736842105263 0.436363636363636 0.0357142857142857 0.944444444444444
"Sorbs2" 0.00970873786407767 0 0 0.109090909090909 0 0
"Ctnnd1" 0.0388349514563107 0 0.0263157894736842 0.0363636363636364 0 0
"Acp6" 0 0.0125 0 0.0181818181818182 0 0.111111111111111
"Mrrf" 0.0776699029126214 0.0375 0 0.0545454545454545 0 0
"Ankrd16" 0.00970873786407767 0 0.0131578947368421 0.0363636363636364 0 0
"Med13l" 0.0776699029126214 0.0125 0 0.0909090909090909 0 0.0555555555555556
"Kdm3b" 0.0194174757281553 0.025 0.0131578947368421 0 0 0
"Lcp1" 0.00970873786407767 0.725 0 0 0 0.666666666666667
"Mbtd1" 0.0679611650485437 0.05 0 0.0363636363636364 0 0.111111111111111
"Nsun5" 0.0194174757281553 0.0125 0.0263157894736842 0 0 0.0555555555555556
"Cuedc2" 0.223300970873786 0.15 0.0921052631578947 0.0181818181818182 0.142857142857143 0.0555555555555556
"Ago1" 0 0.0125 0 0.0363636363636364 0 0
"Fam98c" 0.0194174757281553 0.025 0 0.0181818181818182 0.0357142857142857 0
"Nckap1" 0.0970873786407767 0.025 0.0526315789473684 0.0181818181818182 0.0714285714285714 0
"Oasl2" 0.058252427184466 0.15 0 0.0909090909090909 0 0.0555555555555556
"Atg16l2" 0.029126213592233 0.025 0.0921052631578947 0.0363636363636364 0 0
"Sh3glb2" 0.0776699029126214 0.05 0.0789473684210526 0.109090909090909 0.0357142857142857 0.111111111111111
"Trim56" 0.029126213592233 0.0125 0.0263157894736842 0.0545454545454545 0.0714285714285714 0.111111111111111
"Mras" 0.0485436893203883 0 0 0 0.0714285714285714 0
"Mrpl15" 0.087378640776699 0.0625 0.0657894736842105 0.0727272727272727 0.178571428571429 0.111111111111111
"Capn1" 0.0679611650485437 0.025 0.0263157894736842 0.0363636363636364 0 0.0555555555555556
"Arhgap39" 0 0.025 0 0.0545454545454545 0 0
"Tango2" 0.0970873786407767 0.0125 0.0263157894736842 0.0181818181818182 0.0357142857142857 0.111111111111111
"Mrpl21" 0.116504854368932 0.0625 0.0131578947368421 0.127272727272727 0.357142857142857 0.111111111111111
"Cpsf3" 0.0388349514563107 0.0625 0.157894736842105 0.0181818181818182 0.0357142857142857 0
"Retreg2" 0.106796116504854 0.025 0.0263157894736842 0.0181818181818182 0.0357142857142857 0.166666666666667
"Ap2m1" 0.29126213592233 0.15 0.0657894736842105 0.363636363636364 0.214285714285714 0.333333333333333
"Sulf1" 0.135922330097087 0.0375 0.0789473684210526 0.218181818181818 0.142857142857143 0.0555555555555556
"Tgds" 0.0485436893203883 0 0.0263157894736842 0 0 0.0555555555555556
"Bag5" 0.106796116504854 0 0.0131578947368421 0.0545454545454545 0.0357142857142857 0
"Nars" 0.058252427184466 0.1125 0.0394736842105263 0.0545454545454545 0.0357142857142857 0.166666666666667
"Lsg1" 0.029126213592233 0.025 0 0 0 0
"Hirip3" 0.00970873786407767 0.025 0 0 0 0
"Sema4a" 0.00970873786407767 0.0375 0 0 0.0357142857142857 0.111111111111111
"Sh3d21" 0.058252427184466 0 0 0 0.0357142857142857 0
"Fbxw2" 0.135922330097087 0.125 0.210526315789474 0.254545454545455 0.0357142857142857 0.0555555555555556
"Nf1" 0.00970873786407767 0.0125 0 0 0.0714285714285714 0.0555555555555556
"Snrk" 0.0776699029126214 0.05 0.0263157894736842 0.0727272727272727 0.0357142857142857 0
"Eomes" 0 0 0 0 0 0.333333333333333
"Usmg5" 0.796116504854369 0.5625 0.486842105263158 0.690909090909091 0.964285714285714 1.05555555555556
"Clasrp" 0.0485436893203883 0.0125 0 0 0 0.0555555555555556
"4930503L19Rik" 0.00970873786407767 0 0.0131578947368421 0 0 0.0555555555555556
"Rab43" 0.029126213592233 0.05 0 0.0363636363636364 0 0
"Egr2" 0 0.05 0.0131578947368421 0 0 0
"Sbno1" 0.0776699029126214 0.3 0.0394736842105263 0.0545454545454545 0.0357142857142857 0.222222222222222
"Fam234a" 0.029126213592233 0.125 0.0131578947368421 0.109090909090909 0.0357142857142857 0
"Rbp4" 2.63106796116505 0.0625 0.644736842105263 0.181818181818182 0.464285714285714 0
"Ttc14" 0.0485436893203883 0.0375 0.0394736842105263 0.0727272727272727 0 0
"Eny2" 0.407766990291262 0.2875 0.0921052631578947 0.236363636363636 0.107142857142857 0.222222222222222
"Sgip1" 0.0776699029126214 0.2375 0 0.145454545454545 0 0.5
"Vps50" 0.029126213592233 0.025 0.0657894736842105 0.0545454545454545 0.107142857142857 0
"Fbxw11" 0.058252427184466 0.025 0.0263157894736842 0 0.178571428571429 0.0555555555555556
"Vps39" 0.0388349514563107 0.0125 0.0263157894736842 0.0363636363636364 0 0
"Det1" 0.0388349514563107 0.0375 0 0 0 0.0555555555555556
"Rpl7l1" 0.0776699029126214 0.1 0.118421052631579 0.0363636363636364 0.142857142857143 0.0555555555555556
"Ptgis" 0.29126213592233 0.1 0.25 0.272727272727273 1.14285714285714 0
"Trappc8" 0.058252427184466 0.05 0 0.0545454545454545 0 0
"Farsb" 0.058252427184466 0.0125 0.0526315789473684 0 0 0.0555555555555556
"Dock7" 0.029126213592233 0.0125 0.0394736842105263 0 0.0357142857142857 0
"Laptm4a" 3.01941747572816 0.575 2 1.05454545454545 1.5 0.166666666666667
"Idnk" 0.16504854368932 0.125 0.0789473684210526 0.0545454545454545 0.0357142857142857 0.222222222222222
"Golt1b" 0.0776699029126214 0.05 0.0263157894736842 0 0.0357142857142857 0.0555555555555556
"Hinfp" 0.00970873786407767 0.05 0.0526315789473684 0.0181818181818182 0 0
"Pttg1" 0.407766990291262 0.125 0.0657894736842105 0.2 0.214285714285714 0.277777777777778
"Ttc3" 0.12621359223301 0.025 0.118421052631579 0.0363636363636364 0.142857142857143 0
"Fmo2" 0.796116504854369 0 0.263157894736842 0.0909090909090909 0.357142857142857 0
"Msi2" 0.058252427184466 0 0.0394736842105263 0.0181818181818182 0.0357142857142857 0.0555555555555556
"Zfp131" 0.233009708737864 0.4625 0.184210526315789 0.345454545454545 0.357142857142857 0.277777777777778
"Nagpa" 0.029126213592233 0.0375 0.0131578947368421 0.0181818181818182 0 0
"Ifrd1" 0.0970873786407767 0.375 0.118421052631579 0 0 0.222222222222222
"Tpd52" 0.029126213592233 0.675 0.0394736842105263 0 0 0
"R3hcc1" 0.0194174757281553 0 0 0.0363636363636364 0 0
"Cdc42bpb" 0.0194174757281553 0.0125 0 0.0545454545454545 0 0
"Phkg2" 0.029126213592233 0.075 0 0 0.0357142857142857 0.111111111111111
"Lactb" 0.0194174757281553 0.0375 0 0.0909090909090909 0.0357142857142857 0
"Col4a2" 0.116504854368932 0 0.0131578947368421 0.145454545454545 0.0714285714285714 0.0555555555555556
"Psd3" 0.0388349514563107 0.0125 0 0.0181818181818182 0 0
"Trappc3" 0.213592233009709 0.0625 0.0526315789473684 0.0727272727272727 0.0357142857142857 0.166666666666667
"Rassf1" 0.145631067961165 0.175 0.105263157894737 0.181818181818182 0.0714285714285714 0.166666666666667
"Ttc23" 0.0485436893203883 0 0 0.0181818181818182 0 0
"Bbs4" 0.058252427184466 0.0125 0.0394736842105263 0 0.0357142857142857 0
"Sipa1l1" 0.029126213592233 0.05 0.0263157894736842 0.0363636363636364 0 0.0555555555555556
"Bcas2" 0.233009708737864 0.025 0.105263157894737 0.0727272727272727 0.214285714285714 0.277777777777778
"Ercc5" 0.00970873786407767 0.025 0.0526315789473684 0.0181818181818182 0.0357142857142857 0.0555555555555556
"Sh3bgr" 0.00970873786407767 0 0.0263157894736842 0 0.821428571428571 0
"Dtna" 0.029126213592233 0 0.0263157894736842 0.0181818181818182 0.142857142857143 0
"Cdk5rap3" 0.155339805825243 0.025 0.0394736842105263 0 0 0.277777777777778
"Ndrg4" 0.0388349514563107 0 0.0526315789473684 0.0181818181818182 0.0357142857142857 0
"Klhl25" 0.0194174757281553 0 0.0131578947368421 0.0181818181818182 0 0
"Fkbp3" 0.203883495145631 0.05 0.0526315789473684 0.0545454545454545 0 0.333333333333333
"Tmem248" 0.0485436893203883 0.0875 0.0657894736842105 0.0181818181818182 0 0.0555555555555556
"Atp8a1" 0 0.0125 0 0.0181818181818182 0.0357142857142857 0
"Pdia4" 0.16504854368932 0.05 0.0789473684210526 0.163636363636364 0 0
"Ifi203" 0.029126213592233 0.1375 0.0131578947368421 0.0727272727272727 0 0.222222222222222
"Slx1b" 0.0485436893203883 0.05 0.0526315789473684 0.0363636363636364 0 0.0555555555555556
"Rbm25" 0.145631067961165 0.225 0.0131578947368421 0.0545454545454545 0.0357142857142857 0.611111111111111
"Zfp945" 0.029126213592233 0.0375 0 0.0545454545454545 0.0357142857142857 0.111111111111111
"Sec16a" 0.029126213592233 0.0125 0.0526315789473684 0.0181818181818182 0 0
"Aig1" 0.087378640776699 0.0125 0.0657894736842105 0.0181818181818182 0.0357142857142857 0.0555555555555556
"Mff" 0.145631067961165 0.075 0.144736842105263 0.0727272727272727 0.0714285714285714 0.222222222222222
"H2-Q6" 0 0.075 0 0.254545454545455 0.0357142857142857 0.333333333333333
"Pcolce2" 1.06796116504854 0 0.973684210526316 0.109090909090909 0.0357142857142857 0.0555555555555556
"Lgals8" 0.029126213592233 0.025 0.0263157894736842 0 0.0357142857142857 0
"Cop1" 0.0776699029126214 0.025 0.0526315789473684 0.0181818181818182 0.0714285714285714 0
"Nsun6" 0.00970873786407767 0.0125 0.0263157894736842 0.0363636363636364 0 0
"Coq8a" 0.0388349514563107 0 0 0 0.142857142857143 0
"Vegfa" 0.0388349514563107 0.0375 0 0.0363636363636364 0 0
"Synpo2" 0.00970873786407767 0 0 0 0.571428571428571 0
"Obsl1" 0.058252427184466 0 0 0 0 0
"Gng2" 0.00970873786407767 0.075 0 0.0727272727272727 0.0357142857142857 0.333333333333333
"Zfp780b" 0.00970873786407767 0 0.0394736842105263 0 0 0
"Hddc2" 0.0388349514563107 0 0.0263157894736842 0.0363636363636364 0 0
"Mtmr3" 0.0485436893203883 0.0375 0.0131578947368421 0.0363636363636364 0 0
"Ttc13" 0.029126213592233 0.025 0 0 0 0
"Armcx4" 0 0 0.0263157894736842 0.0909090909090909 0.0357142857142857 0
"Tfdp1" 0.0679611650485437 0.0375 0.0131578947368421 0.236363636363636 0 0.0555555555555556
"Ccnh" 0.116504854368932 0.025 0.0789473684210526 0.0363636363636364 0.142857142857143 0.0555555555555556
"Ninj1" 0.12621359223301 0.7375 0.0657894736842105 0.309090909090909 0.5 0.222222222222222
"Banp" 0.00970873786407767 0.0125 0.0263157894736842 0 0.0357142857142857 0.0555555555555556
"Chd3" 0.155339805825243 0.05 0.0263157894736842 0.0909090909090909 0.178571428571429 0.166666666666667
"Ubfd1" 0.0388349514563107 0.0125 0.0921052631578947 0 0.0357142857142857 0
"3110082I17Rik" 0 0.0375 0.0131578947368421 0 0 0
"Dus2" 0.0194174757281553 0.0125 0.0263157894736842 0 0 0
"Ccdc141" 0.0194174757281553 0 0.0131578947368421 0 0.0357142857142857 0
"Pard3" 0.0485436893203883 0 0.0131578947368421 0.0181818181818182 0.107142857142857 0
"Psma3" 0.436893203883495 0.1625 0.421052631578947 0.0909090909090909 0.321428571428571 0.444444444444444
"Nsd2" 0.0194174757281553 0.0125 0.0131578947368421 0 0.0357142857142857 0
"Nme6" 0 0 0 0.0727272727272727 0 0.0555555555555556
"Nbdy" 0.16504854368932 0.05 0.0789473684210526 0.236363636363636 0.0357142857142857 0.166666666666667
"Rufy3" 0.00970873786407767 0.025 0 0 0 0
"Oma1" 0.00970873786407767 0.075 0 0.0545454545454545 0 0
"Spg7" 0.0679611650485437 0.025 0.0394736842105263 0.0545454545454545 0 0.0555555555555556
"App" 0.572815533980582 0.05 0.236842105263158 0.327272727272727 0.178571428571429 0.0555555555555556
"Ipo9" 0.0485436893203883 0 0.0921052631578947 0 0 0
"Txlng" 0.0388349514563107 0 0.0131578947368421 0.0363636363636364 0 0
"Serpinb6a" 0.45631067961165 0.05 0.855263157894737 0.4 0.0714285714285714 0.111111111111111
"Kcmf1" 0.087378640776699 0.1625 0.0263157894736842 0.109090909090909 0 0.0555555555555556
"Pdxk" 0.058252427184466 0.125 0.0131578947368421 0.0181818181818182 0 0
"Polr2f" 0.271844660194175 0.1625 0.197368421052632 0.272727272727273 0.357142857142857 0.333333333333333
"Adck1" 0 0.0125 0 0 0.0357142857142857 0
"Esrra" 0.029126213592233 0.0375 0.0131578947368421 0.0363636363636364 0 0.111111111111111
"Fsd1l" 0.0194174757281553 0 0 0.0181818181818182 0 0.0555555555555556
"Mfge8" 0.495145631067961 0.1 0.236842105263158 0.290909090909091 1.17857142857143 0
"Pias3" 0.0194174757281553 0 0.0131578947368421 0.0363636363636364 0 0
"Gnb2" 0.378640776699029 0.5625 0.315789473684211 0.4 0.392857142857143 0.333333333333333
"Gigyf2" 0.0388349514563107 0 0 0.0363636363636364 0.107142857142857 0.0555555555555556
"Cndp2" 0.0485436893203883 0.1125 0.0131578947368421 0.0545454545454545 0 0.0555555555555556
"Smg7" 0.0194174757281553 0.0375 0 0.0545454545454545 0 0.222222222222222
"Inpp5e" 0.0194174757281553 0 0.0131578947368421 0.0363636363636364 0 0.0555555555555556
"Use1" 0.203883495145631 0.3875 0.263157894736842 0.181818181818182 0.678571428571429 0.5
"Adam22" 0.0776699029126214 0.0125 0.0526315789473684 0.0727272727272727 0.0357142857142857 0
"Calhm6" 0.0194174757281553 0.075 0 0 0 0.111111111111111
"Kif1bp" 0.087378640776699 0 0.0263157894736842 0.0363636363636364 0.0357142857142857 0
"Nsun2" 0.0388349514563107 0.0125 0 0.0181818181818182 0.0357142857142857 0.111111111111111
"Cytl1" 0.601941747572816 0.0375 0.0526315789473684 6.45454545454546 0 1.88888888888889
"Desi2" 0.155339805825243 0.05 0.0789473684210526 0.0363636363636364 0.142857142857143 0.277777777777778
"Kctd17" 0.058252427184466 0.0125 0.0263157894736842 0.0545454545454545 0 0
"Sdk2" 0.058252427184466 0 0.0263157894736842 0.0181818181818182 0 0
"Ccnd2" 0.310679611650485 0.0875 0.118421052631579 0.327272727272727 0.285714285714286 0.888888888888889
"Pfkp" 0.0776699029126214 0.1375 0 0.0363636363636364 0.178571428571429 0.222222222222222
"H2-Q4" 0.106796116504854 0.0875 0.0131578947368421 0.327272727272727 0 0.5
"Ano6" 0.116504854368932 0.0375 0.0394736842105263 0.0363636363636364 0 0.0555555555555556
"Abr" 0.00970873786407767 0.075 0 0.0181818181818182 0 0.0555555555555556
"Tirap" 0.029126213592233 0.025 0.0263157894736842 0 0 0.0555555555555556
"Faf2" 0.0388349514563107 0.0625 0.0131578947368421 0.0545454545454545 0 0
"Smpd4" 0.0388349514563107 0.025 0.0131578947368421 0.109090909090909 0 0
"Usp33" 0.029126213592233 0.025 0 0 0.0357142857142857 0.0555555555555556
"Slc37a1" 0 0 0.0263157894736842 0 0 0.222222222222222
"Arl13b" 0.00970873786407767 0.025 0.0263157894736842 0.0181818181818182 0.0357142857142857 0
"Cbx1" 0.213592233009709 0.075 0.0526315789473684 0.163636363636364 0.142857142857143 0.111111111111111
"Tmem185a" 0.0485436893203883 0.0125 0 0 0 0
"Huwe1" 0.058252427184466 0.0375 0.0131578947368421 0.0909090909090909 0.0357142857142857 0.111111111111111
"Fermt2" 0.087378640776699 0.0125 0.105263157894737 0.145454545454545 0.571428571428571 0
"Ercc1" 0.0388349514563107 0.0125 0.0131578947368421 0.0909090909090909 0.0357142857142857 0.0555555555555556
"Strn4" 0.0485436893203883 0.0625 0.0131578947368421 0.0181818181818182 0 0
"Cryzl2" 0.0776699029126214 0 0 0.0363636363636364 0.0357142857142857 0
"Dlc1" 0.0679611650485437 0.025 0.0921052631578947 0.0363636363636364 0.0357142857142857 0
"Pop4" 0.029126213592233 0.025 0.0131578947368421 0.0909090909090909 0 0.277777777777778
"Fbxw17" 0.029126213592233 0 0 0 0.0357142857142857 0
"B4galt7" 0.0194174757281553 0.0125 0.0131578947368421 0.0363636363636364 0 0
"Gtf2i" 0.058252427184466 0 0.0789473684210526 0.109090909090909 0.0357142857142857 0.388888888888889
"Smc6" 0.12621359223301 0.175 0.0921052631578947 0.0363636363636364 0.0714285714285714 0.277777777777778
"Ing1" 0.087378640776699 0.025 0.0394736842105263 0.0363636363636364 0.0357142857142857 0.0555555555555556
"Stradb" 0.0194174757281553 0.0125 0 0 0 0.0555555555555556
"Ppp2r1b" 0.0194174757281553 0 0.0131578947368421 0 0.0357142857142857 0.0555555555555556
"Armt1" 0.00970873786407767 0.1 0.0394736842105263 0 0 0
"Clasp1" 0.0776699029126214 0.0125 0.0131578947368421 0.0181818181818182 0 0.0555555555555556
"Vma21" 0.135922330097087 0.0625 0.0394736842105263 0.0545454545454545 0.321428571428571 0
"Ppp2r3a" 0.029126213592233 0.0125 0.105263157894737 0.0545454545454545 0.0714285714285714 0
"Snrnp35" 0.0485436893203883 0.0125 0 0 0 0
"Cap2" 0.00970873786407767 0 0.0131578947368421 0 0.0714285714285714 0
"Hat1" 0.0485436893203883 0.05 0 0.0727272727272727 0 0.111111111111111
"Ndufa10" 0.135922330097087 0.1875 0.144736842105263 0.0909090909090909 0.0714285714285714 0.111111111111111
"Supt7l" 0.0194174757281553 0.025 0 0 0.0357142857142857 0.111111111111111
"Mtg2" 0.0776699029126214 0.0375 0.0131578947368421 0.0727272727272727 0.0714285714285714 0.0555555555555556
"Wrnip1" 0.029126213592233 0 0.0131578947368421 0 0.0357142857142857 0.0555555555555556
"Ncald" 0.029126213592233 0 0 0 0.0357142857142857 0
"Wdr11" 0 0.025 0 0.0545454545454545 0 0.0555555555555556
"Rsph9" 0.029126213592233 0 0.0131578947368421 0.0181818181818182 0.0357142857142857 0.0555555555555556
