"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14"
"Dlg1" 0.0411522633744856 0.0607734806629834 0.0418006430868167 0.0301003344481605 0.0254545454545455 0.0136986301369863 0.0372340425531915 0.0338983050847458 0.0692307692307692 0 0.072463768115942 0.0555555555555556 0 0.0882352941176471 0.03125
"Txlna" 0.037037037037037 0.0469613259668508 0.0289389067524116 0.0501672240802676 0.0654545454545455 0.0273972602739726 0.0478723404255319 0.0169491525423729 0.223076923076923 0.0178571428571429 0.072463768115942 0.037037037037037 0 0.0588235294117647 0.09375
"Inpp4a" 0.10082304526749 0.215469613259668 0.0643086816720257 0.361204013377926 0.0981818181818182 0.141552511415525 0.164893617021277 0.135593220338983 0.0846153846153846 0.0714285714285714 0.188405797101449 0.111111111111111 0.25 0.235294117647059 0.125
"Ralgps1" 0.01440329218107 0.0165745856353591 0.0578778135048231 0.020066889632107 0.0145454545454545 0.0319634703196347 0.0372340425531915 0.00564971751412429 0.0461538461538462 0.00892857142857143 0.0289855072463768 0 0 0.0294117647058824 0.03125
"Gm7670" 0.00411522633744856 0.00276243093922652 0 0.0100334448160535 0 0 0 0 0 0 0.0144927536231884 0.0185185185185185 0 0 0
"Ccdc114" 0.0308641975308642 0.0193370165745856 0.022508038585209 0.0434782608695652 0.0327272727272727 0.0502283105022831 0.0265957446808511 0.0225988700564972 0.0307692307692308 0.0267857142857143 0.0289855072463768 0.0185185185185185 0.0277777777777778 0.0588235294117647 0.03125
"Eml2" 0.0288065843621399 0.0248618784530387 0.00321543408360129 0.0167224080267559 0.00727272727272727 0.0045662100456621 0.0106382978723404 0 0 0.0357142857142857 0.0434782608695652 0 0 0.0294117647058824 0.03125
"Pfdn6" 0.10082304526749 0.176795580110497 0.141479099678457 0.163879598662207 0.254545454545455 0.0639269406392694 0.234042553191489 0.11864406779661 0.492307692307692 0.0892857142857143 0.115942028985507 0.351851851851852 0.333333333333333 0.117647058823529 0.125
"Cep128" 0.00617283950617284 0.0165745856353591 0.0192926045016077 0.00668896321070234 0.0290909090909091 0.0502283105022831 0.0106382978723404 0 0.0538461538461538 0.0267857142857143 0.0434782608695652 0.037037037037037 0 0.0294117647058824 0.0625
"Nek1" 0.00823045267489712 0.0165745856353591 0.0128617363344051 0.0167224080267559 0.00363636363636364 0 0 0 0.0384615384615385 0 0.0289855072463768 0 0 0 0
"Armc2" 0.00205761316872428 0 0.00321543408360129 0.0100334448160535 0.00363636363636364 0 0.00531914893617021 0 0 0.0178571428571429 0.0144927536231884 0.0185185185185185 0 0 0
"Ccar2" 0.0164609053497942 0.0303867403314917 0.0321543408360129 0 0.0181818181818182 0.0091324200913242 0.00531914893617021 0.00564971751412429 0.0615384615384615 0.0357142857142857 0.0144927536231884 0.0185185185185185 0 0.0294117647058824 0.03125
"Pex12" 0.00411522633744856 0.0138121546961326 0.0160771704180064 0.00668896321070234 0.0145454545454545 0.0045662100456621 0.00531914893617021 0.0169491525423729 0.0538461538461538 0.0178571428571429 0 0 0 0.0294117647058824 0.03125
"Phf3" 0.277777777777778 0.270718232044199 0.32475884244373 0.137123745819398 0.221818181818182 0.132420091324201 0.154255319148936 0.180790960451977 0.184615384615385 0.178571428571429 0.246376811594203 0.148148148148148 0.0555555555555556 0.0588235294117647 0.28125
"Pcbp2" 0.119341563786008 0.207182320441989 0.189710610932476 0.167224080267559 0.181818181818182 0.0821917808219178 0.154255319148936 0.101694915254237 0.253846153846154 0.125 0.260869565217391 0.148148148148148 0.0833333333333333 0.147058823529412 0.28125
"Golph3" 0.113168724279835 0.0856353591160221 0.102893890675241 0.0802675585284281 0.0909090909090909 0.0228310502283105 0.117021276595745 0.0847457627118644 0.123076923076923 0.142857142857143 0.159420289855072 0.185185185185185 0.138888888888889 0.0588235294117647 0.0625
"Ankrd13d" 0.00205761316872428 0.00828729281767956 0.0192926045016077 0.0234113712374582 0.00727272727272727 0 0 0 0.0230769230769231 0.00892857142857143 0 0 0 0 0
"Luc7l3" 0.265432098765432 0.193370165745856 0.263665594855305 0.17056856187291 0.2 0.17351598173516 0.148936170212766 0.192090395480226 0.5 0.1875 0.202898550724638 0.166666666666667 0.0833333333333333 0.235294117647059 0.25
"Ypel3" 0.323045267489712 0.574585635359116 0.363344051446945 0.394648829431438 0.450909090909091 0.264840182648402 0.180851063829787 0.367231638418079 0.0923076923076923 0.303571428571429 0.782608695652174 0.166666666666667 0.972222222222222 0.470588235294118 0.46875
"Mapk8" 0.0390946502057613 0.0883977900552486 0.154340836012862 0.0769230769230769 0.105454545454545 0.127853881278539 0.0425531914893617 0.0508474576271186 0.107692307692308 0.0714285714285714 0.101449275362319 0.148148148148148 0.0555555555555555 0.0588235294117647 0.03125
"Amn1" 0.119341563786008 0.104972375690608 0.0546623794212219 0.0836120401337793 0.0872727272727273 0.159817351598174 0.0957446808510638 0.0677966101694915 0.0692307692307692 0.0803571428571429 0.144927536231884 0.111111111111111 0.0277777777777778 0.117647058823529 0.03125
"Ccdc22" 0.00617283950617284 0.0110497237569061 0.00643086816720257 0.020066889632107 0.0145454545454545 0 0.0106382978723404 0 0.0307692307692308 0.00892857142857143 0.0144927536231884 0 0 0 0
"Pgap3" 0.00205761316872428 0.0110497237569061 0.00321543408360129 0.0100334448160535 0.00363636363636364 0 0.00531914893617021 0 0 0.0178571428571429 0 0 0 0 0.03125
"Mcm3ap" 0.037037037037037 0.0138121546961326 0.0578778135048231 0.0367892976588629 0.0436363636363636 0.0684931506849315 0.0265957446808511 0.0508474576271186 0.0461538461538461 0.0178571428571429 0.072463768115942 0.0185185185185185 0.0277777777777778 0.0882352941176471 0.0625
"Znhit6" 0.0288065843621399 0.0469613259668508 0.0257234726688103 0.0167224080267559 0.0472727272727273 0.0136986301369863 0.0265957446808511 0.0225988700564972 0.0538461538461538 0.0625 0.072463768115942 0.111111111111111 0 0.0882352941176471 0.03125
"Ndufb5" 0.37037037037037 0.461325966850829 0.556270096463022 0.267558528428094 0.450909090909091 0.141552511415525 0.356382978723404 0.23728813559322 0.792307692307692 0.5625 0.536231884057971 0.388888888888889 0.111111111111111 0.558823529411765 0.5
"Ramp2" 0 0 0 0 0.00727272727272727 0.0365296803652968 0.0106382978723404 0 0 0 0 0 0 0 0
"Camk2g" 0.0205761316872428 0.113259668508287 0.0385852090032154 0.0535117056856187 0.0509090909090909 0.045662100456621 0.0851063829787234 0.0169491525423729 0.0846153846153846 0.133928571428571 0.130434782608696 0.037037037037037 0 0 0.21875
"Gm33543" 0 0.0110497237569061 0.0128617363344051 0.0100334448160535 0.0145454545454545 0.0045662100456621 0.0106382978723404 0.00564971751412429 0.00769230769230769 0 0 0.037037037037037 0 0 0
"Ccdc50" 0.213991769547325 0.104972375690608 0.022508038585209 0.180602006688963 0.0254545454545455 0.0091324200913242 0.159574468085106 0.141242937853107 0.0846153846153846 0.107142857142857 0.159420289855072 0.203703703703704 0 0.0882352941176471 0.125
"Rad17" 0.0576131687242798 0.0469613259668508 0.0353697749196141 0.0535117056856187 0.0363636363636364 0.0410958904109589 0.0372340425531915 0.0677966101694915 0.0461538461538462 0.0446428571428571 0.101449275362319 0.0555555555555556 0.0277777777777778 0.0882352941176471 0.09375
"Rps27a" 3.00617283950617 2.50552486187845 1.85852090032154 1.45819397993311 4.00727272727273 1.68949771689498 2.27659574468085 2.55367231638418 2.25384615384615 2.50892857142857 2.52173913043478 1.68518518518519 1.22222222222222 3.61764705882353 2.40625
"Lss" 0.00617283950617284 0.00828729281767956 0.00321543408360129 0.00668896321070234 0.00727272727272727 0 0.0159574468085106 0 0.0384615384615385 0.00892857142857143 0.0144927536231884 0 0.0277777777777778 0.0294117647058824 0.03125
"Hibadh" 0.0679012345679012 0.113259668508287 0.389067524115756 0.0869565217391304 0.138181818181818 0.146118721461187 0.0638297872340425 0.0338983050847458 0.523076923076923 0.0803571428571429 0.101449275362319 0.12962962962963 0 0.0588235294117647 0.09375
"Tjp3" 0.00617283950617284 0.00552486187845304 0.00643086816720257 0.00668896321070234 0 0 0.0265957446808511 0.0112994350282486 0.0461538461538462 0.00892857142857143 0.0289855072463768 0 0 0 0
"Ssbp2" 0.0452674897119342 0.0966850828729282 1.42122186495177 0.0568561872909699 0.149090909090909 0.721461187214612 0.0531914893617021 0.0790960451977401 0.930769230769231 0.160714285714286 0.072463768115942 0 0 0.0588235294117647 0.15625
"2410002F23Rik" 0.0246913580246914 0.0469613259668508 0.0289389067524116 0.0434782608695652 0.0327272727272727 0.0365296803652968 0.0372340425531915 0.0112994350282486 0.0615384615384615 0.0535714285714286 0.0579710144927536 0 0 0.147058823529412 0.0625
"Josd2" 0.0555555555555556 0.0966850828729282 0.0385852090032154 0.0735785953177258 0.0981818181818182 0.0228310502283105 0.0851063829787234 0.0451977401129943 0.0461538461538462 0.0982142857142857 0.144927536231884 0.0925925925925926 0.0555555555555556 0.117647058823529 0.28125
"Tcf3" 0.113168724279835 0.121546961325967 0.202572347266881 0.0702341137123746 0.0945454545454545 0.0593607305936073 0.0638297872340425 0.0621468926553672 0.376923076923077 0.0535714285714286 0.101449275362319 0.037037037037037 0.0277777777777778 0.323529411764706 0.09375
"Vsig10l" 0 0.0138121546961326 0 0.0133779264214047 0.00363636363636364 0 0.00531914893617021 0 0 0 0 0.0185185185185185 0 0 0.0625
"Vmn1r214" 0.01440329218107 0.0220994475138122 0.0353697749196141 0.0133779264214047 0.0327272727272727 0 0.0106382978723404 0.0282485875706215 0.0230769230769231 0.00892857142857143 0.0289855072463768 0.037037037037037 0 0 0.09375
"Atf2" 0.051440329218107 0.074585635359116 0.0643086816720257 0.0568561872909699 0.0727272727272727 0.0365296803652968 0.0372340425531915 0.0451977401129944 0.123076923076923 0.0446428571428571 0.101449275362319 0.0925925925925926 0 0.0882352941176471 0
"Togaram1" 0.0185185185185185 0.0276243093922652 0.0289389067524116 0.0234113712374582 0.0218181818181818 0.0045662100456621 0.00531914893617021 0 0.00769230769230769 0.0178571428571429 0.0144927536231884 0 0.0277777777777778 0 0.03125
"Ankrd33b" 0.127572016460905 0.00276243093922652 0 0.0434782608695652 0 0.0273972602739726 0.074468085106383 0.0451977401129944 0.0230769230769231 0.0803571428571428 0 0.166666666666667 0.5 0.882352941176471 0
"Hjurp" 0.0329218106995885 0.0828729281767956 0.241157556270096 0.040133779264214 0.105454545454545 0.164383561643836 0.0212765957446809 0.0451977401129944 0.638461538461538 0.0535714285714286 0.101449275362319 0 0.0555555555555556 0.0588235294117647 0.0625
"Sema4d" 0.121399176954733 0.215469613259668 0.102893890675241 0.207357859531773 0.116363636363636 0.0821917808219178 0.175531914893617 0.124293785310734 0.0692307692307692 0.151785714285714 0.376811594202899 0.314814814814815 0.388888888888889 0.0588235294117647 0.09375
"Ikzf2" 0.01440329218107 0.259668508287293 0.463022508038585 0.0234113712374582 0.236363636363636 0.383561643835616 0.074468085106383 0.0282485875706215 0.276923076923077 0.357142857142857 0.521739130434783 0 0 0 0.28125
"Ssr2" 0.121399176954733 0.198895027624309 0.189710610932476 0.244147157190635 0.192727272727273 0.168949771689498 0.228723404255319 0.0338983050847458 0.453846153846154 0.151785714285714 0.246376811594203 0.444444444444444 0.0277777777777778 0.0588235294117647 0.625
"Ctdspl2" 0.0925925925925926 0.0966850828729282 0.131832797427653 0.0602006688963211 0.0727272727272727 0.0776255707762557 0.0478723404255319 0.0790960451977401 0.253846153846154 0.0803571428571429 0.115942028985507 0.037037037037037 0.0277777777777778 0.147058823529412 0.09375
"Atp13a2" 0.037037037037037 0.0110497237569061 0.0643086816720257 0.17056856187291 0.0290909090909091 0.0410958904109589 0.0425531914893617 0.0338983050847458 0.0461538461538462 0.0535714285714286 0.0144927536231884 0.111111111111111 0.0277777777777778 0.0882352941176471 0.03125
"Nmi" 0.11522633744856 0.243093922651934 0.0546623794212219 0.0769230769230769 0.203636363636364 0.0273972602739726 0.111702127659574 0.0847457627118644 0.138461538461538 0.232142857142857 0.159420289855072 0.148148148148148 0.0277777777777778 0.235294117647059 0.21875
"Nmnat2" 0 0.0165745856353591 0 0 0 0.0045662100456621 0 0 0.00769230769230769 0 0 0 0 0.0294117647058824 0
"Smox" 0.00411522633744856 0.0414364640883978 0.0353697749196141 0.137123745819398 0.04 0.0228310502283105 0.117021276595745 0.0112994350282486 0.0153846153846154 0.151785714285714 0.449275362318841 0.833333333333333 0.472222222222222 0 0.09375
"Pan3" 0.555555555555555 0.450276243093923 1.22508038585209 0.301003344481605 0.454545454545455 0.904109589041096 0.340425531914894 0.677966101694915 0.538461538461538 0.366071428571429 0.420289855072464 0.0925925925925926 0.166666666666667 0.264705882352941 0.25
"Gart" 0.0534979423868313 0.0165745856353591 0.0385852090032154 0.0501672240802676 0.0872727272727273 0.045662100456621 0.0691489361702128 0.0621468926553672 0.223076923076923 0.00892857142857143 0.0434782608695652 0.037037037037037 0 0.0882352941176471 0.03125
"Ube2m" 0.0720164609053498 0.110497237569061 0.122186495176849 0.147157190635451 0.116363636363636 0.0958904109589041 0.143617021276596 0.0734463276836158 0.376923076923077 0.107142857142857 0.289855072463768 0.0185185185185185 0 0.264705882352941 0.15625
"Agap2" 0.00823045267489712 0.0248618784530387 0.0192926045016077 0.0100334448160535 0.0290909090909091 0.0045662100456621 0 0.00564971751412429 0.0153846153846154 0.0178571428571429 0.0289855072463768 0 0 0 0.03125
"2610002M06Rik" 0.0493827160493827 0.0441988950276243 0.0353697749196141 0.0267558528428094 0.0472727272727273 0 0 0.0338983050847458 0.153846153846154 0.0357142857142857 0.0289855072463768 0.0555555555555556 0.0555555555555556 0.0294117647058824 0.0625
"Mefv" 0 0 0 0.0301003344481605 0 0.0045662100456621 0.074468085106383 0 0 0 0 0.314814814814815 0.0833333333333333 0 0
"Srsf11" 0.516460905349794 0.535911602209945 0.861736334405145 0.22742474916388 0.6 0.447488584474886 0.351063829787234 0.480225988700565 0.846153846153846 0.366071428571429 0.405797101449275 0.296296296296296 0.0833333333333333 0.558823529411765 0.4375
"Atp5h" 0.689300411522634 1.28729281767956 1.44694533762058 0.635451505016722 1.06545454545455 1.23287671232877 1.11702127659574 0.655367231638418 2.54615384615385 1.02678571428571 1.27536231884058 0.759259259259259 0.361111111111111 0.558823529411765 1.6875
"Cd34" 0.0123456790123457 0.0165745856353591 0.00964630225080386 0.0234113712374582 0.0109090909090909 0.0502283105022831 0.0319148936170213 0.0508474576271186 0.0384615384615385 0.0178571428571429 0.0289855072463768 0.0185185185185185 0 0 0.03125
"Ubn2" 0.0761316872427984 0.113259668508287 0.112540192926045 0.0635451505016722 0.0981818181818182 0.0958904109589041 0.0691489361702128 0.112994350282486 0.0769230769230769 0.0714285714285714 0.144927536231884 0.0740740740740741 0 0.176470588235294 0.125
"Atp11b" 0.106995884773663 0.433701657458563 0.382636655948553 0.0769230769230769 0.36 0.374429223744292 0.127659574468085 0.107344632768362 0.215384615384615 0.0982142857142857 0.101449275362319 0.166666666666667 0.111111111111111 0.117647058823529 0.4375
"Arhgef39" 0 0 0 0.00668896321070234 0 0 0 0 0.146153846153846 0 0 0 0 0 0
"CAAA01147332.1" 0 0 0.00321543408360129 0.00668896321070234 0.00363636363636364 0 0.0372340425531915 0 0.00769230769230769 0 0 0 0 0 0
"Drosha" 0.0123456790123457 0.0110497237569061 0.0482315112540193 0.020066889632107 0.0254545454545455 0.0091324200913242 0.0159574468085106 0 0.0538461538461538 0.00892857142857143 0.0434782608695652 0 0 0 0.03125
"Pign" 0.0452674897119342 0.0552486187845304 0.0546623794212219 0.0802675585284281 0.0472727272727273 0.0547945205479452 0.0904255319148936 0.0451977401129944 0.0153846153846154 0.0446428571428571 0.0144927536231884 0.0185185185185185 0 0.0588235294117647 0.0625
"Mtx3" 0 0.00552486187845304 0 0.00668896321070234 0 0 0 0 0.00769230769230769 0 0 0.0185185185185185 0 0 0
"Tgfbrap1" 0.01440329218107 0.0110497237569061 0 0.0468227424749164 0.0181818181818182 0 0.0106382978723404 0.0112994350282486 0.0153846153846154 0.0267857142857143 0.0144927536231884 0.0185185185185185 0 0.0588235294117647 0.09375
"Csf2ra" 0.0246913580246914 0.0110497237569061 0.00643086816720257 0.879598662207358 0.00363636363636364 0.0319634703196347 0.707446808510638 0.0451977401129943 0.0307692307692308 0.0357142857142857 0 1 0.472222222222222 0.0882352941176471 0
"Acp2" 0.00205761316872428 0.0193370165745856 0.0128617363344051 0.1438127090301 0.00363636363636364 0.0502283105022831 0.0319148936170213 0 0.0153846153846154 0.00892857142857143 0 0.407407407407407 0.0277777777777778 0 0
"Ttll1" 0.0185185185185185 0.00552486187845304 0.0353697749196141 0.00668896321070234 0.0145454545454545 0.0045662100456621 0.0106382978723404 0.0112994350282486 0.0461538461538462 0.0178571428571429 0.0144927536231884 0.0185185185185185 0.0277777777777778 0 0.03125
"Ank3" 0.01440329218107 0.00828729281767956 0.00964630225080386 0.00334448160535117 0.00727272727272727 0 0.00531914893617021 0.0225988700564972 0.0307692307692308 0.0357142857142857 0.0144927536231884 0.0185185185185185 0 0.0588235294117647 0.03125
