,GSE,study_accession,secondary_sample_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,ftp,technology,fq_dump,bam
1,GSE155513,PRJNA649970,SRS7124073,SAMN15690460,SRX8862350,SRR12363113,10090,Mus musculus,NA,NA,NA,10x,yes,no
