"0" "1" "2" "3" "4" "5" "6" "7"
"Limch1" 1 0.447368421052632 0.142857142857143 0.375 0 0.382352941176471 0.172413793103448 1.14285714285714
"Herc3" 0.0921985815602837 0.0394736842105263 0.0571428571428571 0.15 0.0833333333333333 0.0882352941176471 0.0689655172413793 0.107142857142857
"B4galt6" 0.191489361702128 0.105263157894737 0.128571428571429 0.25 0.638888888888889 0.294117647058824 0.172413793103448 0.178571428571429
"Arhgef7" 0.24113475177305 0.0526315789473684 0.157142857142857 0.25 0.111111111111111 0.205882352941176 0.0344827586206897 0.178571428571429
"Emid1" 0.0283687943262411 0 0.0428571428571429 0.05 0 0 0 0.0714285714285714
"Apex2" 0.0283687943262411 0.0131578947368421 0.0714285714285714 0.075 0 0 0.0344827586206897 0.0357142857142857
"Dock4" 0.0638297872340425 0.0131578947368421 0.157142857142857 0.075 0.388888888888889 0.0588235294117647 0.0344827586206897 0.0357142857142857
"Whrn" 0.0212765957446809 0.0263157894736842 0.0428571428571429 0.025 0 0.0882352941176471 0.0344827586206897 0.0357142857142857
"Acaa1a" 0.900709219858156 0.671052631578947 0.771428571428571 0.85 0.472222222222222 0.676470588235294 0.655172413793103 1.14285714285714
"Ydjc" 0.0283687943262411 0.0131578947368421 0.0857142857142857 0.025 0.0277777777777778 0.0588235294117647 0 0.0357142857142857
"Setd4" 0.049645390070922 0.0526315789473684 0.0285714285714286 0.025 0.0833333333333333 0.0588235294117647 0 0
"9930021J03Rik" 0.0921985815602837 0.0921052631578947 0.114285714285714 0.125 0.111111111111111 0.0588235294117647 0.103448275862069 0.0714285714285714
"Ubxn4" 0.631205673758865 0.75 0.914285714285714 0.775 0.833333333333333 1.05882352941176 0.724137931034483 0.678571428571428
"Snap47" 0.156028368794326 0.0263157894736842 0.3 0.375 0.111111111111111 0.147058823529412 0.137931034482759 0.142857142857143
"Sbf1" 0.141843971631206 0.0657894736842105 0.171428571428571 0.15 0.222222222222222 0.117647058823529 0.137931034482759 0.107142857142857
"Ckap5" 0.134751773049645 0.0526315789473684 0.1 0.25 0.111111111111111 0.235294117647059 0.0344827586206897 0.107142857142857
"Stambp" 0.0921985815602837 0.0921052631578947 0.1 0.075 0.111111111111111 0.0294117647058824 0.241379310344828 0.0714285714285714
