"0" "1" "2" "3" "4" "5" "6" "7" "8"
"Ubn2" 0.104026845637584 0.0392156862745098 0.155038759689922 0.153846153846154 0.0224719101123595 0.309090909090909 0.377358490566038 0.194444444444444 0
"Pkhd1l1" 0 0 0 0.0659340659340659 0 0 0 0 1.81818181818182
"Atp11b" 0.0906040268456376 0.0156862745098039 0.124031007751938 0.10989010989011 0.0674157303370786 0.0727272727272727 0.0377358490566038 0.0555555555555556 0.0909090909090909
"Arhgef39" 0.00671140939597315 0.0117647058823529 0 0.021978021978022 0 0 0 0 0
"CAAA01147332.1" 0.00335570469798658 0 0.0310077519379845 0.021978021978022 0 0 0 0 0
"Drosha" 0.0436241610738255 0.0235294117647059 0.0775193798449612 0.021978021978022 0.0224719101123595 0.0181818181818182 0 0.0277777777777778 0.181818181818182
"Pign" 0.0838926174496644 0.0156862745098039 0.131782945736434 0.0549450549450549 0.0561797752808989 0.0181818181818182 0 0 0
"Mtx3" 0.00671140939597315 0 0.00775193798449612 0 0.0112359550561798 0.0727272727272727 0.0188679245283019 0 0
"Tgfbrap1" 0.0369127516778523 0 0.0310077519379845 0.010989010989011 0.0337078651685393 0 0.0377358490566038 0 0
"Csf2ra" 0.0268456375838926 0.0901960784313725 0.062015503875969 0.0549450549450549 1 0.0181818181818182 0 0.0555555555555556 0
"Aplnr" 0 0 0 0.0879120879120879 0.0112359550561798 0 0 0 0
"Acp2" 0.0503355704697987 0.0196078431372549 0.062015503875969 0.0769230769230769 0.123595505617978 0.0545454545454545 0.0377358490566038 0.0555555555555556 0
"Ttll1" 0.0369127516778524 0.0235294117647059 0.0852713178294574 0.032967032967033 0.0112359550561798 0.0545454545454545 0 0.0555555555555555 0.181818181818182
"Ank3" 0.0167785234899329 0.00392156862745098 0.0155038759689922 0.043956043956044 0.0112359550561798 0.0727272727272727 0.0754716981132075 0 0
"Ythdf3" 0.0838926174496644 0.0196078431372549 0.0387596899224806 0.0549450549450549 0.101123595505618 0.0545454545454545 0.0377358490566038 0.0277777777777778 0.0909090909090909
"Grin2b" 0.00335570469798658 0 0 0.021978021978022 0.0337078651685393 0 0 0 0
"Cnksr3" 0.0167785234899329 0.0156862745098039 0.0465116279069767 0.0769230769230769 0.0224719101123595 0.0181818181818182 0 0 0
"Odf2" 0.0536912751677852 0.00784313725490196 0.062015503875969 0.0549450549450549 0.112359550561798 0.0909090909090909 0.0566037735849057 0.0555555555555555 0
"Spop" 0.271812080536913 0.203921568627451 0.387596899224806 0.472527472527473 0.314606741573034 0.254545454545455 0.150943396226415 0.25 0.181818181818182
"Zfp446" 0.023489932885906 0 0.0387596899224806 0 0.0112359550561798 0.0181818181818182 0.113207547169811 0 0
"Ltbp3" 0.24496644295302 0.0627450980392157 0.224806201550388 0.175824175824176 0 0.327272727272727 0.0377358490566038 0.138888888888889 0.272727272727273
"Ccnb1" 0.00335570469798658 0.0235294117647059 0.0232558139534884 0 0.0674157303370786 0.0181818181818182 0 0.0277777777777778 0
"D130007C19Rik" 0.0201342281879195 0 0 0.021978021978022 0.0337078651685393 0 0.0377358490566038 0.0277777777777778 0
"Pnpla7" 0.0167785234899329 0 0.00775193798449612 0.010989010989011 0.0786516853932584 0.0181818181818182 0 0 0
"Abca1" 0.187919463087248 0.0823529411764706 0.0310077519379845 0.197802197802198 0.314606741573034 0 0.0188679245283019 0.0833333333333333 0.0909090909090909
"Olfr127" 0.00335570469798658 0 0 0 0.0112359550561798 0 0 0 0
"Pknox1" 0.0570469798657718 0.0117647058823529 0.0465116279069767 0.021978021978022 0.0786516853932584 0.0909090909090909 0.0377358490566038 0.0277777777777778 0.0909090909090909
"Gtf2h4" 0.0503355704697987 0.0156862745098039 0.0387596899224806 0.043956043956044 0.0561797752808989 0 0.0377358490566038 0.0277777777777778 0.181818181818182
"Usb1" 0.0100671140939597 0 0.0387596899224806 0.032967032967033 0.0674157303370786 0.0181818181818182 0 0 0
"Chchd3" 0.194630872483221 0.0470588235294118 0.10077519379845 0.285714285714286 0.0898876404494382 0.0181818181818182 0.0566037735849057 0.138888888888889 0
"Exoc4" 0.0704697986577181 0.0509803921568627 0.0852713178294574 0.0769230769230769 0.123595505617978 0.0363636363636364 0.0188679245283019 0.194444444444444 0.181818181818182
"Pisd" 0.0805369127516778 0.0274509803921569 0.0697674418604651 0.0989010989010989 0.123595505617978 0.0909090909090909 0.0377358490566038 0.111111111111111 0.0909090909090909
"Grik5" 0.0268456375838926 0.0196078431372549 0.0387596899224806 0.021978021978022 0 0.0363636363636364 0 0 0
"Rfxap" 0.0570469798657718 0 0.062015503875969 0.0879120879120879 0.0449438202247191 0.0727272727272727 0 0 0
"Lancl1" 0.0738255033557047 0.0196078431372549 0.0775193798449612 0.0769230769230769 0.0898876404494382 0.181818181818182 0 0 0
"Aldh16a1" 0.087248322147651 0.0156862745098039 0.0465116279069767 0.0769230769230769 0.101123595505618 0 0 0.0833333333333333 0
"Wac" 0.241610738255034 0.176470588235294 0.201550387596899 0.285714285714286 0.191011235955056 0.0909090909090909 0.792452830188679 0.388888888888889 0
"Tmem206" 0.00671140939597315 0 0 0.120879120879121 0.0112359550561798 0.0363636363636364 0 0 0
"Trps1" 0.147651006711409 0.0901960784313725 0.441860465116279 0.0989010989010989 0.393258426966292 0.563636363636364 0.207547169811321 0.0833333333333333 0
"Selenoi" 0.0469798657718121 0.0156862745098039 0.0310077519379845 0.0989010989010989 0 0.0545454545454545 0.0566037735849057 0.0277777777777778 0.181818181818182
"Spata7" 0.0302013422818792 0.0235294117647059 0.0852713178294574 0.0549450549450549 0.0449438202247191 0.0545454545454545 0.0754716981132075 0.0277777777777778 0.0909090909090909
"Vmn1r58" 0.0939597315436242 0.0352941176470588 0.0930232558139535 0.0659340659340659 0.0674157303370786 0.127272727272727 0.169811320754717 0.0833333333333333 0
"Matk" 0 0 0.0155038759689922 0 0.0449438202247191 0 0 0 0
"Fam117a" 0.00335570469798658 0 0 0.043956043956044 0 0 0 0 0.181818181818182
"Npepl1" 0.0570469798657718 0.0235294117647059 0.116279069767442 0.153846153846154 0.134831460674157 0.0181818181818182 0.0377358490566038 0 0
"Ankrd1" 0.0100671140939597 0.0352941176470588 0 0 0.0112359550561798 0 0 0 0
"Hnmt" 0.0302013422818792 0.0274509803921569 0.0387596899224806 0.021978021978022 0.0337078651685393 0 0 0.138888888888889 0.0909090909090909
"Lig1" 0.0302013422818792 0.0196078431372549 0.0155038759689922 0.010989010989011 0.101123595505618 0.0181818181818182 0 0 0
"Ankrd50" 0.0134228187919463 0.00784313725490196 0.0387596899224806 0.032967032967033 0.0337078651685393 0.0545454545454545 0 0.0555555555555556 0
"Wnk1" 0.395973154362416 0.87843137254902 0.906976744186046 0.967032967032967 1.85393258426966 0.545454545454545 1.88679245283019 0.527777777777778 0.181818181818182
"Sorbs2" 0.0100671140939597 0.0313725490196078 0.0387596899224806 0.263736263736264 0 0.0363636363636364 0.0377358490566038 0.0555555555555556 0
"Inpp4b" 0 0 0 0 0.0224719101123595 0 0 0 0
"Ctnnd1" 0.120805369127517 0.0196078431372549 0.13953488372093 0.21978021978022 0.0898876404494382 0.0909090909090909 0 0.0833333333333333 0.0909090909090909
"Acp6" 0.023489932885906 0 0.0697674418604651 0.0659340659340659 0.0224719101123595 0.0181818181818182 0 0.0833333333333333 0
"Prodh" 0.0201342281879195 0.0117647058823529 0.0232558139534884 0 0 0 0.0188679245283019 0 0
"Cfap45" 0 0 0.0232558139534884 0.021978021978022 0.0224719101123595 0.0181818181818182 0.0377358490566038 0 0
"Mrrf" 0.0738255033557047 0.0156862745098039 0.0542635658914729 0.120879120879121 0.0337078651685393 0.0545454545454545 0 0 0.272727272727273
"Ankrd16" 0.0335570469798658 0.0156862745098039 0.0387596899224806 0.043956043956044 0.0337078651685393 0.0181818181818182 0.0188679245283019 0.0277777777777778 0
"Spata1" 0.0134228187919463 0 0.0155038759689922 0 0.0112359550561798 0.0363636363636364 0.0377358490566038 0.0277777777777778 0.0909090909090909
"Cngb1" 0.00335570469798658 0 0.00775193798449612 0.010989010989011 0.0112359550561798 0.0363636363636364 0 0 0
"Med13l" 0.164429530201342 0 0.0697674418604651 0.0769230769230769 0.0112359550561798 0.163636363636364 0.0943396226415094 0.138888888888889 0.0909090909090909
"Kdm3b" 0.0469798657718121 0 0.108527131782946 0.0769230769230769 0.0337078651685393 0.0181818181818182 0.113207547169811 0.111111111111111 0
"Dpy19l3" 0.0100671140939597 0 0.0155038759689922 0.010989010989011 0.0112359550561798 0 0 0 0
"Lcp1" 0.0134228187919463 0.0705882352941176 0 0.021978021978022 2.39325842696629 0.0181818181818182 0 0.0277777777777778 0
"Mbtd1" 0.0771812080536913 0.0313725490196078 0.0697674418604651 0.032967032967033 0.0898876404494382 0 0.150943396226415 0.111111111111111 0
"Nsun5" 0.0134228187919463 0.00392156862745098 0.0232558139534884 0.021978021978022 0.0112359550561798 0 0 0 0
"Cuedc2" 0.224832214765101 0.0627450980392157 0.255813953488372 0.230769230769231 0.258426966292135 0.163636363636364 0.0754716981132075 0.194444444444444 0.181818181818182
"Ago1" 0.0402684563758389 0.0117647058823529 0.0542635658914729 0.0659340659340659 0.0337078651685393 0.0181818181818182 0 0.111111111111111 0
"Defb42" 0 0 0.0310077519379845 0.021978021978022 0.0337078651685393 0 0.0377358490566038 0.0277777777777778 0
"Nckap1" 0.187919463087248 0.0274509803921569 0.201550387596899 0.21978021978022 0 0.163636363636364 0.0377358490566038 0.0555555555555556 0.272727272727273
"Oasl2" 0.0805369127516778 0.0117647058823529 0.317829457364341 0.131868131868132 0.179775280898876 0 0.0754716981132075 0.0277777777777778 1
"Atg16l2" 0.0704697986577181 0.00784313725490196 0.124031007751938 0.0659340659340659 0.0561797752808989 0.0363636363636364 0.113207547169811 0.166666666666667 0
"Sh3glb2" 0.104026845637584 0.0431372549019608 0.0775193798449612 0.252747252747253 0.0224719101123595 0.145454545454545 0.0377358490566038 0.0277777777777778 0.454545454545455
"Trim56" 0.0570469798657718 0 0.0542635658914729 0.0659340659340659 0.0449438202247191 0.0363636363636364 0 0 0.0909090909090909
"Mras" 0.0268456375838926 0 0.0387596899224806 0.0769230769230769 0.0224719101123595 0.0545454545454545 0.0377358490566038 0 0.272727272727273
"Mrpl15" 0.100671140939597 0.0784313725490196 0.10077519379845 0.296703296703297 0.157303370786517 0.109090909090909 0.0377358490566038 0.111111111111111 0
"Plcd4" 0.0536912751677852 0.0196078431372549 0 0.010989010989011 0.0337078651685393 0.0363636363636364 0.0377358490566038 0.0277777777777778 0
"Capn1" 0.10738255033557 0.0117647058823529 0.0775193798449612 0.0769230769230769 0.0786516853932584 0.0727272727272727 0 0.0277777777777778 0.0909090909090909
"Arhgap39" 0.0268456375838926 0 0.0387596899224806 0.021978021978022 0.0112359550561798 0 0.0188679245283019 0.0555555555555555 0
"Tango2" 0.130872483221477 0.00392156862745098 0.0852713178294574 0.0879120879120879 0.0674157303370786 0.0545454545454545 0.113207547169811 0.138888888888889 0.181818181818182
"Mrpl21" 0.181208053691275 0.0588235294117647 0.155038759689922 0.120879120879121 0.134831460674157 0.163636363636364 0 0.166666666666667 0.181818181818182
"Cpsf3" 0.10738255033557 0.0431372549019608 0.10077519379845 0.153846153846154 0.0898876404494382 0.0909090909090909 0.0754716981132075 0.0277777777777778 0.363636363636364
"Retreg2" 0.11744966442953 0.0352941176470588 0.178294573643411 0.10989010989011 0.101123595505618 0.0545454545454545 0.0377358490566038 0.111111111111111 0.272727272727273
"Ap2m1" 0.587248322147651 0.647058823529412 0.48062015503876 0.615384615384615 0.898876404494382 0.472727272727273 0.150943396226415 0.444444444444444 0.636363636363636
"Mst1r" 0.0469798657718121 0 0.00775193798449612 0.032967032967033 0.0112359550561798 0 0.0188679245283019 0 0.181818181818182
"Piga" 0.0201342281879195 0 0.0387596899224806 0.032967032967033 0 0.0181818181818182 0 0 0
"Slc18a1" 0.00335570469798658 0 0 0 0.0112359550561798 0 0 0 0
