"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17" "18" "19"
"Ssr2" 0.0323846908734053 0.022360248447205 0.0236886632825719 0.0270793036750484 0.0304709141274238 0.0112994350282486 0.0212121212121212 0.0368098159509202 0.0276497695852535 0.00523560209424084 0.0160427807486631 0.0233918128654971 0.0377358490566038 0.0326797385620915 0.0163934426229508 0.018018018018018 0.0487804878048781 0.0196078431372549 0.111111111111111 0.0384615384615385
"Ctdspl2" 0.0166830225711482 0.0062111801242236 0.00676818950930626 0.0174081237911025 0.0138504155124654 0.019774011299435 0.0151515151515152 0.0214723926380368 0.00921658986175115 0.0104712041884817 0.0160427807486631 0.00584795321637427 0.0440251572327044 0.0065359477124183 0.0327868852459016 0.027027027027027 0.0121951219512195 0 0 0.0384615384615385
"Atp13a2" 0.0225711481844946 0.0149068322981366 0.0152284263959391 0.0193423597678917 0.0249307479224377 0.00847457627118644 0.0363636363636364 0.00920245398773006 0.0138248847926267 0.0209424083769634 0.0160427807486631 0.0175438596491228 0.00628930817610063 0.0196078431372549 0.0163934426229508 0.018018018018018 0 0.0588235294117647 0 0
"Nmi" 0.0098135426889107 0.0136645962732919 0.011844331641286 0.011605415860735 0.0249307479224377 0.00564971751412429 0.00909090909090909 0.00920245398773006 0.00921658986175115 0.0157068062827225 0.0160427807486631 0.0233918128654971 0.0251572327044025 0.0196078431372549 0 0.018018018018018 0.024390243902439 0 0 0
"Smox" 0.00785083415112856 0.00869565217391304 0.0050761421319797 0.00967117988394584 0.0193905817174515 0.00282485875706215 0.00606060606060606 0.00920245398773006 0.00921658986175115 0.0104712041884817 0.0053475935828877 0 0.00628930817610063 0 0 0 0 0 0 0
"Pan3" 0.0539744847890088 0.0608695652173913 0.0795262267343486 0.0522243713733075 0.0415512465373961 0.0536723163841808 0.0727272727272727 0.107361963190184 0.0599078341013825 0.0680628272251309 0.0374331550802139 0.064327485380117 0.0628930817610063 0.065359477124183 0.0655737704918033 0.0900900900900901 0.0121951219512195 0.0588235294117647 0.0666666666666667 0.0384615384615385
"Gart" 0.00490677134445535 0.00372670807453416 0.0050761421319797 0.00580270793036751 0.00554016620498615 0 0.00303030303030303 0.00613496932515337 0.00921658986175115 0 0.0053475935828877 0.0116959064327485 0.0125786163522013 0.0130718954248366 0 0 0.024390243902439 0 0.0222222222222222 0
"Ube2m" 0.00883218842001963 0.00745341614906832 0.0101522842639594 0.0174081237911025 0.0166204986149584 0.00564971751412429 0.0151515151515152 0.0214723926380368 0.00460829493087558 0 0.0106951871657754 0.0116959064327485 0.0566037735849057 0.0130718954248366 0.0163934426229508 0.00900900900900901 0.0487804878048781 0.0392156862745098 0 0.0384615384615385
"2610002M06Rik" 0.00392541707556428 0.0062111801242236 0.00676818950930626 0.00773694390715667 0.00554016620498615 0.00282485875706215 0.00303030303030303 0.00920245398773006 0.00460829493087558 0 0.0106951871657754 0.0116959064327485 0.00628930817610063 0 0.00819672131147541 0 0 0 0.0222222222222222 0
"Srsf11" 0.0412168792934249 0.0422360248447205 0.0862944162436548 0.0812379110251451 0.07202216066482 0.0338983050847458 0.0484848484848485 0.116564417177914 0.0506912442396313 0.0418848167539267 0.0588235294117647 0.0467836257309941 0.0943396226415094 0.0326797385620915 0.0655737704918033 0.036036036036036 0.0853658536585366 0.0392156862745098 0.111111111111111 0.0769230769230769
"Atp5h" 0.11972522080471 0.0819875776397515 0.121827411167513 0.123791102514507 0.155124653739612 0.076271186440678 0.142424242424242 0.190184049079755 0.115207373271889 0.0575916230366492 0.0962566844919786 0.128654970760234 0.19496855345912 0.0849673202614379 0.155737704918033 0.117117117117117 0.121951219512195 0.196078431372549 0.133333333333333 0.269230769230769
"Cd34" 0.00098135426889107 0.00372670807453416 0 0.00773694390715667 0 0.00282485875706215 0.00909090909090909 0 0.00460829493087558 0 0.0106951871657754 0.00584795321637427 0 0 0 0 0.0609756097560976 0 0.133333333333333 0
"Ubn2" 0.0196270853778214 0.0211180124223602 0.011844331641286 0.0212765957446809 0.038781163434903 0.00847457627118644 0.0393939393939394 0.0245398773006135 0.00921658986175115 0.0157068062827225 0.0427807486631016 0.00584795321637427 0.0377358490566038 0.0196078431372549 0.00819672131147541 0.0540540540540541 0.0365853658536585 0.0392156862745098 0.0222222222222222 0.0384615384615385
"Atp11b" 0.0117762512266928 0.00869565217391304 0.00846023688663283 0.0135396518375242 0.0138504155124654 0.019774011299435 0.0151515151515152 0.0184049079754601 0.0184331797235023 0 0.0160427807486631 0.0292397660818713 0.00628930817610063 0.0065359477124183 0.0245901639344262 0 0 0.0392156862745098 0.0222222222222222 0
"Arhgef39" 0 0 0 0.00193423597678917 0 0 0 0.0153374233128834 0 0.00523560209424084 0 0 0.0251572327044025 0 0 0 0 0 0 0.0384615384615385
"Pign" 0.00785083415112856 0.00496894409937888 0.0050761421319797 0.0174081237911025 0.0138504155124654 0.00282485875706215 0.0181818181818182 0.00613496932515337 0.0184331797235023 0.0104712041884817 0.0106951871657754 0.00584795321637427 0.0125786163522013 0.0065359477124183 0.0327868852459016 0.018018018018018 0.0121951219512195 0 0.0222222222222222 0.0384615384615385
"Tgfbrap1" 0.013738959764475 0.00496894409937888 0.00676818950930626 0.00773694390715667 0.0110803324099723 0.0225988700564972 0.0121212121212121 0.0153374233128834 0.0138248847926267 0.0157068062827225 0.0160427807486631 0.0292397660818713 0.00628930817610063 0.0130718954248366 0.040983606557377 0.018018018018018 0.0121951219512195 0.0392156862745098 0 0
"Csf2ra" 0.0245338567222767 0.0409937888198758 0.038917089678511 0.0367504835589942 0.0443213296398892 0.0536723163841808 0.0848484848484849 0.0858895705521472 0.0276497695852535 0.0209424083769634 0.0374331550802139 0.0292397660818713 0.0440251572327044 0.0261437908496732 0.040983606557377 0.036036036036036 0 0.156862745098039 0 0
"Acp2" 0.0264965652600589 0.022360248447205 0.0135363790186125 0.0212765957446809 0.0138504155124654 0.0282485875706215 0.00909090909090909 0.0521472392638037 0.0691244239631336 0.0104712041884817 0.0160427807486631 0.0409356725146199 0.0440251572327044 0.0196078431372549 0.0245901639344262 0.018018018018018 0.0121951219512195 0.0392156862745098 0.0888888888888889 0
"Ythdf3" 0.0186457311089303 0.00993788819875776 0.00846023688663283 0.0154738878143133 0.0138504155124654 0.0141242937853107 0.0212121212121212 0.0122699386503067 0.0138248847926267 0.0157068062827225 0.0053475935828877 0.0116959064327485 0.00628930817610063 0 0 0.00900900900900901 0.0121951219512195 0.0392156862745098 0.0222222222222222 0.0769230769230769
"Cnksr3" 0.00490677134445535 0.00124223602484472 0.00338409475465313 0.00580270793036751 0 0.00282485875706215 0 0.00306748466257669 0 0 0 0 0 0 0 0 0 0 0 0
