"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10"
"Limch1" 0.395604395604396 0.0738636363636364 0.075 0.0934579439252336 0.5 0.0563380281690141 0.0357142857142857 0 0.219512195121951 0 0.444444444444444
"Herc3" 0.021978021978022 0 0.0166666666666667 0.00934579439252336 0.0540540540540541 0.0140845070422535 0.0357142857142857 0 0.0487804878048781 0.103448275862069 0
"B4galt6" 0.10989010989011 0.0113636363636364 0.0833333333333333 0.0280373831775701 0.189189189189189 0.0563380281690141 0.196428571428571 0 0.121951219512195 0.103448275862069 0.333333333333333
"Robo2" 0.021978021978022 0 0 0.00934579439252336 0 0 0 0.0588235294117647 0 0 0
"Arhgef7" 0.142857142857143 0.130681818181818 0.108333333333333 0.0747663551401869 0.22972972972973 0.140845070422535 0.107142857142857 0.0588235294117647 0.365853658536585 0.137931034482759 0
"Emid1" 0.021978021978022 0.00568181818181818 0.025 0.0280373831775701 0 0 0 0 0.146341463414634 0 0
"Apex2" 0.0549450549450549 0 0.0416666666666667 0.0373831775700935 0.0540540540540541 0.0140845070422535 0 0 0.0731707317073171 0.0689655172413793 0
"Zfp273" 0.010989010989011 0 0.00833333333333333 0.00934579439252336 0.0135135135135135 0 0 0 0 0.0344827586206897 0
"Dock4" 0.043956043956044 0 0.00833333333333333 0.0934579439252336 0.175675675675676 0.126760563380282 0.142857142857143 0.0392156862745098 0.317073170731707 0 0
"Whrn" 0.0659340659340659 0.0170454545454545 0.0416666666666667 0.0186915887850467 0.0135135135135135 0.0140845070422535 0.0178571428571429 0 0.024390243902439 0 0
"Acaa1a" 0.318681318681319 0.0852272727272727 0.333333333333333 0.392523364485981 0.351351351351351 0.366197183098592 0.375 0.0588235294117647 0.268292682926829 0.103448275862069 0.222222222222222
"Ydjc" 0 0 0 0.00934579439252336 0.027027027027027 0 0.0178571428571429 0 0.024390243902439 0 0.111111111111111
"Setd4" 0.0494505494505494 0.0227272727272727 0.0666666666666667 0.0654205607476635 0.108108108108108 0.0140845070422535 0.0714285714285714 0 0.0731707317073171 0.0689655172413793 0
"9930021J03Rik" 0.0879120879120879 0.00568181818181818 0.0916666666666667 0.0934579439252336 0.0945945945945946 0.0563380281690141 0 0 0.146341463414634 0.172413793103448 0.111111111111111
"Ubxn4" 0.412087912087912 0.198863636363636 0.366666666666667 0.457943925233645 0.5 0.366197183098592 0.446428571428571 0.137254901960784 0.268292682926829 0.586206896551724 0.888888888888889
"Snap47" 0.274725274725275 0.0511363636363636 0.075 0.0841121495327103 0.108108108108108 0.253521126760563 0 0 0.195121951219512 0.0344827586206897 0.222222222222222
"Sbf1" 0.021978021978022 0.00568181818181818 0.025 0.0560747663551402 0.0675675675675676 0.0140845070422535 0.125 0 0.0487804878048781 0.0689655172413793 0.111111111111111
"Ckap5" 0.0824175824175824 0.0284090909090909 0.0333333333333333 0.0747663551401869 0.0675675675675676 0.0563380281690141 0.0535714285714286 0 0.146341463414634 0 0.222222222222222
"Stambp" 0.120879120879121 0.00568181818181818 0.025 0.0373831775700935 0.108108108108108 0.0845070422535211 0.0535714285714286 0 0.0731707317073171 0.0344827586206897 0
"Igf2bp1" 0.0274725274725275 0 0.00833333333333333 0 0.027027027027027 0 0.0178571428571429 0 0 0 0
"Fbxo5" 0.010989010989011 0 0.00833333333333333 0 0.0540540540540541 0 0.0357142857142857 0 0 0 0
"Rnf170" 0.0604395604395604 0.0227272727272727 0.05 0.11214953271028 0.0810810810810811 0.0845070422535211 0.0535714285714286 0 0.170731707317073 0.0344827586206897 0.111111111111111
"Usp24" 0.043956043956044 0.0170454545454545 0.0416666666666667 0.0467289719626168 0.0675675675675676 0.028169014084507 0.107142857142857 0 0.0731707317073171 0 0.222222222222222
"Mcmbp" 0.247252747252747 0.147727272727273 0.391666666666667 0.280373831775701 0.513513513513513 0.225352112676056 0.267857142857143 0.333333333333333 0.48780487804878 0.379310344827586 0
"Agl" 0.120879120879121 0.0625 0.05 0.130841121495327 0.121621621621622 0.169014084507042 0.107142857142857 0.117647058823529 0.195121951219512 0.103448275862069 0
"Svil" 0.351648351648352 0.119318181818182 0.358333333333333 0.289719626168224 0.189189189189189 0.225352112676056 0.0535714285714286 0 0.146341463414634 0.0344827586206897 0
"Scn2b" 0.0824175824175824 0.0284090909090909 0.00833333333333333 0.0841121495327103 0.0135135135135135 0.0140845070422535 0.0714285714285714 0 0.0487804878048781 0 0
"Myo5a" 0.0494505494505494 0.0227272727272727 0.05 0.0841121495327103 0.0135135135135135 0.0704225352112676 0.285714285714286 0.0588235294117647 0 0 0.111111111111111
"Sppl3" 0.126373626373626 0.0454545454545454 0.0916666666666667 0.0747663551401869 0.135135135135135 0.0845070422535211 0.107142857142857 0 0.0731707317073171 0.344827586206897 0.222222222222222
"Zfp638" 0.137362637362637 0.0113636363636364 0.133333333333333 0.196261682242991 0.216216216216216 0.0985915492957746 0.0535714285714286 0 0.195121951219512 0.0689655172413793 0.222222222222222
"Dohh" 0.120879120879121 0.0568181818181818 0.141666666666667 0.102803738317757 0.297297297297297 0.140845070422535 0.196428571428571 0 0.170731707317073 0.0689655172413793 0.333333333333333
"Ctc1" 0.0164835164835165 0.0113636363636364 0.0583333333333333 0.00934579439252336 0.0540540540540541 0.0563380281690141 0.107142857142857 0 0.024390243902439 0.0344827586206897 0.111111111111111
"Plcb4" 0.148351648351648 0.0568181818181818 0.0916666666666667 0.121495327102804 0.256756756756757 0.0563380281690141 0 0 0.170731707317073 0.0689655172413793 0.111111111111111
"Lrig3" 0.0604395604395604 0 0.133333333333333 0.186915887850467 0.027027027027027 0.0985915492957746 0.0178571428571429 0 0.024390243902439 0.0344827586206897 0.111111111111111
"Trak1" 0.10989010989011 0.0340909090909091 0.158333333333333 0.0747663551401869 0.0675675675675676 0.0563380281690141 0.0357142857142857 0 0.0975609756097561 0.0689655172413793 0.111111111111111
"Smarcc1" 0.159340659340659 0.0113636363636364 0.133333333333333 0.214953271028037 0.0675675675675676 0.0845070422535211 0.142857142857143 0 0.146341463414634 0.103448275862069 0.111111111111111
"Endov" 0.043956043956044 0.0227272727272727 0.0416666666666667 0.0186915887850467 0.0405405405405405 0.0704225352112676 0.0535714285714286 0 0.024390243902439 0.0344827586206897 0.111111111111111
"Ipmk" 0.0384615384615385 0.0340909090909091 0.0416666666666667 0.0373831775700935 0.0135135135135135 0.0845070422535211 0.107142857142857 0 0.0975609756097561 0.0689655172413793 0.111111111111111
"Stxbp4" 0.0989010989010989 0.00568181818181818 0.0916666666666667 0.0373831775700935 0.0405405405405405 0.028169014084507 0.0357142857142857 0 0.0487804878048781 0.0344827586206897 0.111111111111111
"Adam33" 0.010989010989011 0.0284090909090909 0.075 0.0654205607476635 0.0135135135135135 0.0845070422535211 0.232142857142857 0 0 0 1.33333333333333
"Ncoa2" 0.0494505494505494 0.0227272727272727 0.0333333333333333 0.0560747663551402 0.0945945945945946 0.0704225352112676 0.0892857142857143 0 0.0487804878048781 0.0689655172413793 0.111111111111111
"Ccdc137" 0.0604395604395604 0 0.05 0.0841121495327103 0.0945945945945946 0.0845070422535211 0.0714285714285714 0 0.0975609756097561 0.103448275862069 0.111111111111111
"Mapre3" 0.0989010989010989 0.0170454545454545 0.0833333333333333 0.121495327102804 0.121621621621622 0.197183098591549 0.0357142857142857 0 0.024390243902439 0 0.111111111111111
"Frmd4a" 0.137362637362637 0.102272727272727 0.108333333333333 0.11214953271028 0.121621621621622 0.0422535211267606 0.25 0 0.146341463414634 0.275862068965517 0.111111111111111
"Atp6v0a2" 0.131868131868132 0.0113636363636364 0.00833333333333333 0.0467289719626168 0.0675675675675676 0.112676056338028 0.0357142857142857 0 0.0975609756097561 0.103448275862069 0
"Dlg1" 0.0604395604395604 0.0511363636363636 0.0916666666666667 0.177570093457944 0.135135135135135 0.140845070422535 0.0178571428571429 0 0.121951219512195 0.172413793103448 0
"Txlna" 0.197802197802198 0.0340909090909091 0.166666666666667 0.130841121495327 0.202702702702703 0.140845070422535 0.0892857142857143 0 0.24390243902439 0 0.333333333333333
"Inpp4a" 0.252747252747253 0.0852272727272727 0.366666666666667 0.373831775700935 0.527027027027027 0.323943661971831 0.714285714285714 0.294117647058823 0.585365853658537 0.275862068965517 0
"Ralgps1" 0.010989010989011 0 0 0 0.0540540540540541 0.028169014084507 0.0178571428571429 0 0.024390243902439 0 0
"Ccdc114" 0.148351648351648 0.0113636363636364 0.15 0.121495327102804 0.148648648648649 0.0985915492957746 0.0892857142857143 0.0784313725490196 0.24390243902439 0.172413793103448 0
"Eml2" 0.043956043956044 0.0227272727272727 0.025 0.0747663551401869 0.0945945945945946 0.0563380281690141 0.0535714285714286 0 0.0487804878048781 0.0689655172413793 0.111111111111111
"Pfdn6" 0.214285714285714 0.0681818181818182 0.141666666666667 0.214953271028037 0.324324324324324 0.126760563380282 0.232142857142857 0.274509803921569 0.219512195121951 0.241379310344828 0
