"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10"
"Limch1" 0 0 0 0 0 0 0 0 0.0746268656716418 0 0.0612244897959184
"Herc3" 0.00594353640416048 0.00696864111498258 0.0185185185185185 0.0148514851485148 0 0.00689655172413793 0.008 0.019047619047619 0 0 0
"B4galt6" 0.0742942050520059 0.0452961672473868 0.0555555555555556 0.0544554455445545 0.05625 0 0.096 0.019047619047619 0 0.0847457627118644 0
"Arhgef7" 0.00891530460624071 0.0209059233449477 0.0185185185185185 0 0 0.0275862068965517 0 0.0380952380952381 0 0 0.0612244897959184
"Apex2" 0.00148588410104012 0.0104529616724739 0.0138888888888889 0.0099009900990099 0.00625 0 0.008 0.00952380952380952 0 0 0
"Zfp273" 0.00445765230312036 0.00696864111498258 0.00462962962962963 0.00495049504950495 0.00625 0 0.008 0 0 0 0
"Dock4" 0.0341753343239227 0.0139372822299652 0.0185185185185185 0.0346534653465347 0.025 0.00689655172413793 0.04 0.019047619047619 0.0447761194029851 0.0677966101694915 0.0408163265306122
"Acaa1a" 0.0237741456166419 0.0278745644599303 0.0277777777777778 0.0297029702970297 0.0375 0.0275862068965517 0.008 0.019047619047619 0.0597014925373134 0.0169491525423729 0.0204081632653061
"Setd4" 0.00445765230312036 0 0.00925925925925926 0.00495049504950495 0.00625 0.0137931034482759 0.024 0.00952380952380952 0 0.0169491525423729 0
"9930021J03Rik" 0.0282317979197623 0.0139372822299652 0.0138888888888889 0.0099009900990099 0.01875 0.0206896551724138 0.024 0.019047619047619 0 0.0338983050847458 0
"Ubxn4" 0.0460624071322437 0.0766550522648084 0.087962962962963 0.0495049504950495 0.0625 0.0620689655172414 0.088 0.180952380952381 0.0447761194029851 0.11864406779661 0.102040816326531
"Snap47" 0.00148588410104012 0 0 0.00495049504950495 0 0.00689655172413793 0.008 0.00952380952380952 0 0 0
"Sbf1" 0.00445765230312036 0.0209059233449477 0.0138888888888889 0.00495049504950495 0 0.0137931034482759 0 0.019047619047619 0 0.0169491525423729 0
"Ckap5" 0.0208023774145617 0.0209059233449477 0.00925925925925926 0.0297029702970297 0.025 0.00689655172413793 0.016 0.0380952380952381 0.0298507462686567 0.0508474576271186 0.0408163265306122
"Stambp" 0.00891530460624071 0.0139372822299652 0.0138888888888889 0.0099009900990099 0.01875 0.00689655172413793 0.008 0.0476190476190476 0 0.0338983050847458 0.0204081632653061
"Rnf170" 0.0104011887072808 0.0104529616724739 0.0138888888888889 0 0.00625 0 0.016 0.019047619047619 0 0 0.0204081632653061
"Usp24" 0.0401188707280832 0.0452961672473868 0.0231481481481481 0.0346534653465347 0.04375 0.0206896551724138 0.056 0 0 0.0338983050847458 0.0408163265306122
