"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16"
"Limch1" 0.0422960725075529 0.0459770114942529 0 0.452991452991453 0.0948275862068965 0.178571428571429 0.140243902439024 0.0189873417721519 0.206451612903226 0.027027027027027 0.468531468531468 0.0152671755725191 0.325842696629213 0 0.36734693877551 0 0.285714285714286
"Herc3" 0.0120845921450151 0.0114942528735632 0.016597510373444 0.00854700854700855 0.0129310344827586 0.0133928571428571 0.0121951219512195 0 0.0193548387096774 0.0135135135135135 0 0.0152671755725191 0 0.0845070422535211 0 0.0212765957446809 0
"B4galt6" 0.0211480362537764 0.053639846743295 0.12448132780083 0.0726495726495727 0.0431034482758621 0.0758928571428571 0.024390243902439 0.0126582278481013 0.0129032258064516 0.0202702702702703 0.0769230769230769 0.206106870229008 0.0224719101123595 0.0140845070422535 0.0612244897959184 0 0.285714285714286
"Robo2" 0.00906344410876133 0.0191570881226054 0 0.00854700854700854 0 0.0223214285714286 0.00609756097560976 0 0.0258064516129032 0 0.020979020979021 0 0 0 0 0 0
"Arhgef7" 0.0634441087613293 0.0766283524904215 0.0539419087136929 0.11965811965812 0.0732758620689655 0.0625 0.0731707317073171 0.0189873417721519 0.32258064516129 0.0878378378378378 0.188811188811189 0.0687022900763359 0.224719101123595 0.0140845070422535 0.102040816326531 0 0.214285714285714
"Emid1" 0.0181268882175227 0.00766283524904214 0 0.00427350427350427 0.0301724137931034 0.0223214285714286 0.00609756097560976 0 0.00645161290322581 0.00675675675675676 0.027972027972028 0 0.235955056179775 0.0140845070422535 0 0 0
"Apex2" 0.0120845921450151 0.00383141762452107 0.004149377593361 0.0341880341880342 0.0258620689655172 0.0267857142857143 0.0182926829268293 0.0126582278481013 0.00645161290322581 0.027027027027027 0.00699300699300699 0.0305343511450382 0.0224719101123595 0 0 0 0
"Zfp273" 0 0.00766283524904214 0 0.00427350427350427 0 0 0.0182926829268293 0 0 0.00675675675675676 0.013986013986014 0 0 0 0 0.0212765957446809 0
"Dock4" 0.00604229607250755 0.0498084291187739 0.132780082987552 0.0128205128205128 0.021551724137931 0.0267857142857143 0.0609756097560976 0.0253164556962025 0.116129032258065 0.0202702702702703 0.132867132867133 0.0381679389312977 0.112359550561798 0 0 0 0
"Whrn" 0.0181268882175227 0 0 0.0427350427350427 0.0172413793103448 0.0758928571428571 0 0.0126582278481013 0 0.00675675675675676 0 0 0 0 0 0 0
"Acaa1a" 0.193353474320242 0.0957854406130268 0.228215767634855 0.213675213675214 0.245689655172414 0.258928571428571 0.195121951219512 0.158227848101266 0.032258064516129 0.182432432432432 0.20979020979021 0.16793893129771 0.157303370786517 0.0845070422535211 0.204081632653061 0.106382978723404 0.428571428571429
"Ydjc" 0.00302114803625378 0 0.012448132780083 0 0 0.00892857142857143 0.024390243902439 0 0 0.00675675675675676 0 0.00763358778625954 0.0112359550561798 0 0.0204081632653061 0 0
"Setd4" 0.0151057401812689 0.00766283524904215 0.00829875518672199 0.0213675213675214 0.021551724137931 0.0178571428571429 0.00609756097560976 0.0253164556962025 0.0258064516129032 0.0135135135135135 0.013986013986014 0.0458015267175573 0.0786516853932584 0.0140845070422535 0.0408163265306122 0 0
"9930021J03Rik" 0.0694864048338369 0 0.029045643153527 0.0512820512820513 0.0517241379310345 0.0535714285714286 0.134146341463415 0.0632911392405063 0.032258064516129 0.0608108108108108 0.0769230769230769 0.0305343511450382 0.0337078651685393 0 0.0204081632653061 0.0212765957446809 0.0714285714285714
"Ubxn4" 0.238670694864048 0.191570881226054 0.315352697095436 0.341880341880342 0.237068965517241 0.303571428571429 0.335365853658537 0.246835443037975 0.270967741935484 0.25 0.391608391608392 0.297709923664122 0.404494382022472 0.422535211267606 0.306122448979592 0.297872340425532 0.642857142857143
"Snap47" 0.0392749244712991 0.0498084291187739 0 0.230769230769231 0.116379310344828 0.102678571428571 0.0731707317073171 0.0253164556962025 0 0.101351351351351 0.111888111888112 0.0152671755725191 0.0561797752808989 0.028169014084507 0.0816326530612245 0.0212765957446809 0.214285714285714
"Sbf1" 0.0332326283987915 0.00766283524904214 0.012448132780083 0.00427350427350427 0.0301724137931034 0.0223214285714286 0.0426829268292683 0.0253164556962025 0.032258064516129 0.027027027027027 0.027972027972028 0.0381679389312977 0.0112359550561798 0.0563380281690141 0.0204081632653061 0.0425531914893617 0.0714285714285714
"Ckap5" 0.0332326283987915 0.0804597701149425 0.045643153526971 0.047008547008547 0.0387931034482759 0.0491071428571429 0.0304878048780488 0.0379746835443038 0.0129032258064516 0.0743243243243243 0.0559440559440559 0.0381679389312977 0.0449438202247191 0 0.122448979591837 0 0
"Stambp" 0.0392749244712991 0.0344827586206897 0.037344398340249 0.0213675213675214 0.0344827586206897 0.0357142857142857 0.0609756097560976 0.0189873417721519 0.0516129032258065 0.0202702702702703 0.048951048951049 0.0229007633587786 0.0449438202247191 0.0422535211267606 0.0612244897959184 0.0425531914893617 0.142857142857143
"Igf2bp1" 0.00604229607250755 0 0.004149377593361 0.00427350427350427 0.00431034482758621 0.0178571428571429 0 0 0.0193548387096774 0 0.00699300699300699 0.00763358778625954 0 0 0 0 0
"Fbxo5" 0.00604229607250755 0 0.012448132780083 0 0.00862068965517241 0 0 0 0 0 0.00699300699300699 0.00763358778625954 0.0112359550561798 0 0 0 0
"Rnf170" 0.0362537764350453 0.0268199233716475 0.020746887966805 0.0384615384615385 0.0560344827586207 0.0401785714285714 0.0548780487804878 0.0316455696202532 0.0129032258064516 0.0135135135135135 0.027972027972028 0.0229007633587786 0.0112359550561798 0.0140845070422535 0.0204081632653061 0.0212765957446809 0
"Usp24" 0.0302114803625378 0.0191570881226054 0.012448132780083 0.0299145299145299 0.0431034482758621 0.03125 0.0304878048780488 0.00632911392405063 0.032258064516129 0.027027027027027 0.020979020979021 0.0458015267175573 0.0224719101123595 0 0.0408163265306122 0.0425531914893617 0.142857142857143
"Mcmbp" 0.132930513595166 0.149425287356322 0.195020746887967 0.175213675213675 0.142241379310345 0.214285714285714 0.158536585365854 0.278481012658228 0.212903225806452 0.135135135135135 0.216783216783217 0.16030534351145 0.146067415730337 0.197183098591549 0.448979591836735 0.106382978723404 0
"Agl" 0.027190332326284 0.0574712643678161 0.0539419087136929 0.0299145299145299 0.0517241379310345 0.0669642857142857 0.0670731707317073 0.0316455696202532 0.0387096774193548 0.0608108108108108 0.0559440559440559 0.0534351145038168 0.0561797752808989 0.028169014084507 0.0816326530612245 0.0212765957446809 0
"Svil" 0.166163141993958 0.0766283524904215 0.0539419087136929 0.209401709401709 0.219827586206897 0.147321428571429 0.109756097560976 0.164556962025316 0.0451612903225806 0.209459459459459 0.174825174825175 0.0534351145038168 0.0786516853932584 0.0422535211267606 0 0.0425531914893617 0.142857142857143
"Scn2b" 0.0151057401812689 0.00766283524904215 0.00829875518672199 0.047008547008547 0.0344827586206897 0.0535714285714286 0.0182926829268293 0.0126582278481013 0 0.027027027027027 0 0.00763358778625954 0.0112359550561798 0.0422535211267606 0.0408163265306122 0 0.0714285714285714
"Myo5a" 0.0332326283987915 0.0268199233716475 0.120331950207469 0.0854700854700855 0.0258620689655172 0.0625 0.0609756097560976 0.0253164556962025 0.00645161290322581 0.0472972972972973 0.027972027972028 0.366412213740458 0 0 0 0.0212765957446809 0.0714285714285714
"Sppl3" 0.0483383685800604 0.0689655172413793 0.04149377593361 0.0213675213675214 0.0689655172413793 0.0580357142857143 0.0853658536585366 0.0126582278481013 0.0451612903225806 0.0472972972972973 0.034965034965035 0.0687022900763359 0.0224719101123595 0.0422535211267606 0.0204081632653061 0.0212765957446809 0.0714285714285714
"Zfp638" 0.117824773413897 0.0421455938697318 0.0705394190871369 0.094017094017094 0.107758620689655 0.0803571428571429 0.134146341463415 0.069620253164557 0.0516129032258064 0.121621621621622 0.0769230769230769 0.0610687022900763 0.0786516853932584 0.0704225352112676 0.122448979591837 0.0425531914893617 0.142857142857143
