"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12"
"Csf2ra" 0.00588235294117647 0.038961038961039 0.0833333333333333 0.333333333333333 0.0568181818181818 0.0714285714285714 0.260869565217391 1.03921568627451 0.0731707317073171 1.20512820512821 0.0512820512820513 0 0.4
"Aplnr" 0.0411764705882353 0 0 0 0 0 0 0 0 0.0512820512820513 0 0.447368421052632 0
"Acp2" 0.0176470588235294 0.123376623376623 0.166666666666667 0.104166666666667 0.136363636363636 0.0238095238095238 0.246376811594203 0.196078431372549 0.0487804878048781 0.307692307692308 0.0512820512820513 0.0263157894736842 0.04
"Ttll1" 0.0647058823529412 0.0454545454545454 0.0925925925925926 0.0625 0.0454545454545455 0.0833333333333333 0.0579710144927536 0.0392156862745098 0.146341463414634 0 0.230769230769231 0 0.08
"Ank3" 0.0176470588235294 0.025974025974026 0.0648148148148148 0.166666666666667 0.0227272727272727 0.0595238095238095 0.0579710144927536 0.0196078431372549 0 0.0256410256410256 0.179487179487179 0 1.48
"Ythdf3" 0.0176470588235294 0.116883116883117 0.157407407407407 0.125 0.113636363636364 0 0.188405797101449 0.0784313725490196 0.0487804878048781 0.205128205128205 0.0769230769230769 0.131578947368421 0.04
"Grin2b" 0 0 0.0185185185185185 0 0 0 0 0.0392156862745098 0 0.0256410256410256 0.0256410256410256 0 0
"Cnksr3" 0.0117647058823529 0.0649350649350649 0.0277777777777778 0.125 0.0454545454545455 0 0.072463768115942 0.0196078431372549 0.024390243902439 0.0512820512820513 0.205128205128205 0.105263157894737 0
"Odf2" 0.0588235294117647 0.0454545454545455 0.148148148148148 0.166666666666667 0.102272727272727 0.0833333333333333 0.101449275362319 0.0588235294117647 0.219512195121951 0.102564102564103 0.0256410256410256 0.157894736842105 0
"Spop" 1.12352941176471 0.935064935064935 0.759259259259259 1.05208333333333 0.875 0.880952380952381 0.855072463768116 0.607843137254902 0.853658536585366 0.897435897435897 0.871794871794872 0.657894736842105 0.88
"Zfp446" 0.0176470588235294 0.025974025974026 0.0185185185185185 0.0208333333333333 0.0681818181818182 0.0833333333333333 0.0144927536231884 0.0784313725490196 0.146341463414634 0 0 0 0
"Ltbp3" 0.0823529411764706 0.37012987012987 0.314814814814815 0.71875 0.625 0.238095238095238 0.710144927536232 0 0.24390243902439 0 0.0769230769230769 0 0.2
"Ccnb1" 0.0941176470588235 0.0584415584415584 0.0555555555555556 0.135416666666667 0.0340909090909091 0.0357142857142857 0.0289855072463768 0.0392156862745098 0.024390243902439 0.102564102564103 0.0256410256410256 0.0526315789473684 0
"D130007C19Rik" 0 0.00649350649350649 0.0277777777777778 0.03125 0.0340909090909091 0 0.072463768115942 0.0196078431372549 0.024390243902439 0.0769230769230769 0.179487179487179 0 0
"Pnpla7" 0.0117647058823529 0.012987012987013 0.0185185185185185 0.0208333333333333 0.0454545454545455 0.130952380952381 0.0579710144927536 0.215686274509804 0.024390243902439 0.230769230769231 0.0256410256410256 0.0526315789473684 0.16
"Abca1" 0.0588235294117647 0.25974025974026 0.37962962962963 0.0729166666666667 0.181818181818182 0 0.0289855072463768 0.0588235294117647 0.268292682926829 0.666666666666667 0.153846153846154 0.105263157894737 0.08
"Olfr127" 0.0176470588235294 0.00649350649350649 0.0185185185185185 0.0520833333333333 0 0.0595238095238095 0 0 0 0 0 0 0
"Pknox1" 0.0294117647058824 0.149350649350649 0.138888888888889 0.0833333333333333 0.113636363636364 0.202380952380952 0.130434782608696 0.274509803921569 0.048780487804878 0.230769230769231 0.128205128205128 0.105263157894737 0
"Gtf2h4" 0.0470588235294118 0.0714285714285714 0.0462962962962963 0.114583333333333 0.0454545454545454 0 0.0869565217391304 0.137254901960784 0.0731707317073171 0.128205128205128 0.0256410256410256 0.105263157894737 0.08
"Usb1" 0 0.0324675324675325 0.037037037037037 0.0729166666666667 0.0568181818181818 0 0.0869565217391304 0.0784313725490196 0 0.0512820512820513 0.0512820512820513 0.131578947368421 0.08
"Chchd3" 0.147058823529412 0.246753246753247 0.287037037037037 0.28125 0.227272727272727 0 0.304347826086956 0.313725490196078 0.317073170731707 0.230769230769231 0.128205128205128 0.421052631578947 0.36
"Exoc4" 0.0705882352941176 0.155844155844156 0.166666666666667 0.197916666666667 0.181818181818182 0.0357142857142857 0.27536231884058 0.0980392156862745 0.121951219512195 0.128205128205128 0.179487179487179 0.0789473684210526 0.04
"Pisd" 0.0941176470588235 0.162337662337662 0.138888888888889 0.166666666666667 0.0681818181818182 0.119047619047619 0.246376811594203 0.215686274509804 0.0975609756097561 0.41025641025641 0.102564102564103 0.157894736842105 0.28
