,GSE,study_accession,secondary_sample_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,ftp,technology,fq_dump,bam
1,GSE131776,PRJNA544955,SRS4824195,SAMN11867224,SRX5904087,SRR9130185,10090,Mus musculus,ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/005/SRR9130185/SRR9130185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/005/SRR9130185/SRR9130185_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR913/005/SRR9130185,10x,no,no
2,GSE131776,PRJNA544955,SRS4824195,SAMN11867224,SRX5904087,SRR9130186,10090,Mus musculus,ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/006/SRR9130186/SRR9130186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/006/SRR9130186/SRR9130186_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR913/006/SRR9130186,10x,no,no
3,GSE131776,PRJNA544955,SRS4824195,SAMN11867224,SRX5904087,SRR9130187,10090,Mus musculus,ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/007/SRR9130187/SRR9130187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/007/SRR9130187/SRR9130187_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR913/007/SRR9130187,10x,no,no
4,GSE131776,PRJNA544955,SRS4824195,SAMN11867224,SRX5904087,SRR9130188,10090,Mus musculus,ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/008/SRR9130188/SRR9130188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/008/SRR9130188/SRR9130188_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR913/008/SRR9130188,10x,no,no
5,GSE131776,PRJNA544955,SRS4824195,SAMN11867224,SRX5904087,SRR9130189,10090,Mus musculus,ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/009/SRR9130189/SRR9130189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/009/SRR9130189/SRR9130189_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR913/009/SRR9130189,10x,no,no
6,GSE131776,PRJNA544955,SRS4824195,SAMN11867224,SRX5904087,SRR9130190,10090,Mus musculus,ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/000/SRR9130190/SRR9130190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/000/SRR9130190/SRR9130190_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR913/000/SRR9130190,10x,no,no
7,GSE131776,PRJNA544955,SRS4824195,SAMN11867224,SRX5904087,SRR9130191,10090,Mus musculus,ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/001/SRR9130191/SRR9130191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/001/SRR9130191/SRR9130191_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR913/001/SRR9130191,10x,no,no
8,GSE131776,PRJNA544955,SRS4824195,SAMN11867224,SRX5904087,SRR9130192,10090,Mus musculus,ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/002/SRR9130192/SRR9130192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR913/002/SRR9130192/SRR9130192_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR913/002/SRR9130192,10x,no,no
