"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12"
"Fbxo5" 0.00707547169811321 0.00308641975308642 0.00784313725490196 0 0.00462962962962963 0.00543478260869565 0.0242424242424242 0 0.0119047619047619 0.0140845070422535 0 0 0
"Rnf170" 0.0636792452830189 0.0709876543209877 0.101960784313725 0 0.0138888888888889 0.0326086956521739 0.0484848484848485 0.0185185185185185 0.0476190476190476 0.154929577464789 0.105263157894737 0.125 0.166666666666667
"Usp24" 0.0495283018867924 0.0524691358024691 0.0392156862745098 0 0.00925925925925926 0.0597826086956522 0.0484848484848485 0.0462962962962963 0.0357142857142857 0.126760563380282 0.087719298245614 0.03125 0
"Mcmbp" 0.330188679245283 0.382716049382716 0.262745098039216 0.320158102766798 0.138888888888889 0.25 0.43030303030303 0.425925925925926 0.44047619047619 0.394366197183099 0.298245614035088 0.1875 0.125
"Agl" 0.216981132075472 0.188271604938272 0.164705882352941 0.16600790513834 0.0925925925925926 0.206521739130435 0.193939393939394 0.212962962962963 0.214285714285714 0.112676056338028 0.280701754385965 0.03125 0.0416666666666667
"Svil" 1.16981132075472 1.22222222222222 0.611764705882353 1.22529644268775 1 1.44565217391304 1.27272727272727 1.5 0.392857142857143 0.0422535211267606 0.701754385964912 0.625 0.333333333333333
"Scn2b" 0.0306603773584906 0.0185185185185185 0.0274509803921569 0.0237154150197628 0 0.0108695652173913 0.0303030303030303 0.00925925925925926 0.142857142857143 0.0563380281690141 0.0526315789473684 0 0
"Myo5a" 0.0589622641509434 0.0895061728395062 0.133333333333333 0.0316205533596838 0.0138888888888889 0.0380434782608696 0.0242424242424242 0.0185185185185185 0.0952380952380952 0.225352112676056 0.12280701754386 0.21875 0.0416666666666667
"Sppl3" 0.080188679245283 0.0925925925925926 0.0823529411764706 0.181818181818182 0.0185185185185185 0.0597826086956522 0.0848484848484848 0.111111111111111 0.0476190476190476 0.112676056338028 0.087719298245614 0 0.125
"Zfp638" 0.181603773584906 0.191358024691358 0.176470588235294 0.0276679841897233 0.0462962962962963 0.168478260869565 0.163636363636364 0.0462962962962963 0.19047619047619 0.253521126760563 0.192982456140351 0.09375 0.0416666666666667
"Dohh" 0.497641509433962 0.441358024691358 0.270588235294118 0.0237154150197628 0.171296296296296 0.423913043478261 0.296969696969697 0.12037037037037 0.345238095238095 0.295774647887324 0.368421052631579 0.1875 0.458333333333333
"Ctc1" 0.0424528301886792 0.0308641975308642 0.0352941176470588 0.0237154150197628 0 0.0108695652173913 0.0121212121212121 0 0.0119047619047619 0 0.0350877192982456 0.09375 0
"Plcb4" 1.57311320754717 1.61111111111111 0.541176470588235 1.42687747035573 1.00462962962963 1.65760869565217 1.45454545454545 1.21296296296296 0.404761904761905 0.028169014084507 0.298245614035088 0.625 1.375
"Fgf15" 0.00471698113207547 0.00308641975308642 0 0.0197628458498024 0 0 0.00606060606060606 0 0 0.0140845070422535 0 0 0
"Lrig3" 0.0990566037735849 0.104938271604938 0.105882352941176 0.0869565217391304 0.0648148148148148 0.0597826086956522 0.0727272727272727 0.0462962962962963 0.0119047619047619 0.0845070422535211 0.228070175438596 0 0
"Trak1" 0.122641509433962 0.12037037037037 0.133333333333333 0.0158102766798419 0.037037037037037 0.119565217391304 0.0909090909090909 0.0555555555555555 0.154761904761905 0.112676056338028 0.140350877192982 0.0625 0
"Smarcc1" 0.207547169811321 0.216049382716049 0.168627450980392 0.0553359683794466 0.0972222222222222 0.190217391304348 0.0909090909090909 0.0277777777777778 0.0714285714285714 0.154929577464789 0.210526315789474 0.0625 0.0833333333333333
"Endov" 0.0849056603773585 0.0740740740740741 0.0784313725490196 0.0474308300395257 0.0138888888888889 0.0380434782608696 0.0727272727272727 0.0833333333333333 0.0476190476190476 0.0985915492957746 0.0350877192982456 0.03125 0
"Ipmk" 0.0919811320754717 0.108024691358025 0.0509803921568627 0.0434782608695652 0.0185185185185185 0.0706521739130435 0.0909090909090909 0.101851851851852 0.0833333333333333 0.0563380281690141 0.12280701754386 0.0625 0.0416666666666667
"Stxbp4" 0.0589622641509434 0.0462962962962963 0.0470588235294118 0 0.0231481481481481 0.0380434782608696 0.0484848484848485 0.0925925925925926 0.0238095238095238 0.0422535211267606 0.105263157894737 0 0
"Adam33" 0.393867924528302 0.314814814814815 0.129411764705882 0.296442687747036 0.115740740740741 0.33695652173913 0.290909090909091 0.351851851851852 0.0238095238095238 0.0422535211267606 0.087719298245614 0.0625 0
"Ncoa2" 0.125 0.117283950617284 0.109803921568627 0.08300395256917 0.0555555555555556 0.114130434782609 0.0727272727272727 0.0648148148148148 0.107142857142857 0.0845070422535211 0.0350877192982456 0.0625 0.125
"Ccdc137" 0.0613207547169811 0.058641975308642 0.0784313725490196 0.0197628458498024 0.0694444444444444 0.0597826086956522 0.0606060606060606 0 0.0119047619047619 0.0985915492957746 0.0701754385964912 0 0.0416666666666667
"Mapre3" 0.273584905660377 0.256172839506173 0.172549019607843 0.0434782608695652 0.087962962962963 0.255434782608696 0.187878787878788 0.12962962962963 0.154761904761905 0.126760563380282 0.175438596491228 0 0
"Frmd4a" 0.0919811320754717 0.0679012345679012 0.0588235294117647 0.08300395256917 0.0462962962962963 0.0815217391304348 0.0666666666666667 0.0925925925925926 0.214285714285714 0.126760563380282 0.105263157894737 0.0625 0
"Atp6v0a2" 0.122641509433962 0.157407407407407 0.164705882352941 0.0276679841897233 0.0277777777777778 0.157608695652174 0.096969696969697 0.0462962962962963 0.0833333333333333 0.253521126760563 0.210526315789474 0.15625 0.0416666666666667
"Dlg1" 0.125 0.114197530864198 0.0862745098039216 0.0553359683794466 0.0185185185185185 0.157608695652174 0.0909090909090909 0.0925925925925926 0.0238095238095238 0.140845070422535 0.087719298245614 0 0.0833333333333333
"Txlna" 0.132075471698113 0.185185185185185 0.207843137254902 0.162055335968379 0.0648148148148148 0.179347826086957 0.103030303030303 0.175925925925926 0.214285714285714 0.211267605633803 0.140350877192982 0.09375 0.333333333333333
"Higd1b" 0 0.00308641975308642 0.00392156862745098 0.0434782608695652 0.0740740740740741 0 0 0 3.82142857142857 0.0140845070422535 0 0 0.0833333333333333
"Inpp4a" 0.929245283018868 1.16049382716049 0.643137254901961 1.96442687747036 1 1.13586956521739 1.32727272727273 1.75925925925926 0.380952380952381 0.253521126760563 0.473684210526316 0.84375 0.5
"Ralgps1" 0.0330188679245283 0.0462962962962963 0.0313725490196078 0.0276679841897233 0.00462962962962963 0.0434782608695652 0.0242424242424242 0 0.0833333333333333 0.0140845070422535 0.0350877192982456 0 0.0416666666666667
"Gm7670" 0.0117924528301887 0.00617283950617284 0 0 0 0 0.0121212121212121 0 0 0 0 0 0
"Ccdc114" 0.108490566037736 0.0802469135802469 0.101960784313725 0.138339920948617 0.037037037037037 0.0760869565217391 0.0848484848484848 0.185185185185185 0.0714285714285714 0.112676056338028 0.0350877192982456 0 0.0833333333333333
"Eml2" 0.625 0.503086419753086 0.223529411764706 0.118577075098814 0.189814814814815 0.445652173913043 0.454545454545454 0.222222222222222 0.226190476190476 0.0845070422535211 0.192982456140351 0.0625 0
"Pfdn6" 0.547169811320755 0.518518518518518 0.380392156862745 0.118577075098814 0.324074074074074 0.75 0.387878787878788 0.212962962962963 0.452380952380952 0.197183098591549 0.385964912280702 0.34375 0.208333333333333
"Cep128" 0.0141509433962264 0.0216049382716049 0.00392156862745098 0.0158102766798419 0.00462962962962963 0.016304347826087 0.00606060606060606 0.037037037037037 0 0.0422535211267606 0.0175438596491228 0 0
"Nek1" 0.117924528301887 0.114197530864198 0.0627450980392157 0.0276679841897233 0.0555555555555556 0.103260869565217 0.0666666666666667 0 0.0238095238095238 0.126760563380282 0.12280701754386 0.03125 0.0416666666666667
"Armc2" 0.0471698113207547 0.0493827160493827 0.0196078431372549 0 0 0.0597826086956522 0.0484848484848485 0 0.0833333333333333 0.0563380281690141 0 0.03125 0
"Ccar2" 0.044811320754717 0.0185185185185185 0.0274509803921569 0 0.0277777777777778 0.0326086956521739 0.0363636363636364 0.0462962962962963 0.0238095238095238 0.0563380281690141 0.0175438596491228 0 0
"Pex12" 0.0566037735849057 0.0339506172839506 0.0627450980392157 0 0.0416666666666667 0.0543478260869565 0.0424242424242424 0 0.0357142857142857 0.126760563380282 0.0526315789473684 0.03125 0
"Phf3" 0.280660377358491 0.256172839506173 0.215686274509804 0.114624505928854 0.0648148148148148 0.304347826086956 0.187878787878788 0.111111111111111 0.321428571428571 0.28169014084507 0.385964912280702 0.15625 0.375
"Sox8" 0.0330188679245283 0.0771604938271605 0.0235294117647059 0.0671936758893281 0.0324074074074074 0.0326086956521739 0.0181818181818182 0 0 0.0422535211267606 0.0175438596491228 0 0
"Pcbp2" 0.254716981132075 0.333333333333333 0.156862745098039 0.185770750988142 0.087962962962963 0.293478260869565 0.16969696969697 0.0925925925925926 0.226190476190476 0.140845070422535 0.192982456140351 0.15625 0.0833333333333333
"Golph3" 0.327830188679245 0.327160493827161 0.364705882352941 0.08300395256917 0.0972222222222222 0.342391304347826 0.284848484848485 0.0925925925925926 0.25 0.535211267605634 0.543859649122807 0.125 0
"Tnnt2" 0.915094339622641 2.97222222222222 2.17647058823529 1.65612648221344 1.64814814814815 14.4347826086957 4.73333333333333 1.40740740740741 0.523809523809524 0.0704225352112676 1.36842105263158 0.625 1.29166666666667
"Ankrd13d" 0.0330188679245283 0.0493827160493827 0.0235294117647059 0 0 0.0108695652173913 0.0242424242424242 0.037037037037037 0.0119047619047619 0.028169014084507 0 0 0
"Luc7l3" 0.516509433962264 0.410493827160494 0.450980392156863 0.1699604743083 0.166666666666667 0.445652173913043 0.515151515151515 0.268518518518518 0.369047619047619 0.464788732394366 0.192982456140351 0.125 0.125
"Ypel3" 1.09433962264151 1.04938271604938 1.21176470588235 1.28853754940711 1.10185185185185 1.18478260869565 0.890909090909091 1.25 1.20238095238095 0.845070422535211 1.40350877192982 1.09375 1.33333333333333
"Mapk8" 0.080188679245283 0.16358024691358 0.0705882352941176 0.0474308300395257 0.0138888888888889 0.0597826086956522 0.0363636363636364 0.0925925925925926 0.0714285714285714 0.169014084507042 0.210526315789474 0 0.0416666666666667
"Dlg2" 0.0377358490566038 0.0555555555555556 0.0235294117647059 0.0237154150197628 0.0277777777777778 0.119565217391304 0.0363636363636364 0.0185185185185185 0.0238095238095238 0.028169014084507 0.0526315789473684 0 0
"Amn1" 0.150943396226415 0.151234567901235 0.12156862745098 0.237154150197628 0.0925925925925926 0.190217391304348 0.115151515151515 0.0925925925925926 0.0952380952380952 0.169014084507042 0.157894736842105 0.03125 0.0416666666666667
"Prss23" 1.44103773584906 1.16975308641975 1.01176470588235 1.11462450592885 1.26388888888889 1.22282608695652 1.29090909090909 1.14814814814815 1.8452380952381 0.422535211267606 0.929824561403509 0.625 0.458333333333333
"Pgap3" 0.0141509433962264 0.0123456790123457 0.00784313725490196 0 0 0.0380434782608696 0.0121212121212121 0.0555555555555555 0 0.0563380281690141 0 0 0
"Mcm3ap" 0.0471698113207547 0.0493827160493827 0.0392156862745098 0 0.00925925925925926 0.0380434782608696 0.0303030303030303 0 0.0238095238095238 0.0985915492957746 0.087719298245614 0.15625 0.0416666666666667
"Apon" 0.00235849056603774 0.00925925925925926 0.00784313725490196 0.0158102766798419 0 0 0.00606060606060606 0 0.0238095238095238 0.0140845070422535 0 0 0
"Znhit6" 0.162735849056604 0.0925925925925926 0.0941176470588235 0 0.0277777777777778 0.146739130434783 0.103030303030303 0.0833333333333334 0.0476190476190476 0.492957746478873 0.140350877192982 0.0625 0
"Ndufb5" 1.1061320754717 1.18518518518519 1.09411764705882 0.988142292490119 1.18981481481481 1.375 0.927272727272727 1.0462962962963 1.3452380952381 1.04225352112676 0.947368421052632 1.1875 0.958333333333333
"Ramp2" 0.00471698113207547 0.0154320987654321 0.105882352941176 0.0118577075098814 0.00462962962962963 0.00543478260869565 0 0 0.0238095238095238 0.28169014084507 0.385964912280702 0 3
"Camk2g" 0.64622641509434 0.777777777777778 0.247058823529412 0.280632411067194 0.171296296296296 0.630434782608696 0.515151515151515 0.37037037037037 0.44047619047619 0.154929577464789 0.157894736842105 0.03125 0.125
"Plch2" 0.00235849056603774 0.00617283950617284 0.00392156862745098 0 0 0 0.00606060606060606 0 0 0.0140845070422535 0.0175438596491228 0 0
"Gm33543" 0.00471698113207547 0.0185185185185185 0.00392156862745098 0 0 0.00543478260869565 0.00606060606060606 0.0462962962962963 0 0 0 0 0
"Ccdc50" 0.391509433962264 0.410493827160494 0.196078431372549 0.075098814229249 0.12962962962963 0.407608695652174 0.351515151515152 0.194444444444444 0.321428571428571 0.323943661971831 0.421052631578947 0.3125 0.125
"Rad17" 0.155660377358491 0.145061728395062 0.105882352941176 0.0395256916996047 0.0324074074074074 0.141304347826087 0.0909090909090909 0.0925925925925926 0.119047619047619 0.0704225352112676 0.0526315789473684 0.125 0.0416666666666667
"Rps27a" 7.89622641509434 7.82716049382716 7.07843137254902 5.699604743083 7.5787037037037 8.53804347826087 7.62424242424242 6.41666666666667 6.60714285714286 8 7.92982456140351 9.28125 6.29166666666667
"Sardh" 0.0683962264150943 0.0833333333333333 0.133333333333333 0.0197628458498024 0.037037037037037 0.0706521739130435 0.0303030303030303 0 0.0714285714285714 0.267605633802817 0.0701754385964912 0 0
"Lss" 0.0330188679245283 0.0493827160493827 0.0274509803921569 0 0.00462962962962963 0.0271739130434783 0.0242424242424242 0.0648148148148148 0.0119047619047619 0 0.0175438596491228 0.03125 0
"Hibadh" 0.634433962264151 0.481481481481481 0.32156862745098 0.126482213438735 0.157407407407407 0.603260869565217 0.375757575757576 0.305555555555556 0.333333333333333 0.253521126760563 0.263157894736842 0.0625 0
"Ssbp2" 0.540094339622641 0.527777777777778 0.298039215686275 0.458498023715415 0.240740740740741 0.603260869565217 0.460606060606061 0.25 0.607142857142857 0.211267605633803 0.421052631578947 0.03125 0.0833333333333333
"2410002F23Rik" 0.0283018867924528 0.0216049382716049 0.0392156862745098 0.0237154150197628 0.0138888888888889 0.0380434782608696 0.0181818181818182 0.0185185185185185 0.0238095238095238 0.0704225352112676 0.0526315789473684 0.03125 0
"Josd2" 0.726415094339623 0.57716049382716 0.27843137254902 0.0790513833992095 0.138888888888889 0.684782608695652 0.557575757575758 0.222222222222222 0.297619047619048 0.352112676056338 0.245614035087719 0.28125 0.291666666666667
"Saa2" 0 0 0.0196078431372549 0 0 0 0 0 0 0.0563380281690141 0 0 0
"Tcf3" 0.108490566037736 0.101851851851852 0.137254901960784 0.0276679841897233 0.0138888888888889 0.0923913043478261 0.0666666666666667 0.0185185185185185 0.107142857142857 0.169014084507042 0.105263157894737 0 0.25
"Vsig10l" 0.00943396226415094 0.00925925925925926 0.0156862745098039 0 0.00462962962962963 0 0 0 0 0.0140845070422535 0.0175438596491228 0 0
"Vmn1r214" 0.00471698113207547 0.00925925925925926 0.00784313725490196 0 0 0.016304347826087 0.00606060606060606 0 0 0 0.0526315789473684 0 0.0416666666666667
"Atf2" 0.193396226415094 0.188271604938272 0.125490196078431 0.0592885375494071 0.125 0.206521739130435 0.157575757575758 0.0277777777777778 0.0714285714285714 0.126760563380282 0.087719298245614 0.03125 0.0833333333333333
"Togaram1" 0.0636792452830189 0.0679012345679012 0.0745098039215686 0 0.0231481481481481 0.0760869565217391 0.0606060606060606 0.101851851851852 0.0476190476190476 0.0985915492957746 0.0350877192982456 0 0.125
"Ankrd33b" 0 0.00308641975308642 0.00392156862745098 0 0 0 0 0 0.0119047619047619 0 0.0350877192982456 0.03125 0.0416666666666667
"Hjurp" 0.132075471698113 0.12037037037037 0.145098039215686 0.126482213438735 0.0277777777777778 0.119565217391304 0.103030303030303 0.138888888888889 0.0714285714285714 0.295774647887324 0.105263157894737 0 0.0416666666666667
"Sema4d" 0.00707547169811321 0.037037037037037 0.0235294117647059 0.0395256916996047 0 0 0 0.0185185185185185 0.0357142857142857 0 0.105263157894737 0.0625 0
"Ikzf2" 0.0778301886792453 0.101851851851852 0.0784313725490196 0.0988142292490119 0.0231481481481481 0.119565217391304 0.0727272727272727 0.185185185185185 0.0476190476190476 0.0845070422535211 0.087719298245614 0 0
"Ssr2" 0.778301886792453 0.737654320987654 0.980392156862745 0.869565217391304 1.0462962962963 0.815217391304348 0.587878787878788 0.916666666666667 0.595238095238095 1.71830985915493 1 1.09375 0.666666666666667
"Ctdspl2" 0.195754716981132 0.197530864197531 0.145098039215686 0.138339920948617 0.0416666666666667 0.141304347826087 0.145454545454545 0.0925925925925926 0.226190476190476 0.154929577464789 0.087719298245614 0.03125 0
"Atp13a2" 0.0919811320754717 0.0802469135802469 0.0470588235294118 0.0513833992094862 0.0231481481481481 0.0543478260869565 0.0363636363636364 0.0555555555555555 0.0119047619047619 0.0704225352112676 0.0175438596491228 0.15625 0.0416666666666667
"Nmi" 0.141509433962264 0.172839506172839 0.207843137254902 0.0434782608695652 0.0694444444444444 0.146739130434783 0.0909090909090909 0 0.226190476190476 0.0985915492957746 0.192982456140351 0.0625 0.625
"Nmnat2" 0.00943396226415094 0.0154320987654321 0.00784313725490196 0.0118577075098814 0.00925925925925926 0 0 0 0 0.0140845070422535 0 0 0.0416666666666667
"Smox" 0.0283018867924528 0.0524691358024691 0.0196078431372549 0 0.00462962962962963 0.0597826086956522 0.0424242424242424 0.0185185185185185 0.0714285714285714 0.0422535211267606 0.087719298245614 0.15625 0.0416666666666667
"Pan3" 0.35377358490566 0.462962962962963 0.349019607843137 0.810276679841897 0.259259259259259 0.315217391304348 0.848484848484848 0.694444444444444 0.571428571428571 0.436619718309859 0.298245614035088 0.25 0.208333333333333
"Gart" 0.165094339622642 0.145061728395062 0.141176470588235 0.0711462450592885 0.0231481481481481 0.130434782608696 0.139393939393939 0.0462962962962963 0.107142857142857 0.169014084507042 0.105263157894737 0.0625 0
"Ube2m" 0.337264150943396 0.240740740740741 0.250980392156863 0 0.0509259259259259 0.293478260869565 0.2 0.0462962962962963 0.19047619047619 0.450704225352113 0.105263157894737 0.09375 0.0833333333333333
"Agap2" 0.0188679245283019 0.0154320987654321 0.00392156862745098 0 0.00925925925925926 0.0217391304347826 0.0181818181818182 0 0.142857142857143 0 0 0 0
"2610002M06Rik" 0.0683962264150943 0.0679012345679012 0.149019607843137 0 0.00462962962962963 0.0652173913043478 0.0727272727272727 0.037037037037037 0.0595238095238095 0.112676056338028 0.140350877192982 0.03125 0.125
"Srsf11" 0.629716981132075 0.697530864197531 0.615686274509804 0.399209486166008 0.75 0.652173913043478 0.575757575757576 0.657407407407407 0.761904761904762 0.619718309859155 0.736842105263158 0.5 0.416666666666667
"Atp5h" 3.66509433962264 3.19135802469136 3.05882352941176 2.56521739130435 3.64814814814815 3.94565217391304 3.17575757575758 2.78703703703704 3 2.04225352112676 2.12280701754386 2.53125 2.5
"Cd34" 0.0778301886792453 0.114197530864198 0.898039215686274 0.0671936758893281 0.0648148148148148 0.184782608695652 0.127272727272727 0 0.142857142857143 0.676056338028169 2.21052631578947 0.09375 2.16666666666667
"Ubn2" 0.252358490566038 0.324074074074074 0.219607843137255 0.162055335968379 0.0509259259259259 0.228260869565217 0.23030303030303 0.138888888888889 0.119047619047619 0.23943661971831 0.368421052631579 0.0625 0.125
"Atp11b" 0.235849056603774 0.253086419753086 0.109803921568627 0.320158102766798 0.0462962962962963 0.190217391304348 0.16969696969697 0.12037037037037 0.214285714285714 0.154929577464789 0.157894736842105 0.03125 0.0416666666666667
"Arhgef39" 0.035377358490566 0.0185185185185185 0.0117647058823529 0.0158102766798419 0.00925925925925926 0.016304347826087 0.0121212121212121 0.0277777777777778 0.0595238095238095 0 0 0 0
"CAAA01147332.1" 0.00943396226415094 0.00308641975308642 0.0117647058823529 0 0 0.0217391304347826 0 0 0 0.0140845070422535 0 0 0
"Drosha" 0.0872641509433962 0.0555555555555556 0.0941176470588235 0.0276679841897233 0 0.103260869565217 0.0606060606060606 0.0185185185185185 0.0952380952380952 0.0563380281690141 0.140350877192982 0.0625 0
"Pign" 0.0707547169811321 0.058641975308642 0.0980392156862745 0.0948616600790514 0.0231481481481481 0.016304347826087 0.0787878787878788 0.0462962962962963 0.0714285714285714 0.169014084507042 0.0526315789473684 0.125 0.0416666666666667
"Mtx3" 0.0165094339622642 0.00617283950617284 0.0156862745098039 0.0118577075098814 0 0.016304347826087 0.0121212121212121 0.0277777777777778 0.0476190476190476 0.0422535211267606 0.0350877192982456 0 0
"Tgfbrap1" 0.0707547169811321 0.0277777777777778 0.0509803921568627 0 0.00462962962962963 0.0217391304347826 0.0242424242424242 0 0.0238095238095238 0.0845070422535211 0.0350877192982456 0 0.0416666666666667
"Csf2ra" 0.0212264150943396 0.0216049382716049 0.0509803921568627 0.0158102766798419 0.00925925925925926 0.0271739130434783 0.0363636363636364 0.037037037037037 0.0357142857142857 0.0985915492957746 0.0701754385964912 0.78125 0
"Acp2" 0.155660377358491 0.0895061728395062 0.0862745098039216 0.075098814229249 0.00462962962962963 0.0597826086956522 0.139393939393939 0.0185185185185185 0.0595238095238095 0.0985915492957746 0.192982456140351 0.09375 0.0833333333333333
"Ttll1" 0.143867924528302 0.126543209876543 0.145098039215686 0.0197628458498024 0.0231481481481481 0.125 0.0666666666666667 0.0555555555555555 0.0595238095238095 0.112676056338028 0.0526315789473684 0 0
"Ank3" 0.0212264150943396 0.0277777777777778 0.0470588235294118 0.00790513833992095 0.0185185185185185 0.0380434782608696 0.00606060606060606 0 0.119047619047619 0.112676056338028 0.0350877192982456 0 0.0416666666666667
"Ythdf3" 0.141509433962264 0.160493827160494 0.133333333333333 0.0316205533596838 0.0277777777777778 0.108695652173913 0.0666666666666667 0.0555555555555556 0.130952380952381 0.154929577464789 0.12280701754386 0.0625 0.125
"Sdr39u1" 0.00707547169811321 0.00617283950617284 0.00392156862745098 0 0 0.0108695652173913 0 0 0 0 0 0 0.0416666666666667
"Grin2b" 0.0188679245283019 0.00925925925925926 0.0156862745098039 0.0474308300395257 0.00925925925925926 0.016304347826087 0.0606060606060606 0 0 0 0.0175438596491228 0 0
"Cnksr3" 0.141509433962264 0.108024691358025 0.101960784313725 0.0118577075098814 0.0648148148148148 0.119565217391304 0.096969696969697 0.0648148148148148 0.107142857142857 0.0140845070422535 0.087719298245614 0.03125 0.166666666666667
"Odf2" 0.0825471698113208 0.095679012345679 0.0823529411764706 0.0988142292490118 0.0138888888888889 0.0923913043478261 0.0545454545454545 0.0277777777777778 0.0595238095238095 0.154929577464789 0.0350877192982456 0.09375 0.166666666666667
"Spop" 1.16981132075472 0.966049382716049 0.941176470588235 1.18577075098814 1.12962962962963 1.16847826086957 1.04848484848485 1.14814814814815 1.20238095238095 0.887323943661972 1 0.9375 1.83333333333333
"Zfp446" 0.0235849056603774 0.0216049382716049 0.0235294117647059 0.0632411067193676 0.0185185185185185 0.0108695652173913 0.0121212121212121 0.0277777777777778 0.0357142857142857 0.0563380281690141 0.0175438596491228 0.03125 0
"Ltbp3" 0.141509433962264 0.111111111111111 0.23921568627451 0.0118577075098814 0.0601851851851852 0.119565217391304 0.133333333333333 0.00925925925925926 0.0357142857142857 0.338028169014085 0.192982456140351 0 0.0416666666666667
"Ccnb1" 0.00471698113207547 0 0.0235294117647059 0 0 0.00543478260869565 0.00606060606060606 0 0.0119047619047619 0 0.0175438596491228 0 0
"D130007C19Rik" 0.0165094339622642 0.0339506172839506 0.0431372549019608 0.0988142292490118 0 0.0326086956521739 0.0303030303030303 0 0.0595238095238095 0.0704225352112676 0.0526315789473684 0.0625 0
