"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11"
"Limch1" 0.00428265524625268 0 0 0.00341296928327645 0.00711743772241993 0 0 0 0 0 0.0222222222222222 0.0232558139534884
"Herc3" 0.0171306209850107 0.0190217391304348 0.0165016501650165 0.0170648464163822 0.0177935943060498 0.016 0.0104166666666667 0.0108695652173913 0.0471698113207547 0 0.0666666666666667 0.0465116279069767
"B4galt6" 0.254817987152034 0.179347826086957 0.303630363036304 0.194539249146758 0.384341637010676 0.112 0.208333333333333 0.25 0.30188679245283 0.179775280898876 0.0888888888888889 0.255813953488372
"Arhgef7" 0.0599571734475375 0.111413043478261 0.0363036303630363 0.0716723549488055 0.0676156583629893 0 0.0885416666666667 0.0652173913043478 0.122641509433962 0.0898876404494382 0.111111111111111 0.0232558139534884
"Apex2" 0.012847965738758 0.0135869565217391 0.0132013201320132 0.0136518771331058 0.0213523131672598 0.016 0.00520833333333333 0.0271739130434783 0.0188679245283019 0.0112359550561798 0 0
"Zfp273" 0.00428265524625268 0 0.0033003300330033 0.00341296928327645 0.0106761565836299 0 0.0104166666666667 0 0.00943396226415094 0 0 0
"Dock4" 0.0642398286937901 0.0760869565217391 0.0396039603960396 0.109215017064846 0.0818505338078292 0 0.0416666666666667 0.0597826086956522 0.0283018867924528 0.0112359550561798 0.0444444444444444 0.0930232558139535
"Whrn" 0 0.00271739130434783 0 0 0 0 0.015625 0 0 0 0.0444444444444444 0.0232558139534884
"Acaa1a" 0.124197002141328 0.203804347826087 0.161716171617162 0.133105802047782 0.167259786476868 0.008 0.09375 0.146739130434783 0.132075471698113 0.179775280898876 0.222222222222222 0.0697674418604651
"Ydjc" 0.00214132762312634 0.0326086956521739 0.0033003300330033 0 0.00355871886120996 0 0.0104166666666667 0.00543478260869565 0.0283018867924528 0.0112359550561798 0 0.0465116279069767
"Setd4" 0.0406852248394004 0.0625 0.033003300330033 0.0204778156996587 0.0177935943060498 0 0.0104166666666667 0.0271739130434783 0.0283018867924528 0.0224719101123595 0.0222222222222222 0.0697674418604651
"9930021J03Rik" 0.0406852248394004 0.0298913043478261 0.0627062706270627 0.0511945392491468 0.0462633451957295 0 0.0677083333333333 0.0489130434782609 0.0283018867924528 0.0561797752808989 0.0444444444444444 0.0697674418604651
"Ubxn4" 0.226980728051392 0.323369565217391 0.204620462046205 0.474402730375427 0.209964412811388 0.076 0.276041666666667 0.266304347826087 0.245283018867925 0.112359550561798 0.244444444444444 0.27906976744186
"Snap47" 0.00214132762312634 0.016304347826087 0.0297029702970297 0.00341296928327645 0.0177935943060498 0 0.0208333333333333 0 0.0377358490566038 0 0 0.0465116279069767
"Sbf1" 0.0299785867237687 0.0353260869565217 0.0297029702970297 0.0102389078498294 0.0106761565836299 0 0.0208333333333333 0.00543478260869565 0.0660377358490566 0.0337078651685393 0.0222222222222222 0.0465116279069767
"Ckap5" 0.0428265524625268 0.0516304347826087 0.0495049504950495 0.0443686006825939 0.0640569395017794 0 0.0416666666666667 0.0652173913043478 0.0188679245283019 0.0337078651685393 0 0.348837209302326
"Stambp" 0.0342612419700214 0.0543478260869565 0.0528052805280528 0.0273037542662116 0.0533807829181495 0.028 0.0208333333333333 0.0434782608695652 0.0849056603773585 0 0.0444444444444444 0.0697674418604651
"Igf2bp1" 0.00214132762312634 0.00543478260869565 0.0099009900990099 0.00341296928327645 0.00711743772241993 0 0.00520833333333333 0.00543478260869565 0 0 0 0
"Fbxo5" 0.00856531049250535 0.00271739130434783 0.0033003300330033 0.00341296928327645 0.00355871886120996 0 0 0 0 0 0 0.162790697674419
"Rnf170" 0.012847965738758 0.0244565217391304 0.0297029702970297 0.0204778156996587 0.0249110320284698 0.012 0.0208333333333333 0.0271739130434783 0.0283018867924528 0.0112359550561798 0.0222222222222222 0.0930232558139535
"Usp24" 0.0920770877944325 0.0434782608695652 0.102310231023102 0.0614334470989761 0.0747330960854092 0 0.104166666666667 0.0706521739130435 0.0660377358490566 0.0449438202247191 0.0444444444444444 0.0232558139534884
"Mcmbp" 0.0792291220556745 0.133152173913043 0.105610561056106 0.126279863481229 0.106761565836299 0 0.0989583333333333 0.195652173913043 0.10377358490566 0.134831460674157 0.244444444444444 0.0930232558139535
"Agl" 0.0385438972162741 0.0326086956521739 0.0363036303630363 0.0511945392491468 0.0320284697508897 0 0.0364583333333333 0.0652173913043478 0.0849056603773585 0.0224719101123595 0.0222222222222222 0.13953488372093
"Svil" 0.0471092077087794 0.105978260869565 0.0462046204620462 0.116040955631399 0.099644128113879 0.016 0.119791666666667 0.0489130434782609 0.113207547169811 0.213483146067416 0.155555555555556 0.116279069767442
"Scn2b" 0.00428265524625268 0 0.0033003300330033 0.0102389078498294 0.00355871886120996 0 0.0260416666666667 0.016304347826087 0 0 0 0.0232558139534884
"Myo5a" 0.299785867237687 0.16304347826087 0.442244224422442 0.15358361774744 0.306049822064057 0.02 0.348958333333333 0.28804347826087 0.367924528301887 0.213483146067416 0.0666666666666667 0.27906976744186
"Sppl3" 0.0642398286937901 0.0625 0.118811881188119 0.0546075085324232 0.0711743772241993 0.02 0.114583333333333 0.0706521739130435 0.0377358490566038 0.0674157303370786 0.0666666666666667 0.13953488372093
