"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17"
"Inpp4a" 0.0470219435736677 0.143396226415094 0.493562231759657 0.278606965174129 0.201005025125628 0.229299363057325 0.315068493150685 0.204545454545455 0.196428571428571 0.0729166666666667 0.315068493150685 0.442857142857143 0.672413793103448 0.403508771929825 0.294117647058823 0.285714285714286 0 0.315789473684211
"Ralgps1" 0 0.00754716981132075 0.0300429184549356 0.0298507462686567 0.0100502512562814 0.00636942675159236 0.00684931506849315 0 0.0178571428571429 0 0.0136986301369863 0.0428571428571429 0.0172413793103448 0 0 0.0571428571428571 0 0
"Olfr535" 0 0 0 0 0 0 0 0.00757575757575758 0.00892857142857143 0 0.0136986301369863 0 0.0172413793103448 0 0 0 0 0
"Ccdc114" 0.0188087774294671 0.0528301886792453 0.0515021459227468 0.0895522388059701 0.0753768844221105 0.0700636942675159 0.0410958904109589 0.0606060606060606 0.0535714285714286 0.03125 0.0410958904109589 0.1 0.0172413793103448 0.087719298245614 0.117647058823529 0.0857142857142857 0.1 0.157894736842105
"Eml2" 0.0313479623824451 0.0377358490566038 0.0343347639484979 0.0398009950248756 0.0351758793969849 0.0828025477707006 0.0684931506849315 0.151515151515152 0.0625 0.0208333333333333 0.315068493150685 0 0 0.105263157894737 0.0980392156862745 0.114285714285714 0.2 0.105263157894737
"Pfdn6" 0.15987460815047 0.2 0.180257510729614 0.213930348258706 0.170854271356784 0.146496815286624 0.0684931506849315 0.212121212121212 0.0982142857142857 0.0625 0.0273972602739726 0 0.258620689655172 0.245614035087719 0.235294117647059 0.2 0.45 0.473684210526316
"Cep128" 0 0.0113207547169811 0.0515021459227468 0.0199004975124378 0.0251256281407035 0.0191082802547771 0.0136986301369863 0.0303030303030303 0.0357142857142857 0 0.0136986301369863 0 0 0 0.0196078431372549 0 0 0.0526315789473684
"Nek1" 0.0219435736677116 0.0415094339622641 0.00429184549356223 0.0348258706467662 0.0552763819095477 0.0700636942675159 0.0342465753424657 0.053030303030303 0.0267857142857143 0 0.0547945205479452 0.0285714285714286 0 0.0526315789473684 0 0.0571428571428571 0 0.105263157894737
"Armc2" 0.0250783699059561 0.00754716981132075 0.0171673819742489 0.00995024875621891 0.0050251256281407 0.0127388535031847 0.0273972602739726 0 0.00892857142857143 0 0.0136986301369863 0 0.0344827586206897 0.0175438596491228 0 0 0 0
"Ccar2" 0.0282131661442006 0.0528301886792453 0.0343347639484979 0.0199004975124378 0.0703517587939698 0.0636942675159236 0.0958904109589041 0.106060606060606 0.0267857142857143 0.0208333333333333 0.0547945205479452 0.0285714285714286 0.0517241379310345 0.0701754385964912 0.117647058823529 0 0.05 0.210526315789474
"Pex12" 0 0.0150943396226415 0 0.0149253731343284 0.0301507537688442 0.0573248407643312 0.0205479452054794 0.0151515151515152 0.0446428571428571 0.0416666666666667 0 0 0.0172413793103448 0.0350877192982456 0.0588235294117647 0 0.15 0.157894736842105
"Phf3" 0 0.0981132075471698 0.124463519313305 0.0845771144278607 0.130653266331658 0.127388535031847 0.0273972602739726 0.189393939393939 0.0714285714285714 0 0.10958904109589 0.0857142857142857 0.103448275862069 0.105263157894737 0.0980392156862745 0.0857142857142857 0.15 0.315789473684211
"Sox8" 0 0.030188679245283 0 0.0248756218905473 0.0201005025125628 0.0445859872611465 0.00684931506849315 0.0454545454545455 0.0625 0.0104166666666667 0 0.0857142857142857 0 0.0175438596491228 0 0 0.1 0.0526315789473684
"Pcbp2" 0.0250783699059561 0.226415094339623 0.188841201716738 0.0845771144278607 0.175879396984925 0.121019108280255 0.0547945205479452 0.166666666666667 0.169642857142857 0.0520833333333333 0.136986301369863 0.1 0.0862068965517241 0.385964912280702 0.254901960784314 0.142857142857143 0.25 0.105263157894737
"Golph3" 0.128526645768025 0.290566037735849 0.0429184549356223 0.223880597014925 0.246231155778894 0.318471337579618 0.13013698630137 0.25 0.196428571428571 0.0729166666666667 0.10958904109589 0 0.310344827586207 0.333333333333333 0.176470588235294 0.142857142857143 0.3 0.315789473684211
"Tnnt2" 0.341692789968652 0.0830188679245283 0.0515021459227468 0.293532338308458 0.0150753768844221 0.420382165605096 0 0.0681818181818182 0.196428571428571 0.03125 2.3013698630137 0.157142857142857 0.0344827586206897 0.0526315789473684 0.0392156862745098 0.0285714285714286 0 0
"Ankrd13d" 0 0.00377358490566038 0.0214592274678112 0.00995024875621891 0.0050251256281407 0 0 0.00757575757575758 0 0 0.0136986301369863 0 0.0344827586206897 0 0 0 0 0
"Luc7l3" 0.0658307210031348 0.173584905660377 0.141630901287554 0.139303482587065 0.130653266331658 0.184713375796178 0.123287671232877 0.303030303030303 0.133928571428571 0.125 0.0958904109589041 0.0714285714285714 0.206896551724138 0.280701754385965 0.196078431372549 0.142857142857143 0.25 0.526315789473684
"Ypel3" 0.946708463949843 0.860377358490566 0.626609442060086 0.45771144278607 0.909547738693467 0.968152866242038 0.60958904109589 0.689393939393939 0.428571428571429 0.6875 0.575342465753425 0.528571428571429 0.603448275862069 0.43859649122807 0.627450980392157 0.228571428571429 0.55 1
"Mapk8" 0.00940438871473354 0.0716981132075472 0.103004291845494 0.129353233830846 0.155778894472362 0.146496815286624 0.047945205479452 0.136363636363636 0.0357142857142857 0.0104166666666667 0.0821917808219178 0.371428571428571 0.0344827586206897 0.0701754385964912 0.0980392156862745 0.0857142857142857 0 0.0526315789473684
"Dlg2" 0.0125391849529781 0.0490566037735849 0.00429184549356223 0.0597014925373134 0.0603015075376884 0.0445859872611465 0.0205479452054794 0 0.0178571428571429 0 0.0684931506849315 0 0 0 0 0 0 0
"Amn1" 0.0501567398119122 0.113207547169811 0.11587982832618 0.119402985074627 0.14572864321608 0.184713375796178 0.0410958904109589 0.143939393939394 0.0535714285714286 0.0208333333333333 0.0821917808219178 0.0428571428571429 0.0862068965517241 0.175438596491228 0.156862745098039 0.0285714285714286 0.1 0.0526315789473684
"Prss23" 0.0971786833855799 0.339622641509434 0.0257510729613734 0.0248756218905473 1.13065326633166 0.64968152866242 0.678082191780822 0.128787878787879 0.196428571428571 0.0833333333333333 0.753424657534246 0.0285714285714286 0 3.19298245614035 0.274509803921569 0.0285714285714286 2.4 2.36842105263158
"Lrp2bp" 0 0 0 0 0.0050251256281407 0 0 0 0.0178571428571429 0 0 0.0285714285714286 0 0 0.0196078431372549 0 0 0
"Ccdc22" 0 0.0150943396226415 0.0128755364806867 0.00497512437810945 0.0150753768844221 0.0191082802547771 0.0205479452054794 0.0757575757575758 0.0178571428571429 0 0 0.0571428571428571 0.0689655172413793 0.0175438596491228 0.0196078431372549 0 0 0
"Pgap3" 0 0.0113207547169811 0.00858369098712446 0.00995024875621891 0.0150753768844221 0.0254777070063694 0 0 0.0178571428571429 0.0104166666666667 0 0 0.0172413793103448 0 0 0 0 0
"Mcm3ap" 0.00940438871473354 0.0377358490566038 0.0300429184549356 0.054726368159204 0.0201005025125628 0.0573248407643312 0 0.106060606060606 0.0178571428571429 0 0.0958904109589041 0.0857142857142857 0 0.0350877192982456 0.0784313725490196 0.0285714285714286 0 0.0526315789473684
"Znhit6" 0.0501567398119122 0.0716981132075472 0.0472103004291846 0.0995024875621891 0.0703517587939698 0.0955414012738853 0.0136986301369863 0.053030303030303 0.196428571428571 0.0520833333333333 0.0547945205479452 0 0.0689655172413793 0.105263157894737 0.0980392156862745 0 0.1 0.157894736842105
"Ndufb5" 0.285266457680251 0.686792452830189 0.433476394849785 0.572139303482587 0.442211055276382 0.687898089171974 0.308219178082192 0.636363636363636 0.482142857142857 0.28125 0.465753424657534 0.142857142857143 0.258620689655172 0.736842105263158 0.392156862745098 0.542857142857143 0.65 0.578947368421053
"Ramp2" 1.17554858934169 0.773584905660377 0.128755364806867 1.99004975124378 0.748743718592965 0.337579617834395 1.16438356164384 4.46969696969697 0.839285714285714 2.42708333333333 0.273972602739726 0.485714285714286 0.0172413793103448 2.59649122807018 2.49019607843137 0 0.15 0.368421052631579
"Camk2g" 0.0407523510971787 0.0716981132075472 0.0472103004291845 0.0696517412935323 0.14070351758794 0.114649681528662 0.0273972602739726 0.121212121212121 0.0535714285714286 0.03125 0.246575342465753 0.0285714285714286 0.0862068965517241 0.140350877192982 0.117647058823529 0.0285714285714286 0.05 0.210526315789474
"Gm33543" 0.00940438871473354 0.00377358490566038 0 0 0.0150753768844221 0.0254777070063694 0 0.0151515151515152 0.00892857142857143 0 0.0410958904109589 0.0285714285714286 0.0172413793103448 0 0.0392156862745098 0 0.05 0
"Ccdc50" 0.0783699059561128 0.173584905660377 0.1931330472103 0.208955223880597 0.14070351758794 0.146496815286624 0.136986301369863 0.272727272727273 0.0803571428571429 0.0625 0.0273972602739726 0.185714285714286 0.206896551724138 0.210526315789474 0.196078431372549 0.0857142857142857 0.25 0.263157894736842
"Rad17" 0.0282131661442006 0.060377358490566 0.0472103004291845 0.054726368159204 0.0452261306532663 0.0764331210191083 0.0136986301369863 0.0606060606060606 0.0625 0.0104166666666667 0.0136986301369863 0.0285714285714286 0.103448275862069 0.12280701754386 0.0588235294117647 0.0571428571428571 0 0.105263157894737
"Rps27a" 1.14733542319749 0.667924528301887 1.06008583690987 1.03482587064677 0.628140703517588 0.624203821656051 1 1.46969696969697 0.848214285714286 1.66666666666667 0.73972602739726 0.614285714285714 0.689655172413793 1.12280701754386 1.50980392156863 1.42857142857143 0.55 0.736842105263158
"Sardh" 0.0156739811912226 0.0867924528301887 0 0.0796019900497512 0.0603015075376884 0.0509554140127389 0.0342465753424658 0.0606060606060606 0.0714285714285714 0 0.0410958904109589 0 0 0.087719298245614 0.0196078431372549 0 0.1 0.0526315789473684
"Lss" 0.00940438871473354 0.0113207547169811 0.0214592274678112 0.00497512437810945 0.0100502512562814 0.0127388535031847 0.0273972602739726 0.0151515151515152 0.00892857142857143 0 0.0136986301369863 0 0.0172413793103448 0 0 0 0 0.0526315789473684
"Hibadh" 0.106583072100313 0.218867924528302 0.0600858369098712 0.313432835820895 0.231155778894472 0.273885350318471 0.0958904109589041 0.340909090909091 0.160714285714286 0.125 0.205479452054795 0.0857142857142857 0.0862068965517241 0.315789473684211 0.254901960784314 0.114285714285714 0.15 0.263157894736842
"Tjp3" 0 0 0.0214592274678112 0 0 0 0 0 0 0 0 0 0 0 0 0.0571428571428571 0.05 0
"Ssbp2" 0.0532915360501567 0.290566037735849 0.0429184549356223 0.278606965174129 0.381909547738693 0.32484076433121 0.157534246575342 0.181818181818182 0.160714285714286 0.03125 0.191780821917808 0.671428571428571 0.0172413793103448 0.263157894736842 0.0784313725490196 0 0.3 0.315789473684211
"2410002F23Rik" 0.0564263322884012 0.0528301886792453 0.0171673819742489 0.0746268656716418 0.0653266331658292 0.0445859872611465 0.00684931506849315 0.0681818181818182 0.0357142857142857 0.03125 0.0136986301369863 0.0285714285714286 0.0344827586206897 0.12280701754386 0.0392156862745098 0 0.1 0.157894736842105
"Josd2" 0.0721003134796238 0.233962264150943 0.0686695278969957 0.17910447761194 0.135678391959799 0.197452229299363 0.0684931506849315 0.242424242424242 0.0892857142857143 0.0520833333333333 0.342465753424658 0.114285714285714 0.103448275862069 0.157894736842105 0.137254901960784 0.142857142857143 0.3 0.631578947368421
"Saa2" 0 0.00377358490566038 0 0 0.0150753768844221 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tcf3" 0.0219435736677116 0.192452830188679 0.0643776824034335 0.144278606965174 0.160804020100503 0.165605095541401 0.0205479452054794 0.166666666666667 0.0982142857142857 0.0833333333333333 0 0.0285714285714286 0.103448275862069 0.157894736842105 0.235294117647059 0.0285714285714286 0.05 0.263157894736842
"Vsig10l" 0 0.00754716981132075 0 0 0.0050251256281407 0.00636942675159236 0 0.00757575757575758 0 0 0 0 0.0172413793103448 0.0175438596491228 0 0 0 0
"Vmn1r214" 0.0188087774294671 0.00377358490566038 0.0257510729613734 0.0248756218905473 0.0201005025125628 0.0445859872611465 0 0.0151515151515152 0.00892857142857143 0 0.0273972602739726 0 0.0172413793103448 0.0350877192982456 0.0392156862745098 0.0571428571428571 0 0
"Atf2" 0.0156739811912226 0.0490566037735849 0.0128755364806867 0.0945273631840796 0.110552763819095 0.152866242038217 0.0136986301369863 0.0984848484848485 0.0446428571428571 0.0416666666666667 0.0410958904109589 0.0285714285714286 0.0689655172413793 0.0526315789473684 0.176470588235294 0.114285714285714 0.1 0.263157894736842
"Togaram1" 0.0125391849529781 0.0490566037735849 0.0257510729613734 0.054726368159204 0.0351758793969849 0.0382165605095541 0 0.0454545454545455 0.00892857142857143 0.0520833333333333 0.0136986301369863 0.0285714285714286 0.0344827586206897 0.0526315789473684 0.0392156862745098 0 0 0
"Ankrd33b" 0.00940438871473354 0.0226415094339623 0.0429184549356223 0.0348258706467662 0.0703517587939698 0.0382165605095541 0.0136986301369863 0.303030303030303 0.00892857142857143 0.0520833333333333 0 0.0857142857142857 0.0517241379310345 0.0175438596491228 0.176470588235294 0.0571428571428571 0 0
"Hjurp" 0.0219435736677116 0.0754716981132075 0.0729613733905579 0.109452736318408 0.115577889447236 0.121019108280255 0.0342465753424657 0.143939393939394 0.0446428571428571 0.0416666666666667 0.136986301369863 0.128571428571429 0.0172413793103448 0.456140350877193 0.196078431372549 0.0285714285714286 0.2 0.157894736842105
"Sema4d" 0.0156739811912226 0.0150943396226415 0.158798283261803 0.0348258706467662 0.0452261306532663 0.0254777070063694 0 0.0606060606060606 0.0267857142857143 0 0 0.0857142857142857 0.0862068965517241 0.12280701754386 0.0392156862745098 0.2 0 0.0526315789473684
"Ikzf2" 0.00626959247648903 0.0264150943396226 0.0386266094420601 0.0398009950248756 0.0351758793969849 0.0191082802547771 0.0342465753424658 0.053030303030303 0.0178571428571429 0 0.0273972602739726 0.142857142857143 0.0344827586206897 0.087719298245614 0.0196078431372549 0 0.05 0.105263157894737
"Ssr2" 0.22257053291536 0.690566037735849 0.343347639484979 0.313432835820896 0.678391959798995 0.560509554140127 0.219178082191781 0.636363636363636 0.696428571428571 0.135416666666667 0.410958904109589 0.142857142857143 0.448275862068966 0.491228070175439 0.509803921568627 0.514285714285714 0.45 0.473684210526316
