"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10"
"Limch1" 0.210982658959538 0.270833333333333 0.914529914529914 0.18859649122807 0.165876777251185 1.38059701492537 0.962686567164179 0.191304347826087 0.0769230769230769 0.178082191780822 0.333333333333333
"Herc3" 0.0722543352601156 0.0541666666666667 0.106837606837607 0.0833333333333333 0.0947867298578199 0.126865671641791 0.0970149253731343 0.295652173913043 0.0288461538461538 0.164383561643836 0
"B4galt6" 0.173410404624277 0.0541666666666667 0.196581196581197 0.214912280701754 0.203791469194313 0.253731343283582 0.141791044776119 0.191304347826087 0.0673076923076923 0.123287671232877 0.0952380952380952
"Arhgef7" 0.115606936416185 0.175 0.256410256410256 0.18859649122807 0.203791469194313 0.305970149253731 0.261194029850746 0.156521739130435 0.0961538461538461 0.164383561643836 0.666666666666667
"Psd" 0.0115606936416185 0 0.00427350427350427 0 0 0.0149253731343284 0.0149253731343284 0 0 0 0
"Emid1" 0.0202312138728324 0.0375 0.047008547008547 0.0350877192982456 0.208530805687204 0.0895522388059701 0.0522388059701493 0 0.00961538461538462 0.0136986301369863 0.285714285714286
"Npb" 0 0 0.00427350427350427 0.0043859649122807 0 0.0223880597014925 0.0223880597014925 0 0.00961538461538462 0.0410958904109589 0
"Apex2" 0.0520231213872832 0.00833333333333333 0.0341880341880342 0.0350877192982456 0.0473933649289099 0.0447761194029851 0.0373134328358209 0 0.00961538461538462 0.0684931506849315 0.0476190476190476
"Zfp273" 0.0289017341040462 0.00416666666666667 0.0170940170940171 0.0307017543859649 0.018957345971564 0.0298507462686567 0.00746268656716418 0 0 0.0273972602739726 0
"Dock4" 0.0953757225433526 0.0166666666666667 0.0769230769230769 0.0789473684210526 0.104265402843602 0.0373134328358209 0.0298507462686567 0.0260869565217391 0.0384615384615385 0.10958904109589 0.0476190476190476
"Whrn" 0.320809248554913 0.00416666666666667 0.0683760683760684 0.0701754385964912 0.0995260663507109 0.0597014925373134 0.0298507462686567 0.0347826086956522 0.0480769230769231 0.0958904109589041 0.0476190476190476
"Acaa1a" 0.485549132947977 0.816666666666667 1.08547008547009 0.714912280701754 0.767772511848341 0.858208955223881 0.835820895522388 0.773913043478261 0.778846153846154 0.438356164383562 0.666666666666667
"Ydjc" 0.0144508670520231 0.00416666666666667 0.0128205128205128 0.0307017543859649 0.018957345971564 0.00746268656716418 0 0 0 0 0
"Setd4" 0.0722543352601156 0.0291666666666667 0.0384615384615385 0.0701754385964912 0.037914691943128 0.0597014925373134 0.0223880597014925 0.104347826086957 0.0288461538461538 0.0273972602739726 0.0952380952380952
"9930021J03Rik" 0.147398843930636 0.0625 0.166666666666667 0.131578947368421 0.132701421800948 0.23134328358209 0.111940298507463 0.0173913043478261 0.0384615384615384 0.0547945205479452 0.19047619047619
"Ubxn4" 0.820809248554913 1.03333333333333 0.799145299145299 0.916666666666667 0.834123222748815 0.850746268656716 0.544776119402985 1.32173913043478 1.09615384615385 0.849315068493151 0.761904761904762
"Snap47" 0.184971098265896 0.0666666666666667 0.226495726495726 0.25 0.298578199052133 0.238805970149254 0.164179104477612 0.0173913043478261 0.0384615384615385 0.0958904109589041 0.19047619047619
"Sbf1" 0.106936416184971 0.0541666666666667 0.0811965811965812 0.118421052631579 0.0758293838862559 0.0895522388059701 0.0522388059701493 0.0347826086956522 0.0576923076923077 0.0136986301369863 0.0476190476190476
"Ckap5" 0.132947976878613 0.025 0.14957264957265 0.171052631578947 0.18957345971564 0.223880597014925 0.0671641791044776 0.0782608695652174 0.0961538461538461 0 0.142857142857143
"Stambp" 0.11271676300578 0.0458333333333333 0.158119658119658 0.144736842105263 0.127962085308057 0.171641791044776 0.171641791044776 0.00869565217391304 0.125 0.123287671232877 0.142857142857143
"Igf2bp1" 0.00867052023121387 0.00416666666666667 0.00427350427350427 0.0043859649122807 0.014218009478673 0.0149253731343284 0.0149253731343284 0 0 0 0
"Fbxo5" 0 0.00416666666666667 0.00854700854700855 0.0175438596491228 0.014218009478673 0 0.00746268656716418 0 0 0.0273972602739726 0
"Rnf170" 0.167630057803468 0.0375 0.0811965811965812 0.241228070175439 0.132701421800948 0.0970149253731343 0.0597014925373134 0.00869565217391304 0.0865384615384615 0.0273972602739726 0
"Usp24" 0.0751445086705202 0.025 0.106837606837607 0.0921052631578947 0.123222748815166 0.0597014925373134 0.0597014925373134 0.0782608695652174 0.0288461538461538 0.0136986301369863 0.0952380952380952
"Mcmbp" 0.456647398843931 0.304166666666667 0.444444444444444 0.390350877192982 0.445497630331754 0.455223880597015 0.76865671641791 0.539130434782609 0.105769230769231 0.520547945205479 0.857142857142857
"Agl" 0.179190751445087 0.108333333333333 0.230769230769231 0.153508771929825 0.251184834123223 0.291044776119403 0.358208955223881 0.391304347826087 0.0673076923076923 0.301369863013699 0.19047619047619
"Svil" 0.138728323699422 1.05 1.64957264957265 0.298245614035088 0.876777251184834 1.8955223880597 1.65671641791045 1.22608695652174 0.798076923076923 0.493150684931507 0.476190476190476
"Scn2b" 0.135838150289017 0.0375 0.0641025641025641 0.0701754385964912 0.109004739336493 0.119402985074627 0.134328358208955 0 0.173076923076923 0.0684931506849315 0.19047619047619
"Myo5a" 0.164739884393064 0.0416666666666667 0.0854700854700855 0.223684210526316 0.170616113744076 0.0597014925373134 0.0970149253731343 0.00869565217391304 0.0576923076923077 0.205479452054795 0.0952380952380952
"Sppl3" 0.251445086705202 0.0958333333333333 0.226495726495726 0.267543859649123 0.194312796208531 0.223880597014925 0.186567164179104 0.634782608695652 0.0384615384615385 0.301369863013699 0.0476190476190476
"Zfp638" 0.170520231213873 0.1125 0.235042735042735 0.271929824561404 0.227488151658768 0.216417910447761 0.26865671641791 0.0347826086956522 0.144230769230769 0.0547945205479452 0.142857142857143
"Dohh" 0.315028901734104 0.158333333333333 0.547008547008547 0.385964912280702 0.383886255924171 0.619402985074627 0.335820895522388 0.0347826086956522 0.125 0.246575342465753 0.19047619047619
"Ctc1" 0.023121387283237 0.025 0.0512820512820513 0.043859649122807 0.033175355450237 0.0223880597014925 0.0522388059701493 0.0434782608695652 0 0.0136986301369863 0
"Plcb4" 0.0664739884393064 1.10833333333333 1.92735042735043 0.236842105263158 0.81042654028436 2.85820895522388 2.00746268656716 1.38260869565217 0.903846153846154 0.876712328767123 0.285714285714286
"Lrig3" 0.147398843930636 0.0125 0.170940170940171 0.0921052631578947 0.170616113744076 0.164179104477612 0.141791044776119 0.0782608695652174 0.0288461538461538 0.0273972602739726 0
