,GSE,study_accession,secondary_sample_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,ftp,technology,fq_dump,bam
1,GSE155513,PRJNA649970,SRS7124069,SAMN15690464,SRX8862346,SRR12363109,10090,Mus musculus,NA,NA,NA,10x,yes,no
