"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11"
"Herc3" 0.00107642626480086 0.00243013365735115 0.00174825174825175 0 0.00403225806451613 0.0045662100456621 0.00476190476190476 0.00709219858156028 0 0 0.0149253731343284 0
"B4galt6" 0.0247578040904198 0.0303766707168894 0.0297202797202797 0.00699300699300699 0.0120967741935484 0.0365296803652968 0.00952380952380952 0.049645390070922 0.0208333333333333 0.0537634408602151 0.0895522388059701 0
"Arhgef7" 0.00538213132400431 0.00729040097205346 0.00174825174825175 0.00699300699300699 0.032258064516129 0.0136986301369863 0.00476190476190476 0.00709219858156028 0 0 0 0.0217391304347826
"Apex2" 0.00430570505920344 0 0 0 0 0.0045662100456621 0 0 0 0 0 0
"Zfp273" 0.00107642626480086 0.00121506682867558 0.00174825174825175 0.0034965034965035 0.00403225806451613 0.0045662100456621 0.00476190476190476 0 0 0 0 0
"Dock4" 0.0129171151776103 0.00972053462940462 0.0104895104895105 0.00699300699300699 0.00403225806451613 0 0.019047619047619 0.00709219858156028 0 0.021505376344086 0.0149253731343284 0
"Acaa1a" 0.00968783638320775 0.0194410692588092 0.0227272727272727 0.020979020979021 0.0201612903225806 0.0136986301369863 0.0238095238095238 0.0212765957446809 0.0416666666666667 0.032258064516129 0.0149253731343284 0.0434782608695652
"Ydjc" 0.00322927879440258 0 0 0.0034965034965035 0 0 0.00476190476190476 0 0 0 0 0
"Setd4" 0.00107642626480086 0.00121506682867558 0 0 0.00806451612903226 0.0045662100456621 0 0 0 0 0 0
"9930021J03Rik" 0.00430570505920344 0.00364520048602673 0.00524475524475524 0.00699300699300699 0.00806451612903226 0.0091324200913242 0.00476190476190476 0.0212765957446809 0.0104166666666667 0 0 0
"Ubxn4" 0.0236813778256189 0.0243013365735115 0.034965034965035 0.0244755244755245 0.0201612903225806 0.0319634703196347 0.0142857142857143 0.0283687943262411 0.0416666666666667 0.032258064516129 0.0149253731343284 0.0652173913043478
"Snap47" 0.00215285252960172 0.00243013365735115 0.00524475524475524 0.0104895104895105 0 0.0091324200913242 0 0 0 0 0.0149253731343284 0
"Sbf1" 0.00107642626480086 0.00364520048602673 0.0034965034965035 0 0.00806451612903226 0 0 0 0.0104166666666667 0 0 0
"Ckap5" 0.00538213132400431 0.00364520048602673 0.00874125874125874 0.0104895104895105 0.00806451612903226 0 0.0142857142857143 0.0141843971631206 0 0.043010752688172 0 0.0217391304347826
"Stambp" 0.00753498385360603 0.00364520048602673 0.00874125874125874 0.0034965034965035 0 0.0182648401826484 0.00476190476190476 0.00709219858156028 0.0104166666666667 0.021505376344086 0.0149253731343284 0.0217391304347826
"Usp24" 0.00861141011840689 0.00972053462940462 0.0034965034965035 0.00699300699300699 0 0 0 0.0212765957446809 0 0.010752688172043 0.0149253731343284 0.0217391304347826
"Mcmbp" 0.0107642626480086 0.0133657351154313 0.013986013986014 0.0034965034965035 0.0241935483870968 0.0045662100456621 0.0142857142857143 0.0141843971631206 0.03125 0.010752688172043 0.0298507462686567 0.0434782608695652
"Agl" 0.00322927879440258 0.00729040097205346 0.00699300699300699 0.0034965034965035 0.0120967741935484 0 0.00952380952380952 0 0.03125 0.021505376344086 0 0
"Svil" 0.00753498385360603 0.00607533414337789 0.00174825174825175 0.0034965034965035 0.00806451612903226 0.0091324200913242 0.0142857142857143 0 0 0.032258064516129 0 0.0217391304347826
"Myo5a" 0.0301399354144241 0.0413122721749696 0.0262237762237762 0.0384615384615385 0.0362903225806452 0.0182648401826484 0.0285714285714286 0.0567375886524823 0.0625 0.032258064516129 0.0149253731343284 0
"Sppl3" 0.00322927879440258 0.00364520048602673 0.00699300699300699 0.00699300699300699 0.0120967741935484 0.0182648401826484 0.00952380952380952 0 0 0 0 0
"Zfp638" 0.0204520990312164 0.0133657351154313 0.0192307692307692 0.013986013986014 0.00403225806451613 0.0273972602739726 0.00952380952380952 0 0.0104166666666667 0.010752688172043 0 0
"Dohh" 0.00753498385360603 0.0109356014580802 0.00524475524475524 0.0034965034965035 0.00806451612903226 0.0273972602739726 0.00476190476190476 0.00709219858156028 0.0104166666666667 0.043010752688172 0.0298507462686567 0.0434782608695652
"Ctc1" 0.00753498385360603 0.00364520048602673 0.00524475524475524 0 0.00403225806451613 0 0.00476190476190476 0.0141843971631206 0 0.010752688172043 0 0
"Trak1" 0.00753498385360603 0.00486026731470231 0.00524475524475524 0 0.0201612903225806 0 0.0142857142857143 0.00709219858156028 0 0.010752688172043 0 0
"Smarcc1" 0.00322927879440258 0.00486026731470231 0.00874125874125874 0.00699300699300699 0.00806451612903226 0.0091324200913242 0.00952380952380952 0 0 0.010752688172043 0 0
"Endov" 0.00107642626480086 0 0.00524475524475524 0 0 0 0.00476190476190476 0 0 0 0 0
"Ipmk" 0.00215285252960172 0.00364520048602673 0.00174825174825175 0.0104895104895105 0.0241935483870968 0.0091324200913242 0.0142857142857143 0 0 0.010752688172043 0 0
"Adam33" 0.0527448869752422 0.0534629404617254 0.0262237762237762 0.0174825174825175 0.032258064516129 0.0502283105022831 0.0142857142857143 0.0354609929078014 0.09375 0.021505376344086 0.0298507462686567 0.0869565217391304
"Ncoa2" 0.0161463939720129 0.00729040097205346 0.00699300699300699 0.0104895104895105 0.00403225806451613 0 0.00476190476190476 0.00709219858156028 0 0 0 0
"Ccdc137" 0.00322927879440258 0.00486026731470231 0.00174825174825175 0 0.00403225806451613 0.0136986301369863 0.00476190476190476 0.00709219858156028 0 0 0 0.0217391304347826
"Mapre3" 0.00215285252960172 0.00243013365735115 0.00174825174825175 0 0 0 0 0 0 0 0 0
"Frmd4a" 0.00753498385360603 0.0133657351154313 0.00699300699300699 0.0104895104895105 0.0161290322580645 0 0.00952380952380952 0.00709219858156028 0 0.010752688172043 0.0149253731343284 0.0217391304347826
"Atp6v0a2" 0.00430570505920344 0.00607533414337789 0 0.0034965034965035 0.00403225806451613 0 0 0 0 0 0 0.0217391304347826
"Dlg1" 0.00430570505920344 0.00607533414337789 0.0034965034965035 0.0034965034965035 0.00403225806451613 0 0.0142857142857143 0 0 0.010752688172043 0 0
"Txlna" 0.00861141011840689 0.00729040097205346 0.013986013986014 0.0034965034965035 0.00403225806451613 0 0.00476190476190476 0 0.03125 0.010752688172043 0 0.0217391304347826
