"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12"
"Limch1" 0.0154639175257732 0.0075187969924812 3.8828125 0.278350515463917 0.0235294117647059 0.518072289156627 0.465753424657534 1.41935483870968 0.152542372881356 0 0 0 2.57894736842105
"Herc3" 0.0721649484536082 0.157894736842105 0.3203125 0.257731958762887 0.0941176470588235 0.072289156626506 0.0821917808219178 0.354838709677419 0.0847457627118644 0.146341463414634 0.0909090909090909 0 0.105263157894737
"B4galt6" 0.768041237113402 0.857142857142857 0.484375 0.494845360824742 0.717647058823529 0.795180722891566 0.726027397260274 0.725806451612903 0.983050847457627 0.829268292682927 0.363636363636364 0.95 0.736842105263158
"Arhgef7" 0.283505154639175 0.278195488721804 0.625 0.587628865979381 0.541176470588235 0.0602409638554217 0.123287671232877 0.564516129032258 0.220338983050847 0.268292682926829 0.227272727272727 0 1.31578947368421
"Emid1" 0 0 0.0859375 0.0824742268041237 0 0.072289156626506 0 0.0645161290322581 0 0 0 0 0.0526315789473684
"Apex2" 0.0824742268041237 0.075187969924812 0.0390625 0.11340206185567 0.105882352941176 0.0240963855421687 0.0136986301369863 0.0645161290322581 0 0 0.136363636363636 0 0.0526315789473684
"Zfp273" 0.0309278350515464 0.0601503759398496 0.0625 0.0412371134020619 0 0.0963855421686747 0.0136986301369863 0.112903225806452 0.0338983050847458 0 0.0909090909090909 0 0.0526315789473684
"Dock4" 0.448453608247423 0.203007518796992 0.125 0.154639175257732 0.494117647058823 0.0843373493975904 0.0136986301369863 0.258064516129032 0.288135593220339 0.390243902439024 0.545454545454545 0 1.15789473684211
"Whrn" 0 0.0150375939849624 0.0703125 0.11340206185567 0.0117647058823529 0 0.0273972602739726 0.0645161290322581 0.0169491525423729 0 0 0 0
"Acaa1a" 1.30412371134021 1.18045112781955 0.828125 0.979381443298969 1.44705882352941 1.1566265060241 1.36986301369863 0.951612903225806 1.16949152542373 1.36585365853659 1.18181818181818 1 0.315789473684211
