"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12"
"Limch1" 0.00315059861373661 0.00811808118081181 0.00321027287319422 0.00398406374501992 0 0.0069284064665127 0.0298913043478261 0 0 0 0 0.25 0.45
"Herc3" 0.00252047889098929 0.003690036900369 0.00321027287319422 0.00796812749003984 0 0 0 0.00977198697068404 0 0 0.0555555555555556 0 0.05
"B4galt6" 0.0151228733459357 0.00885608856088561 0.0208667736757624 0.0252324037184595 0.0374220374220374 0.0161662817551963 0 0.00325732899022801 0.0729166666666667 0.0166666666666667 0 0 0
"Arhgef7" 0.0170132325141777 0.0177121771217712 0.0152487961476726 0.0132802124833997 0.00207900207900208 0.0092378752886836 0.00271739130434783 0.0130293159609121 0 0.0166666666666667 0 0 0
"Psd" 0 0.000738007380073801 0.00160513643659711 0 0 0 0 0 0.00520833333333333 0 0 0 0
"Emid1" 0.00189035916824197 0.000738007380073801 0 0.00132802124833997 0 0.0023094688221709 0.00271739130434783 0 0 0 0 0 0
"Apex2" 0.00693131695022054 0.0029520295202952 0.00321027287319422 0.00398406374501992 0 0 0.00271739130434783 0.00651465798045603 0 0 0 0 0
"Zfp273" 0.000630119722747322 0.0022140221402214 0.00240770465489567 0.00132802124833997 0 0 0 0 0 0 0 0 0
"Dock4" 0.0170132325141777 0.0132841328413284 0.0104333868378812 0.0159362549800797 0.0207900207900208 0.0138568129330254 0.0135869565217391 0.00977198697068404 0.0520833333333333 0 0 0 0
"Whrn" 0.00126023944549464 0.0014760147601476 0.00321027287319422 0.00132802124833997 0 0 0 0.00325732899022801 0 0 0 0 0
"Acaa1a" 0.0478890989287965 0.0760147601476015 0.0778491171749599 0.0557768924302789 0.079002079002079 0.0484988452655889 0.0217391304347826 0.0651465798045603 0 0.025 0 0 0
"Ydjc" 0.00378071833648393 0.0044280442804428 0.00240770465489567 0.00398406374501992 0.00415800415800416 0.0069284064665127 0 0.00325732899022801 0 0 0 0 0
"Setd4" 0.0056710775047259 0.0022140221402214 0.00481540930979133 0.00398406374501992 0 0.0023094688221709 0 0 0 0 0 0 0
