"0" "1" "2" "3" "4" "5" "6" "7"
"Limch1" 0.0613636363636364 0.0117647058823529 0.020703933747412 0.0130718954248366 0.0240963855421687 0.025 0.0547945205479452 0.072463768115942
"B4galt6" 0.00795454545454545 0.00196078431372549 0.0082815734989648 0.00217864923747277 0.00602409638554217 0.01875 0 0
"Arhgef7" 0.00568181818181818 0.00196078431372549 0.0124223602484472 0.0065359477124183 0.0120481927710843 0 0 0
"Emid1" 0.00340909090909091 0.00392156862745098 0 0.00217864923747277 0 0 0 0
"Apex2" 0.00227272727272727 0.00392156862745098 0.0020703933747412 0.00435729847494553 0 0 0 0.0144927536231884
"Dock4" 0 0.0117647058823529 0.0041407867494824 0.00217864923747277 0.00602409638554217 0 0 0
"Whrn" 0.00340909090909091 0.00196078431372549 0.0041407867494824 0.0108932461873638 0.00602409638554217 0 0 0
"Acaa1a" 0.0465909090909091 0.0431372549019608 0.0289855072463768 0.0479302832244009 0.0481927710843374 0.0375 0.0547945205479452 0.0579710144927536
"9930021J03Rik" 0.00340909090909091 0.00196078431372549 0 0.00435729847494553 0 0 0 0
"Ubxn4" 0.0659090909090909 0.0745098039215686 0.0559006211180124 0.0740740740740741 0.0481927710843374 0.05625 0.0273972602739726 0.0434782608695652
"Snap47" 0.0136363636363636 0.0254901960784314 0.020703933747412 0.028322440087146 0.0421686746987952 0.00625 0.0136986301369863 0
"Sbf1" 0.00227272727272727 0.00980392156862745 0.0041407867494824 0.00435729847494553 0 0.0125 0 0
"Ckap5" 0.0125 0.00784313725490196 0.010351966873706 0.0065359477124183 0.0240963855421687 0.01875 0.0136986301369863 0
"Stambp" 0.00681818181818182 0.00980392156862745 0.0124223602484472 0.0065359477124183 0.00602409638554217 0 0.0136986301369863 0.0289855072463768
"Rnf170" 0.00340909090909091 0.00392156862745098 0.0041407867494824 0.00871459694989107 0.00602409638554217 0 0 0
"Mcmbp" 0.00454545454545455 0.00392156862745098 0.0165631469979296 0.00871459694989107 0.0240963855421687 0.03125 0 0
"Agl" 0.0102272727272727 0.00392156862745098 0.0041407867494824 0.0130718954248366 0 0.0125 0.0136986301369863 0.0434782608695652
"Svil" 0.0545454545454545 0.0137254901960784 0.0496894409937888 0.0196078431372549 0.0180722891566265 0.05 0.0547945205479452 0.0434782608695652
"Scn2b" 0.00113636363636364 0.00588235294117647 0 0.00435729847494553 0.00602409638554217 0.025 0 0
"Myo5a" 0.00227272727272727 0.00196078431372549 0.0041407867494824 0.00871459694989107 0.00602409638554217 0 0.0136986301369863 0
"Sppl3" 0.00113636363636364 0.00392156862745098 0.0020703933747412 0.0152505446623094 0.0120481927710843 0.0125 0 0.0144927536231884
"Zfp638" 0.00681818181818182 0.0235294117647059 0.010351966873706 0.0108932461873638 0.0301204819277108 0.00625 0 0
"Dohh" 0.0386363636363636 0.0352941176470588 0.0269151138716356 0.0152505446623094 0.0421686746987952 0.01875 0.0273972602739726 0.0289855072463768
"Plcb4" 0.0806818181818182 0.00980392156862745 0.031055900621118 0.00217864923747277 0.00602409638554217 0.03125 0.0547945205479452 0.0869565217391304
"Lrig3" 0.00340909090909091 0.00588235294117647 0.0020703933747412 0.0108932461873638 0 0.0125 0 0.0144927536231884
"Trak1" 0.00795454545454545 0.00392156862745098 0.0041407867494824 0.00217864923747277 0.00602409638554217 0.0125 0 0
"Smarcc1" 0.00454545454545455 0.0196078431372549 0.0082815734989648 0.0196078431372549 0.00602409638554217 0.00625 0.0136986301369863 0
"Endov" 0.00340909090909091 0.00196078431372549 0.0041407867494824 0.00217864923747277 0 0.00625 0.0136986301369863 0
"Stxbp4" 0.00113636363636364 0.00196078431372549 0 0.00435729847494553 0 0 0 0.0144927536231884
"Adam33" 0.0215909090909091 0.00196078431372549 0.020703933747412 0.00217864923747277 0.0120481927710843 0.0125 0.0273972602739726 0.0144927536231884
"Ccdc137" 0.00340909090909091 0 0.0020703933747412 0.00435729847494553 0.00602409638554217 0.0125 0 0
"Mapre3" 0.0284090909090909 0.0176470588235294 0.0269151138716356 0.00871459694989107 0 0.01875 0.0410958904109589 0
"Frmd4a" 0.00454545454545455 0 0 0.00217864923747277 0.00602409638554217 0 0.0136986301369863 0
"Atp6v0a2" 0.00795454545454545 0.00588235294117647 0.0124223602484472 0.0065359477124183 0.0240963855421687 0 0 0
"Dlg1" 0.00340909090909091 0.00196078431372549 0.0041407867494824 0.00217864923747277 0.00602409638554217 0.00625 0.0273972602739726 0.0144927536231884
"Txlna" 0.0136363636363636 0.00588235294117647 0.0144927536231884 0.0130718954248366 0.0180722891566265 0.0125 0 0
"Higd1b" 0 0 0.020703933747412 0 0 0.01875 0 0
"Inpp4a" 0.0443181818181818 0.0156862745098039 0.0248447204968944 0.0217864923747277 0.0301204819277108 0.05625 0 0.0869565217391304
"Eml2" 0.0329545454545455 0.0137254901960784 0.020703933747412 0.00435729847494553 0.0180722891566265 0.0375 0.0136986301369863 0.0434782608695652
"Pfdn6" 0.0420454545454545 0.0470588235294118 0.0393374741200828 0.0479302832244009 0.072289156626506 0.025 0.0410958904109589 0.0434782608695652
"Cep128" 0.00113636363636364 0.00196078431372549 0 0.00435729847494553 0 0 0.0136986301369863 0
"Nek1" 0.00227272727272727 0.00784313725490196 0.0041407867494824 0.00435729847494553 0 0 0 0
"Ccar2" 0.00454545454545455 0.00588235294117647 0.0020703933747412 0 0.00602409638554217 0 0 0
"Pex12" 0.00227272727272727 0.00392156862745098 0.0062111801242236 0.00217864923747277 0.00602409638554217 0.00625 0 0
"Phf3" 0.00454545454545455 0.00588235294117647 0.0041407867494824 0.0108932461873638 0.0180722891566265 0.01875 0 0.0289855072463768
"Sox8" 0.00113636363636364 0 0 0.0065359477124183 0.00602409638554217 0 0.0136986301369863 0.0144927536231884
"Pcbp2" 0.0170454545454545 0.0196078431372549 0.010351966873706 0.0239651416122004 0.0240963855421687 0.025 0.0273972602739726 0.0144927536231884
"Golph3" 0.0204545454545455 0.0431372549019608 0.0227743271221532 0.0915032679738562 0.0301204819277108 0.03125 0.0547945205479452 0.0289855072463768
