"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12"
"Limch1" 0.00225733634311512 0.00226244343891403 0 0 0 0.00303030303030303 0 0 0.00609756097560976 0.0128205128205128 0 0 0
"Herc3" 0.00225733634311512 0.00678733031674208 0 0.0263157894736842 0.0164383561643836 0.0121212121212121 0.0232558139534884 0.0115606936416185 0.0121951219512195 0 0.0133333333333333 0.0294117647058824 0
"B4galt6" 0.153498871331828 0.17420814479638 0.280952380952381 0.0741626794258373 0.252054794520548 0.133333333333333 0.151162790697674 0.167630057803468 0.158536585365854 0.141025641025641 0.26 0.284313725490196 0.135135135135135
"Robo2" 0 0.00678733031674208 0 0 0.00547945205479452 0.00303030303030303 0 0.0115606936416185 0 0 0 0 0
"Arhgef7" 0.0383747178329571 0.0248868778280543 0.0214285714285714 0 0.0301369863013699 0.0909090909090909 0.062015503875969 0.0635838150289017 0.0548780487804878 0.0576923076923077 0.0533333333333333 0.107843137254902 0.027027027027027
"Apex2" 0.00225733634311512 0.00904977375565611 0.019047619047619 0 0.00547945205479452 0.0121212121212121 0.00775193798449612 0 0 0.00641025641025641 0.0133333333333333 0.0490196078431373 0
"Zfp273" 0 0.00452488687782805 0.00714285714285714 0.00956937799043062 0.00547945205479452 0 0 0 0.00609756097560976 0 0 0.00980392156862745 0.027027027027027
"Dock4" 0.0406320541760722 0.0429864253393665 0.0452380952380952 0 0.0273972602739726 0.0393939393939394 0.0387596899224806 0.0578034682080925 0.0426829268292683 0.0384615384615385 0.0133333333333333 0.0392156862745098 0
"Acaa1a" 0.072234762979684 0.122171945701357 0.152380952380952 0.0287081339712919 0.128767123287671 0.190909090909091 0.10077519379845 0.173410404624277 0.0792682926829268 0.0576923076923077 0.213333333333333 0.176470588235294 0.189189189189189
"Ydjc" 0 0.0113122171945701 0.00952380952380952 0 0.00547945205479452 0.0212121212121212 0.00387596899224806 0 0 0 0 0.00980392156862745 0.027027027027027
"Setd4" 0.0225733634311512 0.0158371040723982 0.0261904761904762 0 0.010958904109589 0.0515151515151515 0.0155038759689922 0.0115606936416185 0.024390243902439 0 0.0333333333333333 0.0196078431372549 0.027027027027027
"9930021J03Rik" 0.0383747178329571 0.0180995475113122 0.0428571428571429 0 0.0383561643835616 0.0181818181818182 0.0155038759689922 0.0173410404624277 0.0914634146341463 0.0128205128205128 0.0133333333333333 0.0196078431372549 0.054054054054054
"Ubxn4" 0.275395033860045 0.18552036199095 0.176190476190476 0.0741626794258373 0.235616438356164 0.293939393939394 0.255813953488372 0.202312138728324 0.207317073170732 0.16025641025641 0.22 0.147058823529412 0.135135135135135
"Snap47" 0.0090293453724605 0.00226244343891403 0.0119047619047619 0 0.010958904109589 0.0212121212121212 0.0310077519379845 0.00578034682080925 0.0182926829268293 0.00641025641025641 0.00666666666666667 0.00980392156862745 0
"Sbf1" 0.0135440180586907 0.0135746606334842 0.0166666666666667 0 0.00821917808219178 0.0303030303030303 0.00775193798449612 0.00578034682080925 0.0182926829268293 0.0192307692307692 0.02 0.0490196078431373 0
"Ckap5" 0.0270880361173815 0.0226244343891403 0.0452380952380952 0 0.0301369863013699 0.0181818181818182 0.0155038759689922 0.0404624277456647 0.0182926829268293 0.00641025641025641 0.0266666666666667 0.117647058823529 0
"Stambp" 0.0248306997742664 0.0248868778280543 0.0333333333333333 0.0167464114832536 0.0136986301369863 0.0424242424242424 0.0232558139534884 0.0404624277456647 0.0121951219512195 0.0192307692307692 0.0266666666666667 0.0588235294117647 0.027027027027027
"Igf2bp1" 0.00451467268623025 0.0135746606334842 0.00952380952380952 0.0167464114832536 0.00547945205479452 0.00606060606060606 0.00387596899224806 0 0 0 0.00666666666666667 0.00980392156862745 0
"Fbxo5" 0.00225733634311512 0 0 0 0 0.00606060606060606 0 0 0 0.0192307692307692 0 0.166666666666667 0
"Rnf170" 0.0158013544018059 0.0135746606334842 0.0285714285714286 0 0.00821917808219178 0.0242424242424242 0.0387596899224806 0.00578034682080925 0.0121951219512195 0.00641025641025641 0.0133333333333333 0 0.027027027027027
"Usp24" 0.0293453724604966 0.00904977375565611 0.0547619047619048 0.0191387559808612 0.0410958904109589 0.0272727272727273 0.0232558139534884 0.0173410404624277 0.024390243902439 0.0192307692307692 0.04 0.0392156862745098 0.108108108108108
"Mcmbp" 0.090293453724605 0.113122171945701 0.173809523809524 0.0334928229665072 0.101369863013699 0.103030303030303 0.0697674418604651 0.242774566473988 0.24390243902439 0.0897435897435897 0.26 0.313725490196078 0.108108108108108
"Agl" 0.0248306997742664 0.0361990950226244 0.0595238095238095 0.0215311004784689 0.0520547945205479 0.0545454545454545 0.0387596899224806 0.00578034682080925 0.0365853658536585 0.0448717948717949 0.04 0.0490196078431373 0.0540540540540541
"Svil" 0.0677200902934537 0.0769230769230769 0.0857142857142857 0 0.0465753424657534 0.0696969696969697 0.065891472868217 0.046242774566474 0.0731707317073171 0.0576923076923077 0.233333333333333 0.0686274509803922 0.0810810810810811
