"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16"
"Dlg1" 0.207134637514384 0.207920792079208 0.0643712574850299 0.0980392156862745 0.0791788856304985 0.0277777777777778 0.0454545454545455 0.114130434782609 0.0614525139664804 0.0730337078651685 0.0802919708029197 0.00854700854700855 0.145299145299145 0.08 0.195652173913043 0.137931034482759 0
"Txlna" 0.159953970080552 0.121640735502122 0.0583832335329341 0.0896358543417367 0.12316715542522 0.0277777777777778 0.0578512396694215 0.16304347826087 0.0558659217877095 0.0674157303370786 0.0583941605839416 0.0170940170940171 0.111111111111111 0.106666666666667 0.195652173913043 0.137931034482759 0
"Inpp4a" 0.153049482163406 0.124469589816124 0.0389221556886227 0.252100840336134 0.275659824046921 0.0798611111111111 0.0371900826446281 0.179347826086957 0.156424581005587 0.0561797752808989 0.116788321167883 0.0683760683760684 0.282051282051282 0.2 0.152173913043478 0.137931034482759 0.0434782608695652
"Ralgps1" 0.00690448791714614 0.0113154172560113 0 0.0336134453781513 0.0351906158357771 0.0138888888888889 0 0.0217391304347826 0.0167597765363128 0.00561797752808989 0.0291970802919708 0.00854700854700855 0.00854700854700855 0.0133333333333333 0 0 0
"Olfr535" 0.00115074798619102 0.00282885431400283 0 0.00560224089635854 0 0 0 0.00543478260869565 0.0111731843575419 0 0 0 0 0 0 0 0
"Gm7670" 0.0046029919447641 0.0113154172560113 0.0029940119760479 0.00280112044817927 0.0117302052785924 0 0.012396694214876 0.016304347826087 0.0111731843575419 0 0.0291970802919708 0 0 0.04 0 0 0
"Ccdc114" 0.0368239355581128 0.0339462517680339 0.0194610778443114 0.030812324929972 0.0498533724340176 0 0 0.0326086956521739 0.0335195530726257 0.00561797752808989 0.0437956204379562 0 0.0427350427350427 0.0133333333333333 0.0217391304347826 0.0344827586206897 0
"Eml2" 0.0886075949367089 0.0664780763790665 0.0344311377245509 0.0196078431372549 0.0117302052785924 0.00347222222222222 0.0289256198347107 0.0543478260869565 0.0558659217877095 0.00561797752808989 0.0510948905109489 0.00854700854700855 0.196581196581197 0.0133333333333333 0.0434782608695652 0.0344827586206897 0
"Pfdn6" 0.332566168009206 0.323903818953324 0.124251497005988 0.277310924369748 0.24633431085044 0.0833333333333333 0.18595041322314 0.309782608695652 0.201117318435754 0.0955056179775281 0.277372262773723 0.179487179487179 0.282051282051282 0.28 0.282608695652174 0.310344827586207 0
"Cep128" 0.0287686996547756 0.0282885431400283 0 0.0420168067226891 0.0469208211143695 0 0 0.0271739130434783 0.0279329608938547 0.050561797752809 0.0291970802919708 0 0.0341880341880342 0.0133333333333333 0 0.0344827586206897 0
"Nek1" 0.0448791714614499 0.0721357850070721 0.0134730538922156 0.030812324929972 0.0263929618768328 0 0 0.0869565217391304 0.0167597765363128 0.0617977528089887 0.0145985401459854 0.00854700854700855 0.0683760683760684 0 0.130434782608696 0 0
"Armc2" 0.00920598388952819 0.016973125884017 0.0119760479041916 0.0252100840336134 0.0175953079178886 0.0208333333333333 0.00826446280991735 0.0108695652173913 0.00558659217877095 0 0.0072992700729927 0 0.0256410256410256 0 0 0 0
"Ccar2" 0.0218642117376295 0.0141442715700141 0.00149700598802395 0.0140056022408964 0.0293255131964809 0 0 0.0434782608695652 0.0111731843575419 0 0 0 0.0170940170940171 0.0266666666666667 0.0434782608695652 0 0
"Pex12" 0.0437284234752589 0.0254596888260255 0.0104790419161677 0.00840336134453781 0.0205278592375367 0 0.012396694214876 0.0434782608695652 0.0111731843575419 0.0112359550561798 0.0364963503649635 0 0.0341880341880342 0 0.0869565217391304 0 0
"Phf3" 0.284234752589183 0.237623762376238 0.0718562874251497 0.330532212885154 0.346041055718475 0.0729166666666667 0.0413223140495868 0.353260869565217 0.541899441340782 0.207865168539326 0.445255474452555 0.00854700854700855 0.247863247863248 0.373333333333333 0.282608695652174 0.241379310344828 0
"Sox8" 0.0161104718066743 0.0297029702970297 0.0029940119760479 0 0 0 0 0.00543478260869565 0 0.00561797752808989 0.0072992700729927 0 0.0256410256410256 0 0 0 0
"Pcbp2" 0.125431530494822 0.111739745403112 0.0658682634730539 0.165266106442577 0.164222873900293 0.0520833333333333 0.0454545454545454 0.141304347826087 0.162011173184358 0.0393258426966292 0.204379562043796 0.102564102564103 0.0769230769230769 0.226666666666667 0.130434782608696 0.137931034482759 0
"Golph3" 0.313003452243959 0.27015558698727 0.101796407185629 0.218487394957983 0.278592375366569 0.0208333333333333 0.0371900826446281 0.260869565217391 0.184357541899441 0.106741573033708 0.313868613138686 0.0427350427350427 0.153846153846154 0.293333333333333 0.282608695652174 0.0689655172413793 0.0434782608695652
"Tnnt2" 0.0322209436133487 0.00565770862800566 0 0 0 0 0 0 0 0 0 0 0.205128205128205 0 0 0 0
"Ankrd13d" 0.00805523590333717 0.0113154172560113 0.00149700598802395 0.0252100840336134 0.0146627565982405 0.00694444444444444 0.00826446280991735 0 0.0111731843575419 0 0.0291970802919708 0.0427350427350427 0.0170940170940171 0.0666666666666667 0.0217391304347826 0 0
"Luc7l3" 0.387802071346375 0.305516265912306 0.12125748502994 0.23249299719888 0.328445747800586 0.0625 0.0413223140495868 0.331521739130435 0.262569832402235 0.235955056179775 0.372262773722628 0.162393162393162 0.299145299145299 0.2 0.217391304347826 0.517241379310345 0.0434782608695652
"Ypel3" 0.686996547756041 0.785007072135785 0.49251497005988 0.478991596638655 0.551319648093842 0.333333333333333 0.433884297520661 0.766304347826087 0.64804469273743 0.252808988764045 0.167883211678832 0.35042735042735 0.47008547008547 0.8 0.58695652173913 0.620689655172414 0.173913043478261
"Mapk8" 0.113924050632911 0.106082036775106 0.00898203592814371 0.126050420168067 0.111436950146628 0.0173611111111111 0 0.103260869565217 0.0893854748603352 0.0674157303370786 0.0948905109489051 0.00854700854700855 0.0598290598290598 0.2 0.0434782608695652 0.0344827586206897 0
"Dlg2" 0.0310701956271577 0.0226308345120226 0.00449101796407186 0.00560224089635854 0 0 0 0.0217391304347826 0.00558659217877095 0.00561797752808989 0.0072992700729927 0 0.00854700854700855 0 0.0217391304347826 0 0
"Amn1" 0.113924050632911 0.107496463932107 0.0419161676646707 0.0952380952380952 0.108504398826979 0.0520833333333333 0.0247933884297521 0.157608695652174 0.150837988826816 0.0393258426966292 0.138686131386861 0 0.0256410256410256 0.186666666666667 0.0652173913043478 0.137931034482759 0.0434782608695652
"Prss23" 0.62945914844649 0.751060820367751 0.282934131736527 0.0168067226890756 0.00293255131964809 0.0208333333333333 0.00826446280991735 1.60869565217391 0.0167597765363128 0.146067415730337 0.0072992700729927 0 0.777777777777778 0.0266666666666667 0.260869565217391 0.931034482758621 0.0869565217391304
"Gm15789" 0 0.00141442715700141 0 0 0.00293255131964809 0 0 0 0 0 0 0 0 0 0.0217391304347826 0 0
"Ccdc22" 0.0161104718066743 0.0141442715700141 0.0029940119760479 0.0224089635854342 0.0117302052785924 0 0.0165289256198347 0.016304347826087 0.0279329608938547 0.0168539325842697 0.0218978102189781 0.0341880341880342 0 0.0133333333333333 0.0434782608695652 0 0
"Pgap3" 0.0218642117376295 0.00707213578500707 0 0.00840336134453781 0.00879765395894428 0 0.0165289256198347 0.0108695652173913 0 0 0 0 0 0.0266666666666667 0.0434782608695652 0 0
"Mcm3ap" 0.0724971231300345 0.0523338048090523 0.0194610778443114 0.0476190476190476 0.0645161290322581 0.0104166666666667 0.012396694214876 0.119565217391304 0.100558659217877 0.0786516853932584 0.0364963503649635 0 0.0341880341880342 0.0133333333333333 0.0217391304347826 0.103448275862069 0
"Znhit6" 0.0840046029919448 0.0452616690240453 0.0359281437125748 0.0644257703081232 0.0498533724340176 0.0277777777777778 0.0702479338842975 0.0815217391304348 0.0614525139664804 0.0337078651685393 0.0656934306569343 0.0256410256410256 0.102564102564103 0.0133333333333333 0.0652173913043478 0.0344827586206897 0.0434782608695652
"Ndufb5" 0.61795166858458 0.782178217821782 0.763473053892216 0.512605042016807 0.486803519061584 0.746527777777778 0.735537190082645 0.608695652173913 0.519553072625698 0.544943820224719 0.620437956204379 0.871794871794872 0.931623931623932 0.466666666666667 0.760869565217391 1 0.0869565217391304
"Ramp2" 0.89873417721519 0.854314002828854 0.464071856287425 0.0168067226890756 0.00586510263929619 0.0104166666666667 0.0289256198347107 1.22282608695652 0.00558659217877095 0.264044943820225 0.0072992700729927 0 0.00854700854700855 0 0.739130434782609 3.27586206896552 0.0434782608695652
"Camk2g" 0.126582278481013 0.082036775106082 0.0179640718562874 0.0812324929971989 0.126099706744868 0.0104166666666667 0.012396694214876 0.0923913043478261 0.162011173184358 0.0337078651685393 0.167883211678832 0.00854700854700855 0.35042735042735 0.04 0.152173913043478 0.172413793103448 0
"Gm33543" 0.0161104718066743 0.0155586987270156 0 0.00560224089635854 0.00879765395894428 0 0.00413223140495868 0.00543478260869565 0.0223463687150838 0.00561797752808989 0.0072992700729927 0 0.00854700854700855 0 0.0217391304347826 0 0
"Chrna7" 0.00345224395857307 0.0113154172560113 0.00449101796407186 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ccdc50" 0.38204833141542 0.314002828854314 0.157185628742515 0.417366946778711 0.460410557184751 0.184027777777778 0.144628099173554 0.418478260869565 0.150837988826816 0.269662921348315 0.386861313868613 0.0854700854700855 0.307692307692308 0.146666666666667 0.304347826086956 0.655172413793103 0
"Rad17" 0.0920598388952819 0.0961810466760962 0.0209580838323353 0.0896358543417367 0.111436950146628 0.00694444444444444 0.0206611570247934 0.0815217391304348 0.139664804469274 0.0898876404494382 0.0875912408759124 0.0170940170940171 0.162393162393162 0.146666666666667 0.0869565217391304 0.137931034482759 0
"Rps27a" 0.131185270425777 0.154172560113154 0.119760479041916 0.159663865546218 0.205278592375367 0.159722222222222 0.140495867768595 0.239130434782609 0.240223463687151 0.106741573033708 0.357664233576642 0.247863247863248 0.299145299145299 0.106666666666667 0.130434782608696 0.206896551724138 0.0434782608695652
"Sardh" 0.0322209436133487 0.024045261669024 0.0194610778443114 0.00280112044817927 0.0117302052785924 0 0 0.0108695652173913 0 0 0 0 0.0341880341880342 0 0.0652173913043478 0.0344827586206897 0
"Lss" 0.0126582278481013 0.00707213578500707 0 0.0112044817927171 0.00879765395894428 0.00694444444444444 0.00826446280991736 0.0108695652173913 0.0167597765363128 0.00561797752808989 0.0072992700729927 0 0.00854700854700855 0 0 0 0
"Hibadh" 0.275028768699655 0.241867043847242 0.0778443113772455 0.137254901960784 0.120234604105572 0.111111111111111 0.0909090909090909 0.25 0.139664804469274 0.0337078651685393 0.160583941605839 0.128205128205128 0.290598290598291 0.0666666666666667 0.195652173913043 0.0689655172413793 0
"Tjp3" 0 0 0 0.0112044817927171 0.0175953079178886 0 0 0 0.0167597765363128 0 0.0364963503649635 0 0 0 0 0 0
"Ssbp2" 0.353279631760644 0.373408769448373 0.116766467065868 0.0672268907563025 0.093841642228739 0.0173611111111111 0 0.375 0.150837988826816 0.101123595505618 0.0656934306569343 0 0.239316239316239 0.0133333333333333 0.217391304347826 0.137931034482759 0
"2410002F23Rik" 0.094361334867664 0.0636492220650637 0.0149700598802395 0.0728291316526611 0.0674486803519062 0.0104166666666667 0.0289256198347107 0.0869565217391304 0.0782122905027933 0.0224719101123595 0.0875912408759124 0.00854700854700855 0.0170940170940171 0.08 0.0652173913043478 0.137931034482759 0
"Josd2" 0.230149597238205 0.24045261669024 0.140718562874251 0.109243697478992 0.117302052785924 0.0590277777777778 0.0661157024793388 0.298913043478261 0.0558659217877095 0.106741573033708 0.109489051094891 0.0341880341880342 0.179487179487179 0.08 0.152173913043478 0.172413793103448 0
"Tcf3" 0.125431530494822 0.099009900990099 0.0374251497005988 0.092436974789916 0.0645161290322581 0.03125 0.00826446280991736 0.130434782608696 0.145251396648045 0.101123595505618 0.0875912408759124 0 0.0854700854700855 0.12 0.152173913043478 0.310344827586207 0
"Vsig10l" 0.0126582278481013 0.0113154172560113 0 0 0.00293255131964809 0.00694444444444444 0 0.016304347826087 0 0 0 0 0 0.0266666666666667 0 0 0
"Vmn1r214" 0.0241657077100115 0.0452616690240453 0.00149700598802395 0.061624649859944 0.0645161290322581 0.00347222222222222 0.00413223140495868 0.0597826086956522 0.0335195530726257 0.0112359550561798 0.0145985401459854 0.00854700854700855 0.0170940170940171 0.0666666666666667 0.0434782608695652 0.0344827586206897 0
"Atf2" 0.180667433831991 0.155586987270156 0.0419161676646707 0.0980392156862745 0.0997067448680352 0.0208333333333333 0.0247933884297521 0.157608695652174 0.0782122905027933 0.0449438202247191 0.116788321167883 0.00854700854700855 0.102564102564103 0.04 0.108695652173913 0.0689655172413793 0
"Togaram1" 0.0851553509781358 0.0509193776520509 0.0374251497005988 0.0364145658263305 0.0557184750733138 0.0104166666666667 0.00413223140495868 0.125 0.0446927374301676 0.050561797752809 0.0583941605839416 0.0256410256410256 0.0598290598290598 0.04 0.195652173913043 0.137931034482759 0
"Ankrd33b" 0.00690448791714614 0.00424328147100424 0 0.0728291316526611 0.152492668621701 0.00694444444444444 0.00413223140495868 0.0108695652173913 0.0167597765363128 0 0.102189781021898 0.0598290598290598 0 0.746666666666667 0 0.206896551724138 0
"Hjurp" 0.199079401611047 0.158415841584158 0.0359281437125748 0.0840336134453781 0.0879765395894428 0.00694444444444444 0.012396694214876 0.141304347826087 0.229050279329609 0.0786516853932584 0.0583941605839416 0 0.094017094017094 0.12 0.0217391304347826 0.241379310344828 0
"Sema4d" 0.0103567318757192 0.00565770862800566 0.00748502994011976 0.288515406162465 0.205278592375367 0.0277777777777778 0.0289256198347107 0.00543478260869565 0.206703910614525 0.0224719101123595 0.321167883211679 0.0341880341880342 0.00854700854700855 0.493333333333333 0 0.0689655172413793 0
"Ikzf2" 0.0932105868814729 0.0721357850070721 0.00598802395209581 0.0504201680672269 0.164222873900293 0 0 0.0434782608695652 0.88268156424581 0.0561797752808989 0.072992700729927 0 0.0427350427350427 0.04 0.0217391304347826 0.0689655172413793 0
"Ssr2" 0.904487917146145 1.15700141442716 0.649700598802395 0.201680672268908 0.167155425219941 0.385416666666667 0.305785123966942 0.744565217391304 0.284916201117318 0.376404494382022 0.255474452554744 0.205128205128205 0.452991452991453 0.213333333333333 0.956521739130435 0.586206896551724 0
"Ctdspl2" 0.193325661680092 0.162659123055163 0.0209580838323353 0.0728291316526611 0.13782991202346 0.0208333333333333 0.00826446280991736 0.125 0.150837988826816 0.050561797752809 0.131386861313869 0 0.11965811965812 0 0.130434782608696 0.0689655172413793 0
"Atp13a2" 0.0598388952819333 0.0678925035360679 0.0104790419161677 0.26890756302521 0.30791788856305 0.0555555555555556 0.0826446280991735 0.0869565217391304 0.0223463687150838 0.0168539325842697 0.138686131386861 0.0256410256410256 0.0683760683760684 0.12 0.0434782608695652 0.0344827586206897 0
"Nmi" 0.124280782508631 0.162659123055163 0.0763473053892215 0.120448179271709 0.149560117302053 0.0451388888888889 0.0702479338842975 0.152173913043478 0.156424581005587 0.101123595505618 0.182481751824818 0 0.0683760683760684 0.213333333333333 0.239130434782609 0.206896551724138 0
"Nmnat2" 0.0046029919447641 0.00424328147100424 0.0029940119760479 0.00280112044817927 0.00586510263929619 0 0 0.0217391304347826 0.00558659217877095 0 0 0 0.0170940170940171 0 0 0.0344827586206897 0
"Smox" 0.0909090909090909 0.0466760961810467 0.0209580838323353 0.201680672268908 0.181818181818182 0.03125 0.0371900826446281 0.0380434782608696 0.256983240223464 0 0.211678832116788 0.0512820512820513 0.0170940170940171 0.666666666666667 0.0434782608695652 0 0.521739130434783
