"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10"
"Limch1" 1.32727272727273 1.50108459869848 1.22991071428571 1.39948453608247 1.30517711171662 0.859756097560975 1.31071428571429 1.28991596638655 0.695431472081218 1.046875 0.533333333333333
"Herc3" 0.0727272727272727 0.0911062906724512 0.0803571428571428 0.0670103092783505 0.0762942779291553 0.0792682926829268 0.135714285714286 0.0588235294117647 0.0558375634517767 0.078125 0.0666666666666667
"B4galt6" 0.171717171717172 0.147505422993492 0.160714285714286 0.134020618556701 0.0626702997275204 0.0945121951219512 0.114285714285714 0.126050420168067 0.116751269035533 0.25 0
"Arhgef7" 0.244444444444444 0.214750542299349 0.180803571428571 0.306701030927835 0.152588555858311 0.271341463414634 0.335714285714286 0.159663865546218 0.16751269035533 0.203125 0.333333333333333
"Psd" 0 0 0 0.00257731958762887 0.00272479564032698 0.0121951219512195 0 0.00420168067226891 0 0 0
"Emid1" 0.0404040404040404 0.0498915401301518 0.0334821428571429 0.0463917525773196 0.0217983651226158 0.0457317073170732 0.0142857142857143 0.046218487394958 0.0812182741116751 0 0.0666666666666667
"Apex2" 0.0646464646464646 0.0390455531453362 0.0357142857142857 0.0412371134020619 0.0381471389645777 0.0396341463414634 0.0392857142857143 0.046218487394958 0.0253807106598985 0.046875 0.133333333333333
"Zfp273" 0.00808080808080808 0.0108459869848156 0.00669642857142857 0.0077319587628866 0.00544959128065395 0.00609756097560976 0.0321428571428571 0.0210084033613445 0.0101522842639594 0.03125 0
"Dock4" 0.0222222222222222 0.0325379609544469 0.03125 0.0335051546391753 0.0326975476839237 0.0304878048780488 0.0714285714285714 0.0336134453781513 0.0304568527918782 0.03125 0
"Whrn" 0.0525252525252525 0.0325379609544469 0.0245535714285714 0.0231958762886598 0.0299727520435967 0.0518292682926829 0.0178571428571429 0.0336134453781513 0.0203045685279188 0.015625 0
"Acaa1a" 0.761616161616162 0.776572668112798 0.658482142857143 0.70360824742268 0.82016348773842 0.75609756097561 0.9 0.73109243697479 0.817258883248731 0.78125 0.466666666666667
"Ydjc" 0.00404040404040404 0.00433839479392625 0.00446428571428571 0.0103092783505155 0.00272479564032698 0.00304878048780488 0 0.00840336134453781 0.0152284263959391 0 0
"Setd4" 0.0363636363636364 0.0216919739696312 0.0424107142857143 0.0412371134020619 0.0190735694822888 0.024390243902439 0.0321428571428571 0.0168067226890756 0.0304568527918782 0.09375 0
"9930021J03Rik" 0.0929292929292929 0.127982646420824 0.0848214285714286 0.095360824742268 0.0653950953678474 0.11280487804878 0.0571428571428571 0.109243697478992 0.137055837563452 0.171875 0.466666666666667
"Ubxn4" 0.84040404040404 0.787418655097614 0.895089285714286 0.994845360824742 0.847411444141689 0.829268292682927 1.20357142857143 0.848739495798319 0.65989847715736 0.875 0.933333333333333
"Snap47" 0.161616161616162 0.160520607375271 0.154017857142857 0.126288659793814 0.100817438692098 0.137195121951219 0.00714285714285714 0.184873949579832 0.197969543147208 0.25 0
"Sbf1" 0.0565656565656566 0.0629067245119306 0.0513392857142857 0.0541237113402062 0.0626702997275204 0.0792682926829268 0.0285714285714286 0.0420168067226891 0.0609137055837563 0.140625 0.0666666666666667
"Ckap5" 0.119191919191919 0.123644251626898 0.118303571428571 0.11340206185567 0.0980926430517711 0.109756097560976 0.0464285714285714 0.172268907563025 0.126903553299492 0.1875 0.2
"Stambp" 0.157575757575758 0.106290672451193 0.0959821428571428 0.172680412371134 0.100817438692098 0.161585365853659 0.0178571428571429 0.147058823529412 0.0913705583756345 0.1875 0.0666666666666667
"Igf2bp1" 0.00202020202020202 0.00433839479392625 0.00446428571428571 0 0 0 0.0142857142857143 0 0.0101522842639594 0 0
"Fbxo5" 0.00202020202020202 0.00867678958785249 0.00223214285714286 0.00257731958762887 0.0136239782016349 0.00609756097560975 0 0 0.0203045685279188 0.015625 0
"Rnf170" 0.0404040404040404 0.0281995661605206 0.0491071428571429 0.0206185567010309 0.0272479564032698 0.0335365853658537 0 0.046218487394958 0.0609137055837563 0.046875 0.0666666666666667
"Usp24" 0.0464646464646465 0.052060737527115 0.03125 0.0644329896907216 0.0435967302452316 0.0396341463414634 0.0357142857142857 0.0588235294117647 0.0609137055837563 0.0625 0.0666666666666667
"Mcmbp" 0.35959595959596 0.331887201735358 0.779017857142857 0.34020618556701 0.332425068119891 0.36280487804878 0.5 0.457983193277311 0.411167512690355 0.421875 0.4
"Agl" 0.216161616161616 0.216919739696312 0.263392857142857 0.195876288659794 0.11716621253406 0.204268292682927 0.439285714285714 0.168067226890756 0.121827411167513 0.296875 0.0666666666666667
"Svil" 1.06262626262626 1.04338394793926 0.973214285714286 1.07731958762887 0.940054495912806 1.17682926829268 1.13928571428571 0.945378151260504 0.969543147208122 0.984375 0.6
"Scn2b" 0.0464646464646465 0.0477223427331887 0.0848214285714286 0.0438144329896907 0.0299727520435967 0.0304878048780488 0.0428571428571429 0.0756302521008403 0.0304568527918782 0.03125 0
"Myo5a" 0.0262626262626263 0.052060737527115 0.0424107142857143 0.0412371134020619 0.0408719346049046 0.0365853658536585 0.0178571428571429 0.0378151260504202 0.0406091370558376 0.03125 0
"Sppl3" 0.165656565656566 0.164859002169197 0.136160714285714 0.15979381443299 0.138964577656676 0.158536585365854 0.471428571428571 0.142857142857143 0.121827411167513 0.140625 0.133333333333333
"Zfp638" 0.197979797979798 0.130151843817787 0.160714285714286 0.15979381443299 0.136239782016349 0.179878048780488 0.0142857142857143 0.189075630252101 0.213197969543147 0.140625 0.0666666666666667
