"0" "1" "2" "3" "4" "5" "6" "7"
"Limch1" 0.652830188679245 0.196850393700787 0.338709677419355 0.85625 0.473684210526316 0.0916666666666667 0.301075268817204 0.782608695652174
"Herc3" 0.0415094339622641 0 0.0645161290322581 0.08125 0.075187969924812 0.05 0.043010752688172 0.0434782608695652
"B4galt6" 0.169811320754717 0.015748031496063 0.0645161290322581 0.10625 0.105263157894737 0.0833333333333333 0.0537634408602151 0.0434782608695652
"Arhgef7" 0.207547169811321 0.0393700787401575 0.236559139784946 0.2125 0.105263157894737 0.0666666666666667 0.129032258064516 0.217391304347826
"Psd" 0.00754716981132075 0 0 0.00625 0 0 0.032258064516129 0.0108695652173913
"Emid1" 0.0264150943396226 0.0078740157480315 0 0.01875 0.0451127819548872 0.0583333333333333 0.0645161290322581 0.0217391304347826
"Apex2" 0.0566037735849057 0.00393700787401575 0.010752688172043 0.025 0.0601503759398496 0.025 0.021505376344086 0.0217391304347826
"Zfp273" 0.0188679245283019 0 0.010752688172043 0.0125 0 0 0.021505376344086 0
"Dock4" 0.0264150943396226 0 0.0161290322580645 0.04375 0.0827067669172932 0.0416666666666667 0.043010752688172 0.0108695652173913
"Whrn" 0.030188679245283 0.0196850393700787 0.00537634408602151 0.025 0.037593984962406 0.0666666666666667 0.021505376344086 0.0108695652173913
"Acaa1a" 0.543396226415094 0.350393700787402 0.172043010752688 0.51875 0.593984962406015 0.233333333333333 0.537634408602151 0.543478260869565
"Ydjc" 0.00754716981132075 0 0.010752688172043 0.0125 0.0075187969924812 0.025 0 0.0108695652173913
"Setd4" 0.0113207547169811 0.00393700787401575 0.032258064516129 0.0125 0.0150375939849624 0.0583333333333333 0.0752688172043011 0.0108695652173913
"9930021J03Rik" 0.113207547169811 0.0708661417322835 0.0376344086021505 0.08125 0.075187969924812 0.0583333333333333 0.118279569892473 0.0652173913043478
"Ubxn4" 0.547169811320755 0.224409448818898 0.327956989247312 0.525 0.526315789473684 0.366666666666667 0.602150537634409 0.456521739130435
"Snap47" 0.113207547169811 0.0393700787401575 0.053763440860215 0.1875 0.233082706766917 0.141666666666667 0.150537634408602 0.119565217391304
"Sbf1" 0.0716981132075472 0.0078740157480315 0.032258064516129 0.04375 0.0225563909774436 0.0583333333333333 0.032258064516129 0.0217391304347826
"Ckap5" 0.132075471698113 0.062992125984252 0.0483870967741935 0.1 0.150375939849624 0.15 0.0860215053763441 0.0543478260869565
"Stambp" 0.177358490566038 0.031496062992126 0.010752688172043 0.125 0.157894736842105 0.0583333333333333 0.0967741935483871 0.141304347826087
"Igf2bp1" 0.0113207547169811 0 0.0161290322580645 0.00625 0 0 0 0
"Fbxo5" 0.0113207547169811 0 0 0.0125 0.0075187969924812 0.0166666666666667 0 0.0108695652173913
"Rnf170" 0.0641509433962264 0.0196850393700787 0 0.05 0.0676691729323308 0.0916666666666667 0.0752688172043011 0.0326086956521739
"Usp24" 0.0566037735849057 0.0196850393700787 0.00537634408602151 0.06875 0.0526315789473684 0.1 0.032258064516129 0.0543478260869565
"Mcmbp" 0.245283018867925 0.15748031496063 0.354838709677419 0.34375 0.210526315789474 0.233333333333333 0.236559139784946 0.347826086956522
"Agl" 0.181132075471698 0.0590551181102362 0.241935483870968 0.20625 0.12781954887218 0.108333333333333 0.172043010752688 0.152173913043478
"Svil" 0.89811320754717 0.862204724409449 0.403225806451613 0.8875 0.503759398496241 0.0833333333333333 1.16129032258065 0.891304347826087
"Scn2b" 0.0452830188679245 0.00787401574803149 0.0376344086021505 0.08125 0.0300751879699248 0.116666666666667 0.032258064516129 0.0760869565217391
"Myo5a" 0.0566037735849057 0.0669291338582677 0.032258064516129 0.04375 0.0451127819548872 0.116666666666667 0.032258064516129 0.0326086956521739
"Sppl3" 0.10188679245283 0.062992125984252 0.263440860215054 0.0625 0.12781954887218 0.0583333333333333 0.043010752688172 0.0978260869565217
"Zfp638" 0.207547169811321 0.0275590551181102 0.032258064516129 0.18125 0.157894736842105 0.133333333333333 0.150537634408602 0.119565217391304
"Dohh" 0.418867924528302 0.236220472440945 0.0967741935483871 0.41875 0.225563909774436 0.158333333333333 0.462365591397849 0.33695652173913
"Ctc1" 0.0452830188679245 0.015748031496063 0.00537634408602151 0.01875 0.0225563909774436 0.025 0.043010752688172 0
"Plcb4" 1.19245283018868 0.948818897637795 1.16129032258065 1.10625 0.511278195488722 0.125 1.60215053763441 0.934782608695652
