"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13"
"Mcmbp" 0.12220566318927 0.171641791044776 0.102079395085066 0.11340206185567 0.118343195266272 0.229357798165138 0.116788321167883 0.181467181467181 0.124497991967871 0.299595141700405 0.109090909090909 0.104166666666667 0.157894736842105 0.04
"Agl" 0.0491803278688525 0.0690298507462687 0.113421550094518 0.088659793814433 0.0857988165680473 0.0336391437308868 0.0474452554744526 0.0231660231660232 0.0281124497991968 0.0769230769230769 0.0363636363636364 0.0625 0.105263157894737 0.28
"Svil" 0.00894187779433681 0.0503731343283582 0.0189035916824197 0.0907216494845361 0.014792899408284 0.0275229357798165 0.0510948905109489 0.0231660231660232 0.0522088353413655 0.0404858299595142 0.0181818181818182 0 0.105263157894737 0.12
"Scn2b" 0.014903129657228 0.00186567164179104 0.0170132325141777 0.0164948453608247 0.0384615384615385 0.00305810397553517 0.0182481751824818 0.00772200772200772 0.00803212851405622 0.00809716599190283 0.0181818181818182 0.0416666666666667 0 0.04
"Myo5a" 0.0804769001490313 0.0261194029850746 0.0151228733459357 0.138144329896907 0.00591715976331361 0.00611620795107034 0.0875912408759124 0.0424710424710425 0.0281124497991968 0.0364372469635627 0 0.145833333333333 0.0263157894736842 0
"Sppl3" 0.104321907600596 0.0932835820895522 0.0945179584120983 0.0680412371134021 0.0650887573964497 0.0489296636085627 0.0656934306569343 0.0386100386100386 0.0562248995983936 0.0526315789473684 0.0545454545454545 0.104166666666667 0.0526315789473684 0.04
"Zfp638" 0.131147540983607 0.119402985074627 0.0661625708884688 0.0783505154639175 0.0739644970414201 0.113149847094801 0.124087591240876 0.0810810810810811 0.104417670682731 0.109311740890688 0.109090909090909 0.0833333333333333 0.0526315789473684 0.16
"Dohh" 0.0849478390461997 0.0634328358208955 0.0113421550094518 0.0989690721649484 0.0680473372781065 0.036697247706422 0.109489051094891 0.0694980694980695 0.072289156626506 0.137651821862348 0.0363636363636364 0.125 0.0526315789473684 0.12
"Ctc1" 0.0238450074515648 0.0354477611940298 0.0472589792060491 0.0432989690721649 0.00887573964497041 0.0275229357798165 0.0182481751824818 0.0115830115830116 0.0281124497991968 0.0890688259109312 0.0363636363636364 0 0.0526315789473684 0.28
"Plcb4" 0 0.00559701492537313 0.00378071833648393 0.00206185567010309 0.0029585798816568 0.00305810397553517 0.0145985401459854 0.00772200772200772 0.0602409638554217 0.0161943319838057 0.0181818181818182 0.0208333333333333 0 0.04
"Trak1" 0.0312965722801788 0.0466417910447761 0.0340264650283554 0.0804123711340206 0.0266272189349112 0.0244648318042813 0.0693430656934307 0.027027027027027 0.0321285140562249 0.0809716599190283 0.0727272727272727 0.0625 0.0263157894736842 0.04
"Smarcc1" 0.0387481371087928 0.0373134328358209 0.0434782608695652 0.0412371134020619 0.0621301775147929 0.0428134556574924 0.062043795620438 0.0463320463320463 0.0763052208835341 0.433198380566802 0.0363636363636364 0.0416666666666667 0.0526315789473684 0.44
"Endov" 0.0208643815201192 0.0186567164179104 0.0207939508506616 0.0185567010309278 0.0207100591715976 0.0244648318042813 0.0255474452554745 0.0193050193050193 0.0321285140562249 0.0364372469635627 0.0363636363636364 0.0208333333333333 0.0263157894736842 0.08
"Ipmk" 0.0476900149031297 0.0391791044776119 0.0359168241965974 0.0412371134020619 0.0118343195266272 0.0275229357798165 0.0291970802919708 0.00772200772200772 0.373493975903614 0.048582995951417 0.109090909090909 0.145833333333333 0.0526315789473684 0.08
"Stxbp4" 0.0134128166915052 0.0186567164179104 0.0321361058601134 0.00618556701030928 0.0325443786982249 0.0122324159021407 0.00364963503649635 0.0308880308880309 0.0562248995983936 0.0242914979757085 0.0181818181818182 0.0416666666666667 0 0
"Adam33" 0.0014903129657228 0.0111940298507463 0 0.0762886597938144 0.00591715976331361 0 0 0.00386100386100386 0 0 0 0 0 0
"Ncoa2" 0.0655737704918033 0.121268656716418 0.054820415879017 0.0865979381443299 0.0621301775147929 0.0948012232415902 0.0656934306569343 0.0617760617760618 0.168674698795181 0.0728744939271255 0.109090909090909 0.0833333333333333 0.0263157894736842 0.24
"Tcp11" 0.00447093889716841 0 0.00189035916824197 0.00412371134020619 0.00591715976331361 0.00305810397553517 0.0145985401459854 0 0.00401606425702811 0 0 0.0208333333333333 0 0
"Ccdc137" 0.0387481371087928 0.0279850746268657 0.0396975425330813 0.0247422680412371 0.0621301775147929 0.0122324159021407 0.0109489051094891 0.0308880308880309 0.0401606425702811 0.0647773279352227 0.0363636363636364 0 0 0.04
"Mapre3" 0.00447093889716841 0.00746268656716418 0 0.0123711340206186 0 0.00917431192660551 0.0145985401459854 0 0.0321285140562249 0.00404858299595142 0.0181818181818182 0 0 0
"Frmd4a" 0.0700447093889717 0.126865671641791 0.128544423440454 0.131958762886598 0.106508875739645 0.0825688073394495 0.160583941605839 0.0579150579150579 0.168674698795181 0.125506072874494 0.236363636363636 0.0833333333333333 0 0.16
"Atp6v0a2" 0.029806259314456 0.0746268656716418 0.0472589792060491 0.0391752577319588 0.0650887573964497 0.073394495412844 0.0656934306569343 0.0193050193050193 0.0522088353413655 0.178137651821862 0.109090909090909 0.0208333333333333 0 0.04
"Dlg1" 0.0432190760059613 0.0522388059701493 0.0680529300567108 0.0556701030927835 0.0532544378698225 0.0305810397553517 0.0328467153284672 0.027027027027027 0.0240963855421687 0.0607287449392713 0.0545454545454545 0.125 0 0.04
"Txlna" 0.0432190760059613 0.042910447761194 0.0321361058601134 0.0494845360824742 0.0739644970414201 0.0581039755351682 0.0474452554744526 0.0231660231660232 0.0401606425702811 0.202429149797571 0.0727272727272727 0.0625 0 0.28
"Inpp4a" 0.0983606557377049 0.203358208955224 0.120982986767486 0.292783505154639 0.0414201183431953 0.107033639143731 0.182481751824818 0.123552123552124 0.140562248995984 0.0688259109311741 0.0909090909090909 0.1875 0.263157894736842 0.08
"Ralgps1" 0.0104321907600596 0.0167910447761194 0.0453686200378072 0.0206185567010309 0.0621301775147929 0.0122324159021407 0.0291970802919708 0.00772200772200772 0.0120481927710843 0.0364372469635627 0.0181818181818182 0.0208333333333333 0 0.08
"Ccdc114" 0.03725782414307 0.0205223880597015 0.0472589792060491 0.0391752577319588 0.029585798816568 0.0305810397553517 0.0255474452554745 0.0463320463320463 0.0321285140562249 0.0323886639676113 0.0545454545454545 0.0416666666666667 0.0263157894736842 0.08
"Eml2" 0.022354694485842 0.0279850746268657 0.0113421550094518 0.0123711340206186 0.00887573964497041 0.00305810397553517 0.0109489051094891 0.00386100386100386 0.036144578313253 0.00809716599190283 0.0363636363636364 0.0416666666666667 0 0.04
"Pfdn6" 0.107302533532042 0.188432835820896 0.0793950850661626 0.183505154639175 0.13905325443787 0.247706422018349 0.186131386861314 0.111969111969112 0.136546184738956 0.502024291497976 0.218181818181818 0.104166666666667 0.394736842105263 0.36
"Cep128" 0.00894187779433681 0.0205223880597015 0.0340264650283554 0.0103092783505155 0.0118343195266272 0.0275229357798165 0.0072992700729927 0.00386100386100386 0.0200803212851406 0.0890688259109312 0.0363636363636364 0.0208333333333333 0.0263157894736842 0.04
"Nek1" 0.0104321907600596 0.0186567164179104 0.0189035916824197 0.0144329896907217 0.00591715976331361 0.00611620795107034 0 0.00386100386100386 0.0120481927710843 0.048582995951417 0 0 0 0.04
"Armc2" 0.0029806259314456 0.00373134328358209 0.0056710775047259 0.0103092783505155 0.0029585798816568 0.00305810397553517 0.00364963503649635 0 0.00803212851405622 0.00809716599190283 0 0 0 0
"Ccar2" 0.0163934426229508 0.0335820895522388 0.0415879017013233 0.00412371134020619 0.0266272189349112 0.018348623853211 0.00364963503649635 0.0115830115830116 0.0200803212851406 0.0809716599190283 0.0181818181818182 0.0416666666666667 0 0
"Pex12" 0.00894187779433681 0.0149253731343284 0.0132325141776938 0.00824742268041237 0.0177514792899408 0.0152905198776758 0.0072992700729927 0.0154440154440154 0.0160642570281124 0.0404858299595142 0.0181818181818182 0.0208333333333333 0 0
"Phf3" 0.277198211624441 0.277985074626866 0.24007561436673 0.14639175257732 0.393491124260355 0.235474006116208 0.135036496350365 0.131274131274131 0.21285140562249 0.157894736842105 0.254545454545455 0.0833333333333333 0.0526315789473684 0.28
"Pcbp2" 0.119225037257824 0.205223880597015 0.0737240075614367 0.156701030927835 0.227810650887574 0.204892966360856 0.175182481751825 0.1003861003861 0.164658634538153 0.287449392712551 0.236363636363636 0.125 0.105263157894737 0.32
"Golph3" 0.116244411326379 0.100746268656716 0.0359168241965974 0.115463917525773 0.130177514792899 0.0978593272171254 0.105839416058394 0.0694980694980695 0.136546184738956 0.101214574898785 0.0727272727272727 0.0625 0.131578947368421 0.2
"Ankrd13d" 0.00447093889716841 0.00559701492537313 0.00756143667296786 0.0288659793814433 0.0325443786982249 0.0122324159021407 0.0072992700729927 0 0.00803212851405622 0.0161943319838057 0.0181818181818182 0.0208333333333333 0 0.08
"Luc7l3" 0.248882265275708 0.175373134328358 0.168241965973535 0.154639175257732 0.334319526627219 0.149847094801223 0.164233576642336 0.177606177606178 0.184738955823293 0.493927125506073 0.236363636363636 0.1875 0.0526315789473684 0.36
"Ypel3" 0.311475409836066 0.595149253731343 0.262759924385633 0.371134020618557 0.437869822485207 0.45565749235474 0.175182481751825 0.328185328185328 0.429718875502008 0.153846153846154 0.636363636363636 0.479166666666667 1.10526315789474 0.32
"Mapk8" 0.0461997019374069 0.0932835820895522 0.168241965973535 0.0742268041237113 0.121301775147929 0.100917431192661 0.0364963503649635 0.0463320463320463 0.0682730923694779 0.0890688259109312 0.0363636363636364 0.0625 0.105263157894737 0.12
"Amn1" 0.114754098360656 0.0932835820895522 0.11531190926276 0.0927835051546392 0.0739644970414201 0.0703363914373089 0.0985401459854015 0.0888030888030888 0.112449799196787 0.0607287449392713 0.0363636363636364 0.104166666666667 0.210526315789474 0.12
"Ccdc22" 0.00894187779433681 0.00746268656716418 0.0113421550094518 0.0164948453608247 0.014792899408284 0.0122324159021407 0.0072992700729927 0 0.0160642570281124 0.0161943319838057 0 0 0 0
"Pgap3" 0.0014903129657228 0.00932835820895522 0.00189035916824197 0.00824742268041237 0.0029585798816568 0.00305810397553517 0.00364963503649635 0 0.0120481927710843 0.00809716599190283 0.0181818181818182 0.0208333333333333 0 0.04
"Mcm3ap" 0.0387481371087928 0.0354477611940298 0.0586011342155009 0.0288659793814433 0.0532544378698225 0.036697247706422 0.0291970802919708 0.0463320463320463 0.0401606425702811 0.0283400809716599 0.0545454545454545 0.0833333333333333 0.0526315789473684 0.04
"Znhit6" 0.0283159463487332 0.0541044776119403 0.0264650283553875 0.0329896907216495 0.014792899408284 0.0458715596330275 0.0255474452554745 0.0154440154440154 0.0642570281124498 0.048582995951417 0.0363636363636364 0.0833333333333333 0 0.04
"Ndufb5" 0.348733233979136 0.455223880597015 0.22117202268431 0.265979381443299 0.588757396449704 0.45565749235474 0.343065693430657 0.301158301158301 0.570281124497992 0.748987854251012 0.472727272727273 0.541666666666667 0.184210526315789 0.72
"Camk2g" 0.0193740685543964 0.115671641791045 0.0378071833648393 0.0536082474226804 0.0502958579881657 0.0581039755351682 0.0912408759124088 0.00772200772200772 0.1285140562249 0.097165991902834 0.254545454545455 0 0 0.2
"Ccdc50" 0.201192250372578 0.0988805970149254 0.0170132325141777 0.204123711340206 0.0236686390532544 0.0214067278287462 0.14963503649635 0.111969111969112 0.104417670682731 0.0850202429149798 0.127272727272727 0.145833333333333 0 0.12
"Rad17" 0.0655737704918033 0.0615671641791045 0.0510396975425331 0.0639175257731959 0.0502958579881657 0.0458715596330275 0.0437956204379562 0.0424710424710425 0.0522088353413655 0.048582995951417 0.0545454545454545 0.0625 0.0263157894736842 0.08
"Rps27a" 3.06706408345753 2.56529850746269 1.79395085066163 1.63917525773196 2.00295857988166 4.48623853211009 2.4014598540146 2.7027027027027 2.63052208835341 2.17813765182186 2.12727272727273 3.77083333333333 1.42105263157895 3.04
"Lss" 0.00745156482861401 0.0130597014925373 0 0.0103092783505155 0.0029585798816568 0.018348623853211 0.010948905109489 0 0.00803212851405622 0.0323886639676113 0.0545454545454545 0.0208333333333333 0.0263157894736842 0.08
"Hibadh" 0.0655737704918033 0.10634328358209 0.175803402646503 0.0969072164948454 0.49112426035503 0.143730886850153 0.0547445255474453 0.0424710424710425 0.104417670682731 0.461538461538462 0.109090909090909 0.0416666666666667 0 0.88
"Tjp3" 0.00745156482861401 0.00559701492537313 0.00189035916824197 0.00618556701030928 0.00591715976331361 0.00305810397553517 0.0182481751824818 0.00772200772200772 0.0160642570281124 0.0404858299595142 0 0 0 0
"Ssbp2" 0.0432190760059613 0.104477611940299 0.799621928166352 0.0515463917525773 1.74852071005917 0.186544342507645 0.0547445255474453 0.0733590733590734 0.132530120481928 0.813765182186235 0.0909090909090909 0.0833333333333333 0 0.48
"2410002F23Rik" 0.0283159463487332 0.042910447761194 0.0283553875236295 0.0371134020618557 0.0236686390532544 0.036697247706422 0.0437956204379562 0.0115830115830116 0.0562248995983936 0.0566801619433198 0.0363636363636364 0.125 0 0.16
"Josd2" 0.0640834575260805 0.0970149253731343 0.0170132325141777 0.0701030927835052 0.0473372781065089 0.0886850152905199 0.0802919708029197 0.0501930501930502 0.112449799196787 0.0647773279352227 0.181818181818182 0.104166666666667 0.0526315789473684 0.24
"Tcf3" 0.125186289120715 0.125 0.120982986767486 0.065979381443299 0.183431952662722 0.0978593272171254 0.0802919708029197 0.0540540540540541 0.0803212851405622 0.421052631578947 0.0909090909090909 0.25 0.0263157894736842 0.56
"Vmn1r214" 0.014903129657228 0.0186567164179104 0.00756143667296786 0.0144329896907217 0.0384615384615385 0.0214067278287462 0.0145985401459854 0.027027027027027 0.0200803212851406 0.0404858299595142 0.0727272727272727 0 0 0
"Atf2" 0.0625931445603577 0.0783582089552239 0.054820415879017 0.0680412371134021 0.0828402366863905 0.073394495412844 0.0328467153284672 0.0386100386100386 0.072289156626506 0.109311740890688 0.0181818181818182 0.104166666666667 0 0.04
"Togaram1" 0.014903129657228 0.0298507462686567 0.00945179584120983 0.022680412371134 0.029585798816568 0.0305810397553517 0.0109489051094891 0.00772200772200772 0.0160642570281124 0.0121457489878543 0.0363636363636364 0.0208333333333333 0 0
"Ankrd33b" 0.114754098360656 0.00186567164179104 0.0151228733459357 0.0577319587628866 0 0 0.0547445255474453 0.0308880308880309 0.0401606425702811 0.0121457489878543 0 0.895833333333333 0.526315789473684 0
"Hjurp" 0.0342771982116244 0.0727611940298507 0.224952741020794 0.0309278350515464 0.186390532544379 0.0948012232415902 0.0255474452554745 0.0617760617760618 0.0682730923694779 0.635627530364372 0.109090909090909 0.0416666666666667 0.0526315789473684 0.24
"Sema4d" 0.119225037257824 0.210820895522388 0.11531190926276 0.228865979381443 0.133136094674556 0.125382262996942 0.14963503649635 0.1003861003861 0.196787148594378 0.097165991902834 0.145454545454545 0.0625 0.421052631578947 0.12
"Ikzf2" 0.014903129657228 0.324626865671642 0.559546313799622 0.0185567010309278 0.331360946745562 0.0917431192660551 0.062043795620438 0.0965250965250965 0.349397590361446 0.234817813765182 0.272727272727273 0 0 0.84
"Ssr2" 0.12220566318927 0.190298507462687 0.102079395085066 0.268041237113402 0.251479289940828 0.155963302752294 0.208029197080292 0.0772200772200772 0.176706827309237 0.461538461538462 0.418181818181818 0.0833333333333333 0.0263157894736842 0.48
"Ctdspl2" 0.0968703427719821 0.0951492537313433 0.0888468809073724 0.0742268041237113 0.112426035502959 0.0703363914373089 0.0656934306569343 0.0926640926640927 0.0963855421686747 0.218623481781377 0.127272727272727 0.145833333333333 0 0.08
"Atp13a2" 0.0327868852459016 0.0223880597014925 0.0396975425330813 0.160824742268041 0.0502958579881657 0.0305810397553517 0.0364963503649635 0.0386100386100386 0.036144578313253 0.0647773279352227 0.0545454545454545 0.0625 0.0526315789473684 0.12
"Nmi" 0.105812220566319 0.255597014925373 0.0396975425330813 0.0907216494845361 0.0769230769230769 0.232415902140673 0.109489051094891 0.0772200772200772 0.196787148594378 0.133603238866397 0.309090909090909 0.229166666666667 0.0789473684210526 0.08
"Smox" 0.0029806259314456 0.042910447761194 0.0113421550094518 0.263917525773196 0.0532544378698225 0.0428134556574924 0.102189781021898 0.0115830115830116 0.248995983935743 0.0283400809716599 0.0545454545454545 0.0208333333333333 0.5 0.08
"Pan3" 0.545454545454545 0.434701492537313 1.07183364839319 0.261855670103093 1.1301775147929 0.403669724770642 0.430656934306569 0.61003861003861 0.365461847389558 0.619433198380567 0.345454545454545 0.270833333333333 0.184210526315789 1.08
"Gart" 0.0596125186289121 0.0391791044776119 0.056710775047259 0.0536082474226804 0.0207100591715976 0.0948012232415902 0.0583941605839416 0.0424710424710425 0.0321285140562249 0.238866396761134 0.0181818181818182 0.0833333333333333 0 0.08
"Ube2m" 0.0745156482861401 0.10634328358209 0.0869565217391304 0.127835051546392 0.133136094674556 0.100917431192661 0.145985401459854 0.0810810810810811 0.176706827309237 0.299595141700405 0.145454545454545 0.25 0 0.28
"Agap2" 0.00596125186289121 0.0242537313432836 0.00756143667296786 0.00824742268041237 0.0236686390532544 0.0152905198776758 0.00364963503649635 0.00772200772200772 0.0281124497991968 0.00809716599190283 0.0363636363636364 0.0208333333333333 0 0.04
"2610002M06Rik" 0.0461997019374069 0.0503731343283582 0.0226843100189036 0.0350515463917526 0.0384615384615385 0.0519877675840979 0.0109489051094891 0.027027027027027 0.0401606425702811 0.145748987854251 0.0545454545454545 0.0416666666666667 0.0263157894736842 0.04
"Mefv" 0 0 0 0.0824742268041237 0 0 0.102189781021898 0 0.00401606425702811 0 0 0 0.105263157894737 0
"Srsf11" 0.521609538002981 0.5 0.627599243856333 0.247422680412371 1.00295857988166 0.605504587155963 0.368613138686131 0.409266409266409 0.429718875502008 0.890688259109312 0.454545454545455 0.479166666666667 0 0.88
"Atp5h" 0.71833084947839 1.31902985074627 1.16635160680529 0.711340206185567 1.7189349112426 1.03669724770642 1.0985401459854 0.864864864864865 1.1566265060241 2.64777327935223 1.61818181818182 0.645833333333333 0.342105263157895 1.44
"Cd34" 0.00894187779433681 0.0111940298507463 0.0321361058601134 0.0350515463917526 0.00591715976331361 0.0122324159021407 0.0364963503649635 0.0347490347490347 0.0281124497991968 0.0364372469635627 0.0545454545454545 0 0 0.04
"Ubn2" 0.0834575260804769 0.10634328358209 0.11531190926276 0.0742268041237113 0.106508875739645 0.073394495412844 0.0875912408759124 0.0888030888030888 0.116465863453815 0.0769230769230769 0.163636363636364 0.145833333333333 0 0.16
"Atp11b" 0.0953800298062593 0.39365671641791 0.353497164461248 0.0907216494845361 0.366863905325444 0.400611620795107 0.124087591240876 0.0926640926640927 0.0963855421686747 0.157894736842105 0.490909090909091 0.125 0.105263157894737 0.28
"Arhgef39" 0 0 0 0.00824742268041237 0.0029585798816568 0 0 0 0.00401606425702811 0.17004048582996 0 0 0 0
"Drosha" 0.0134128166915052 0.0111940298507463 0.0132325141776938 0.0123711340206186 0.0473372781065089 0.0428134556574924 0.0291970802919708 0 0.0160642570281124 0.048582995951417 0.0181818181818182 0 0 0.56
"Pign" 0.0476900149031297 0.0541044776119403 0.0642722117202268 0.0969072164948454 0.0591715976331361 0.0428134556574924 0.072992700729927 0.0579150579150579 0.0401606425702811 0.0283400809716599 0.0363636363636364 0.0625 0 0.04
"Mtx3" 0.0044709388971684 0.00559701492537313 0 0.00618556701030928 0 0 0 0 0.00401606425702811 0.00404858299595142 0.0181818181818182 0 0 0
"Tgfbrap1" 0.0134128166915052 0.0205223880597015 0 0.0371134020618557 0.014792899408284 0.0244648318042813 0.0145985401459854 0.0115830115830116 0.0240963855421687 0.0161943319838057 0.0545454545454545 0.0416666666666667 0 0
"Csf2ra" 0.0387481371087928 0.0111940298507463 0.0170132325141777 0.917525773195876 0.00591715976331361 0.00917431192660551 0.733576642335766 0.0347490347490347 0.0240963855421687 0.0283400809716599 0 0.0833333333333333 0.447368421052632 0.08
"Acp2" 0.0029806259314456 0.0149253731343284 0.0302457466918715 0.181443298969072 0.00887573964497041 0.00305810397553517 0.0255474452554745 0 0.00401606425702811 0.0283400809716599 0.0181818181818182 0 0 0
"Ttll1" 0.0163934426229508 0.00559701492537313 0.0056710775047259 0.00824742268041237 0.0502958579881657 0.0244648318042813 0.0072992700729927 0.00772200772200772 0.0160642570281124 0.0445344129554656 0.0181818181818182 0.0208333333333333 0.0263157894736842 0
"Ank3" 0.0178837555886736 0.0167910447761194 0.0056710775047259 0.0123711340206186 0.00887573964497041 0.00305810397553517 0.00364963503649635 0.0154440154440154 0.0240963855421687 0.0161943319838057 0.0545454545454545 0.0416666666666667 0 0
"Ythdf3" 0.0581222056631893 0.0802238805970149 0.0359168241965973 0.0742268041237113 0.0384615384615385 0.0428134556574924 0.0510948905109489 0.0617760617760618 0.0602409638554217 0.0526315789473684 0.163636363636364 0.0625 0.0263157894736842 0.08
"Cnksr3" 0.00745156482861401 0.00373134328358209 0.00945179584120983 0.0432989690721649 0.0118343195266272 0.00917431192660551 0.0072992700729927 0.00386100386100386 0.00803212851405622 0.00809716599190283 0 0.0208333333333333 0 0
"Odf2" 0.0938897168405365 0.0652985074626866 0.0415879017013233 0.0494845360824742 0.0650887573964497 0.0611620795107034 0.0510948905109489 0.104247104247104 0.0923694779116466 0.194331983805668 0.0727272727272727 0.0833333333333333 0 0.08
"Spop" 0.169895678092399 0.180970149253731 0.0850661625708885 0.315463917525773 0.281065088757396 0.241590214067278 0.343065693430657 0.177606177606178 0.244979919678715 0.234817813765182 0.181818181818182 0.145833333333333 0.0789473684210526 0.2
"Zfp446" 0.0163934426229508 0.0167910447761194 0.0151228733459357 0.00824742268041237 0.0177514792899408 0.0275229357798165 0.0109489051094891 0.00772200772200772 0.0321285140562249 0.0242914979757085 0.0181818181818182 0.0208333333333333 0.0789473684210526 0.04
"Ccnb1" 0.0134128166915052 0.0130597014925373 0.0056710775047259 0.00412371134020619 0.0029585798816568 0.00305810397553517 0.0145985401459854 0.0154440154440154 0.0321285140562249 1.02429149797571 0.0181818181818182 0.0208333333333333 0 0
"D130007C19Rik" 0.0104321907600596 0.0111940298507463 0.00756143667296786 0.0494845360824742 0.014792899408284 0.00611620795107034 0.0072992700729927 0.0154440154440154 0.00401606425702811 0.0242914979757085 0 0 0.0263157894736842 0
"Pnpla7" 0.0461997019374069 0.0541044776119403 0.0434782608695652 0.0783505154639175 0.0473372781065089 0.0458715596330275 0.0364963503649635 0.0193050193050193 0.0401606425702811 0.0121457489878543 0.0181818181818182 0 0.105263157894737 0.08
"Abca1" 0.162444113263785 0.0559701492537313 0.0491493383742911 0.274226804123711 0.0118343195266272 0.036697247706422 0.0510948905109489 0.0965250965250965 0.0321285140562249 0.0121457489878543 0.0363636363636364 0.0833333333333333 0.157894736842105 0
