,GSE,study_accession,secondary_sample_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,ftp,technology,fq_dump,bam
1,GSE155513,PRJNA649970,SRS7124065,SAMN15690470,SRX8862342,SRR12363105,10090,Mus musculus,NA,NA,NA,10x,yes,no
