"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11"
"CAAA01147332.1" 0.0220492866407263 0.0368 0.0292598967297762 0.0409638554216867 0.0623306233062331 0.0481481481481481 0.0607287449392713 0.0336134453781513 0.0260416666666667 0.0672268907563025 0.0705882352941176 0.0227272727272727
"Drosha" 0.0518806744487678 0.0912 0.0998278829604131 0.101204819277108 0.113821138211382 0.125925925925926 0.0890688259109312 0.0588235294117647 0.0520833333333333 0.0672268907563025 0.105882352941176 0.0227272727272727
"Pign" 0.0324254215304799 0.0544 0.0550774526678141 0.0530120481927711 0.0542005420054201 0.0555555555555556 0.0931174089068826 0.0630252100840336 0.03125 0.117647058823529 0.0705882352941176 0.454545454545455
"Mtx3" 0.0116731517509728 0.0336 0.0223752151462995 0.0120481927710843 0.035230352303523 0.0259259259259259 0.0202429149797571 0.0294117647058824 0.0364583333333333 0.0504201680672269 0.0352941176470588 0
"Tgfbrap1" 0.0428015564202335 0.0704 0.0688468158347676 0.0674698795180723 0.0975609756097561 0.1 0.0688259109311741 0.0630252100840336 0.0520833333333333 0.134453781512605 0.0470588235294118 0
"Csf2ra" 0.0168612191958495 0.0656 0.0481927710843373 0.0457831325301205 0.0650406504065041 0.0148148148148148 0.00404858299595142 0.0672268907563025 0.015625 0.0504201680672269 0.0588235294117647 0.0227272727272727
"Acp2" 0.0985732814526589 0.2208 0.179001721170396 0.173493975903614 0.192411924119241 0.118518518518519 0.125506072874494 0.19327731092437 0.0729166666666667 0.19327731092437 0.105882352941176 0
"Ttll1" 0.114137483787289 0.1472 0.163511187607573 0.132530120481928 0.233062330623306 0.166666666666667 0.0931174089068826 0.159663865546218 0.109375 0.218487394957983 0.164705882352941 0.0227272727272727
"Ank3" 0.0311284046692607 0.0672 0.0464716006884682 0.0650602409638554 0.0948509485094851 0.0814814814814815 0.0769230769230769 0.0546218487394958 0.0260416666666667 0.0672268907563025 0.0470588235294118 0.0227272727272727
"Ythdf3" 0.133592736705577 0.2336 0.197934595524957 0.204819277108434 0.249322493224932 0.181481481481481 0.161943319838057 0.210084033613445 0.171875 0.252100840336134 0.164705882352941 0
"Sdr39u1" 0.00389105058365759 0.0112 0.00172117039586919 0.00481927710843374 0.00542005420054201 0 0 0.0168067226890756 0.0104166666666667 0 0.0235294117647059 0
"Grin2b" 0.0103761348897536 0.0128 0.0103270223752151 0.0120481927710843 0.00813008130081301 0.00740740740740741 0.00809716599190283 0.00420168067226891 0 0.0252100840336134 0 0
"Cnksr3" 0.0972762645914397 0.2208 0.177280550774527 0.207228915662651 0.176151761517615 0.151851851851852 0.0445344129554656 0.19327731092437 0.0625 0.19327731092437 0.188235294117647 0.0454545454545455
"Odf2" 0.0583657587548638 0.1392 0.115318416523236 0.125301204819277 0.10840108401084 0.103703703703704 0.0890688259109312 0.126050420168067 0.0416666666666667 0.126050420168067 0.0941176470588235 0.0454545454545455
"Spop" 1.22049286640726 1.3264 1.20826161790017 1.35421686746988 1.37940379403794 1.12592592592593 1.16599190283401 1.32352941176471 1.32291666666667 1.2436974789916 1.30588235294118 1.68181818181818
"Zfp446" 0.0181582360570687 0.0384 0.0413080895008606 0.0337349397590361 0.043360433604336 0.0296296296296296 0.0364372469635627 0.0252100840336134 0.0416666666666667 0.0420168067226891 0.0352941176470588 0
"Ltbp3" 0.713359273670558 0.7312 0.741824440619621 0.730120481927711 0.894308943089431 0.585185185185185 0.615384615384615 1.07983193277311 0.979166666666667 0.705882352941176 0.317647058823529 0.772727272727273
"Ccnb1" 0.00389105058365759 0.016 0.0137693631669535 0.0072289156626506 0.018970189701897 0.0259259259259259 0.00404858299595142 0.0168067226890756 0 0.0756302521008403 0 0
