"0" "1" "2" "3" "4" "5" "6" "7" "8" "9"
"Limch1" 0.429362880886427 0.254681647940075 0.114942528735632 0.0689655172413793 0.190871369294606 0.108108108108108 0.0596330275229358 0.380952380952381 0.0638297872340425 0.108695652173913
"Herc3" 0.0124653739612188 0.0149812734082397 0.00689655172413793 0.0172413793103448 0.020746887966805 0 0.0137614678899083 0.00680272108843537 0 0
"B4galt6" 0.0318559556786704 0.0393258426966292 0.032183908045977 0.0443349753694581 0.024896265560166 0.0405405405405405 0.0229357798165138 0.0136054421768707 0.0638297872340425 0.0217391304347826
"Arhgef7" 0.0623268698060942 0.0430711610486891 0.0183908045977011 0.041871921182266 0.0539419087136929 0.0765765765765766 0.0412844036697248 0.0612244897959184 0.170212765957447 0.0434782608695652
"Psd" 0.0138504155124654 0.00374531835205993 0 0 0 0 0.00917431192660551 0.00680272108843537 0 0
"Emid1" 0.0124653739612188 0.00374531835205993 0.00919540229885057 0.00246305418719212 0.012448132780083 0 0.00458715596330275 0.0136054421768707 0.127659574468085 0
"Apex2" 0.0110803324099723 0.0224719101123595 0.0160919540229885 0.0147783251231527 0.004149377593361 0.0405405405405405 0.00458715596330275 0.0136054421768707 0.0212765957446809 0.0434782608695652
"Zfp273" 0.00831024930747922 0.00187265917602996 0.00459770114942529 0.00492610837438424 0 0.00900900900900901 0.00458715596330275 0 0 0
"Dock4" 0.00831024930747922 0.00749063670411985 0.00919540229885057 0.00985221674876847 0.004149377593361 0.0225225225225225 0.0137614678899083 0 0 0.0217391304347826
"Whrn" 0.0110803324099723 0.00561797752808989 0.0436781609195402 0.0123152709359606 0 0.00900900900900901 0.0137614678899083 0.00680272108843537 0 0.0217391304347826
"Acaa1a" 0.209141274238227 0.228464419475655 0.174712643678161 0.226600985221675 0.116182572614108 0.234234234234234 0.206422018348624 0.217687074829932 0.148936170212766 0.152173913043478
"Ydjc" 0.00415512465373961 0.00749063670411985 0.00689655172413793 0.0147783251231527 0.016597510373444 0.018018018018018 0.00458715596330275 0.00680272108843537 0 0.0217391304347826
"Setd4" 0.00277008310249307 0.00561797752808989 0.00919540229885057 0.00738916256157635 0 0 0.0137614678899083 0.00680272108843537 0 0
"9930021J03Rik" 0.0235457063711911 0.0262172284644195 0.0413793103448276 0.0246305418719212 0.00829875518672199 0.0315315315315315 0.0275229357798165 0.0408163265306122 0 0
"Ubxn4" 0.344875346260388 0.346441947565543 0.337931034482759 0.362068965517241 0.219917012448133 0.432432432432432 0.298165137614679 0.285714285714286 0.319148936170213 0.195652173913043
"Snap47" 0.0886426592797784 0.0898876404494382 0.101149425287356 0.0862068965517241 0.0497925311203319 0.135135135135135 0.114678899082569 0.0748299319727891 0.0851063829787234 0.0434782608695652
"Sbf1" 0.018005540166205 0.0112359550561798 0.0229885057471264 0.0221674876847291 0.004149377593361 0.0315315315315315 0.0137614678899083 0.0136054421768707 0 0.0217391304347826
"Ckap5" 0.0470914127423823 0.0524344569288389 0.0482758620689655 0.0541871921182266 0.0705394190871369 0.0630630630630631 0.018348623853211 0.0612244897959184 0.0851063829787234 0.0434782608695652
"Stambp" 0.0457063711911357 0.0393258426966292 0.0344827586206897 0.0566502463054187 0.012448132780083 0.0540540540540541 0.0321100917431193 0.0340136054421769 0 0
"Igf2bp1" 0 0.00187265917602996 0.00229885057471264 0.00246305418719212 0.016597510373444 0.0045045045045045 0 0 0 0
"Fbxo5" 0 0.00374531835205993 0.00459770114942529 0 0 0.0135135135135135 0 0.00680272108843537 0.0425531914893617 0
