"0" "1" "2" "3" "4" "5" "6" "7" "8"
"Limch1" 1.05555555555556 0.714801444043321 0.397590361445783 0.864583333333333 0.562277580071174 0.72962962962963 0.569230769230769 0.237113402061856 0.0645161290322581
"Herc3" 0.11952861952862 0.0902527075812274 0.0867469879518072 0.09375 0.231316725978648 0.0296296296296296 0.123076923076923 0.0927835051546392 0.0860215053763441
"B4galt6" 0.193602693602694 0.106498194945848 0.151807228915663 0.152777777777778 0.128113879003559 0.037037037037037 0.176923076923077 0.0927835051546392 0.139784946236559
"Arhgef7" 0.304713804713805 0.180505415162455 0.2 0.298611111111111 0.391459074733096 0.0481481481481481 0.315384615384615 0.45360824742268 0.387096774193548
"Psd" 0.0117845117845118 0.0072202166064982 0.00481927710843374 0.00347222222222222 0.0142348754448399 0.0111111111111111 0 0 0.043010752688172
"Emid1" 0.0488215488215488 0.0072202166064982 0.0578313253012048 0.03125 0.0213523131672598 0.0185185185185185 0.0538461538461538 0.11340206185567 0.193548387096774
"Apex2" 0.0420875420875421 0.0126353790613718 0.0554216867469879 0.0416666666666667 0.0177935943060498 0.0111111111111111 0.0461538461538462 0.0721649484536082 0
"Zfp273" 0.0168350168350168 0.0126353790613718 0.0072289156626506 0.0243055555555556 0 0.00740740740740741 0 0.0206185567010309 0.010752688172043
"Dock4" 0.0555555555555556 0.0324909747292419 0.0530120481927711 0.03125 0.0854092526690391 0.0111111111111111 0.0538461538461538 0.0206185567010309 0.010752688172043
"Whrn" 0.0505050505050505 0.0324909747292419 0.0457831325301205 0.0486111111111111 0.0249110320284697 0.0185185185185185 0.0384615384615385 0 0.043010752688172
"Acaa1a" 0.691919191919192 0.528880866425993 0.624096385542169 0.732638888888889 0.441281138790036 0.744444444444444 0.769230769230769 0.577319587628866 0.43010752688172
"Ydjc" 0.00673400673400673 0 0.0072289156626506 0.0104166666666667 0 0.0037037037037037 0 0 0
"Setd4" 0.0606060606060606 0.0288808664259928 0.0578313253012048 0.0486111111111111 0.0320284697508897 0.0111111111111111 0.0230769230769231 0.0206185567010309 0.032258064516129
"9930021J03Rik" 0.131313131313131 0.149819494584838 0.120481927710843 0.104166666666667 0.0213523131672598 0.0592592592592593 0.161538461538462 0.103092783505155 0.10752688172043
"Ubxn4" 0.882154882154882 0.759927797833935 0.819277108433735 0.753472222222222 1.10320284697509 0.937037037037037 0.961538461538461 0.65979381443299 0.591397849462366
"Snap47" 0.13973063973064 0.0776173285198556 0.195180722891566 0.114583333333333 0.0498220640569395 0.0444444444444444 0.176923076923077 0.144329896907216 0.172043010752688
"Sbf1" 0.0808080808080808 0.0379061371841155 0.0771084337349398 0.0625 0.0177935943060498 0.0296296296296296 0.0923076923076923 0.0206185567010309 0
"Ckap5" 0.15993265993266 0.113718411552347 0.171084337349398 0.152777777777778 0.0533807829181495 0.0666666666666667 0.230769230769231 0.164948453608247 0.0860215053763441
"Stambp" 0.175084175084175 0.0902527075812274 0.144578313253012 0.128472222222222 0.0569395017793594 0.0592592592592593 0.138461538461538 0.0824742268041237 0.0537634408602151
