"0" "1" "2" "3" "4" "5" "6" "7"
"Limch1" 0.254901960784314 0.118279569892473 0.032967032967033 0.814814814814815 0.0810810810810811 0.0327868852459016 1.23636363636364 0.0303030303030303
"Herc3" 0.0196078431372549 0.043010752688172 0.010989010989011 0.0740740740740741 0.0135135135135135 0.0327868852459016 0.0727272727272727 0
"B4galt6" 0.127450980392157 0.0860215053763441 0.274725274725275 0.222222222222222 0.0810810810810811 0.19672131147541 0.127272727272727 0.0303030303030303
"Arhgef7" 0.147058823529412 0.10752688172043 0.175824175824176 0.197530864197531 0.108108108108108 0 0.163636363636364 0.0909090909090909
"Emid1" 0.0196078431372549 0.021505376344086 0 0.0740740740740741 0 0 0.0727272727272727 0
"Apex2" 0.0294117647058824 0.043010752688172 0.0549450549450549 0.0246913580246914 0 0.0327868852459016 0.0545454545454545 0
"Zfp273" 0.00980392156862745 0.021505376344086 0.010989010989011 0 0.0135135135135135 0 0 0
"Dock4" 0.0294117647058823 0.032258064516129 0.0769230769230769 0.037037037037037 0.0135135135135135 0 0.0181818181818182 0.0606060606060606
"Whrn" 0.147058823529412 0.021505376344086 0 0.0123456790123457 0.0540540540540541 0 0.0181818181818182 0
"Acaa1a" 0.803921568627451 1.05376344086022 0.978021978021978 1.09876543209877 1.16216216216216 1.22950819672131 1.07272727272727 0.787878787878788
"Ydjc" 0.0392156862745098 0.0537634408602151 0.131868131868132 0.0864197530864197 0.0405405405405405 0.0163934426229508 0.0181818181818182 0
"Setd4" 0.0294117647058824 0.010752688172043 0.164835164835165 0.0493827160493827 0.0405405405405405 0.0163934426229508 0.0181818181818182 0
"9930021J03Rik" 0.127450980392157 0.118279569892473 0.0879120879120879 0.123456790123457 0.0675675675675676 0.0491803278688525 0.0727272727272727 0.0606060606060606
"Ubxn4" 0.901960784313725 1.16129032258065 0.714285714285714 1.1358024691358 0.918918918918919 1.04918032786885 0.854545454545454 0.818181818181818
"Snap47" 0.254901960784314 0.419354838709677 0.0989010989010989 0.308641975308642 0.0945945945945946 0.114754098360656 0.290909090909091 0.393939393939394
"Sbf1" 0.0980392156862745 0.21505376344086 0.164835164835165 0.0617283950617284 0.0675675675675676 0.114754098360656 0.0181818181818182 0.0606060606060606
"Ckap5" 0.117647058823529 0.118279569892473 0.0659340659340659 0.037037037037037 0.0675675675675676 0.0655737704918033 0.127272727272727 0.0606060606060606
"Stambp" 0.0980392156862745 0.204301075268817 0.10989010989011 0.197530864197531 0.0945945945945946 0.114754098360656 0.0727272727272727 0.0606060606060606
"Rnf170" 0.117647058823529 0.139784946236559 0.0549450549450549 0.0740740740740741 0.0135135135135135 0.114754098360656 0.0727272727272727 0.0303030303030303
"Usp24" 0.0294117647058824 0.139784946236559 0.0549450549450549 0.0740740740740741 0.0405405405405405 0.0163934426229508 0.0181818181818182 0.0303030303030303
"Mcmbp" 0.245098039215686 0.21505376344086 0.21978021978022 0.320987654320988 0.0675675675675676 0.245901639344262 0.181818181818182 0.363636363636364
"Agl" 0.147058823529412 0.129032258064516 0.0769230769230769 0.197530864197531 0.0675675675675676 0 0.181818181818182 0
"Svil" 0.176470588235294 0.258064516129032 0.197802197802198 0.962962962962963 0.135135135135135 0.0983606557377049 1.65454545454545 0.848484848484848
"Scn2b" 0.0196078431372549 0.043010752688172 0.010989010989011 0.037037037037037 0.0135135135135135 0.0163934426229508 0.0181818181818182 0
"Myo5a" 0.147058823529412 0.150537634408602 0.318681318681319 0.0246913580246914 0.108108108108108 0.0655737704918033 0.0363636363636364 0.0303030303030303
"Sppl3" 0.196078431372549 0.161290322580645 0.0769230769230769 0.246913580246914 0.0135135135135135 0.0655737704918033 0.0727272727272727 0.0606060606060606
"Zfp638" 0.196078431372549 0.150537634408602 0.153846153846154 0.197530864197531 0.0945945945945946 0.0327868852459016 0.2 0.212121212121212
"Dohh" 0.323529411764706 0.67741935483871 0.714285714285714 0.728395061728395 0.310810810810811 0.344262295081967 0.727272727272727 0.242424242424242
"Ctc1" 0.0490196078431373 0.043010752688172 0.10989010989011 0.037037037037037 0.0405405405405405 0 0.0363636363636364 0
"Plcb4" 0.0490196078431373 0.129032258064516 0.0549450549450549 0.432098765432099 0.121621621621622 0.0655737704918033 1.38181818181818 0.212121212121212
"Lrig3" 0.147058823529412 0.0967741935483871 0.010989010989011 0.185185185185185 0.027027027027027 0.0655737704918033 0.127272727272727 0.151515151515152
"Trak1" 0.215686274509804 0.172043010752688 0.131868131868132 0.197530864197531 0.0810810810810811 0.0655737704918033 0.109090909090909 0.0606060606060606
"Smarcc1" 0.215686274509804 0.182795698924731 0.142857142857143 0.172839506172839 0.0945945945945946 0.131147540983607 0.181818181818182 0.0909090909090909
"Endov" 0.0294117647058824 0.0537634408602151 0.021978021978022 0.0617283950617284 0.0675675675675676 0.0491803278688525 0.0909090909090909 0.0303030303030303
"Ipmk" 0.0686274509803922 0.010752688172043 0.0989010989010989 0.037037037037037 0 0 0.0363636363636364 0.0909090909090909
"Stxbp4" 0.00980392156862745 0.0537634408602151 0.010989010989011 0.037037037037037 0 0 0.0363636363636364 0
"Adam33" 0 0.010752688172043 0 0.111111111111111 0 0 0.236363636363636 0.121212121212121
"Ncoa2" 0.0882352941176471 0.032258064516129 0.032967032967033 0.0740740740740741 0.027027027027027 0.0491803278688525 0.0181818181818182 0.121212121212121
"Fgf12" 0 0.010752688172043 0 0.037037037037037 0.0135135135135135 0 0 0.0303030303030303
"Ccdc137" 0.156862745098039 0.193548387096774 0.0769230769230769 0.185185185185185 0.027027027027027 0.0983606557377049 0.0363636363636364 0.151515151515152
"Mapre3" 0.264705882352941 0.333333333333333 0.021978021978022 0.296296296296296 0.148648648648649 0.245901639344262 0.4 0.0606060606060606
"Frmd4a" 0.0784313725490196 0.0967741935483871 0.153846153846154 0.0987654320987654 0.0540540540540541 0.0163934426229508 0.0363636363636364 0.151515151515151
"Atp6v0a2" 0.245098039215686 0.236559139784946 0.0879120879120879 0.185185185185185 0.0810810810810811 0.0819672131147541 0.127272727272727 0.333333333333333
"Dlg1" 0.0686274509803922 0.182795698924731 0.0659340659340659 0.246913580246914 0.0405405405405405 0.147540983606557 0.163636363636364 0.121212121212121
"Txlna" 0.137254901960784 0.236559139784946 0.142857142857143 0.222222222222222 0.0810810810810811 0.0655737704918033 0.2 0
"Inpp4a" 0.362745098039216 0.301075268817204 0.285714285714286 0.419753086419753 0.243243243243243 0.508196721311475 0.636363636363636 0.363636363636364
"Ralgps1" 0.00980392156862745 0 0.021978021978022 0.037037037037037 0 0.0163934426229508 0 0
"Ccdc114" 0.0294117647058824 0.043010752688172 0 0.037037037037037 0 0.0163934426229508 0.0181818181818182 0
"Eml2" 0.186274509803922 0.258064516129032 0.0659340659340659 0.444444444444444 0.121621621621622 0.0983606557377049 0.8 0.181818181818182
"Pfdn6" 0.42156862745098 0.623655913978495 0.483516483516483 0.716049382716049 0.445945945945946 0.540983606557377 0.963636363636364 0.121212121212121
"Cep128" 0 0.043010752688172 0.021978021978022 0.0123456790123457 0 0 0 0
"Nek1" 0.0784313725490196 0.0645161290322581 0.043956043956044 0.0987654320987654 0.027027027027027 0.0163934426229508 0.163636363636364 0.0303030303030303
"Armc2" 0.0294117647058824 0.010752688172043 0.021978021978022 0.037037037037037 0 0 0.0363636363636364 0
"Ccar2" 0.0392156862745098 0.0860215053763441 0.021978021978022 0.123456790123457 0.0135135135135135 0.0655737704918033 0.0909090909090909 0.0303030303030303
"Pex12" 0.0588235294117647 0.032258064516129 0.0549450549450549 0.111111111111111 0 0.0327868852459016 0.109090909090909 0.0606060606060606
"Phf3" 0.166666666666667 0.172043010752688 0.120879120879121 0.283950617283951 0.135135135135135 0.0327868852459016 0.2 0.0909090909090909
"Sox8" 0.0392156862745098 0 0 0.0123456790123457 0 0.0163934426229508 0 0
"Pcbp2" 0.549019607843137 0.526881720430108 0.615384615384615 0.691358024691358 0.310810810810811 0.360655737704918 0.8 0.545454545454545
"Golph3" 0.813725490196078 0.344086021505376 0.153846153846154 0.506172839506173 0.135135135135135 0.131147540983607 0.363636363636364 0.515151515151515
"Tnnt2" 0.00980392156862745 0.118279569892473 0 0.123456790123457 0.0405405405405405 0 0.563636363636363 0
"Ankrd13d" 0.0294117647058824 0.021505376344086 0.032967032967033 0.0617283950617284 0.027027027027027 0.0819672131147541 0.0545454545454545 0
"Luc7l3" 0.509803921568627 0.763440860215054 0.417582417582418 0.790123456790123 0.324324324324324 0.180327868852459 0.890909090909091 0.666666666666667
"Ypel3" 1.66666666666667 1.70967741935484 3.23076923076923 1.82716049382716 2.05405405405405 1.73770491803279 1.83636363636364 2.24242424242424
"Mapk8" 0.156862745098039 0.0645161290322581 0.032967032967033 0.111111111111111 0.0945945945945946 0.131147540983607 0.0909090909090909 0.0606060606060606
"Amn1" 0.176470588235294 0.333333333333333 0.164835164835165 0.222222222222222 0.189189189189189 0.0819672131147541 0.0909090909090909 0.0303030303030303
"Prss23" 0.254901960784314 2.11827956989247 0.0549450549450549 1.54320987654321 0.918918918918919 1.19672131147541 2.01818181818182 2.15151515151515
"Pgap3" 0.0490196078431373 0.032258064516129 0.021978021978022 0.037037037037037 0 0 0.0545454545454545 0.0606060606060606
"Mcm3ap" 0.0686274509803922 0.139784946236559 0.032967032967033 0.0740740740740741 0.0135135135135135 0.0163934426229508 0.0727272727272727 0.0606060606060606
"Znhit6" 1.09803921568627 0.150537634408602 0.131868131868132 0.185185185185185 0.22972972972973 0.245901639344262 0.0909090909090909 0.0606060606060606
"Ndufb5" 1.83333333333333 2.01075268817204 2.2967032967033 2.37037037037037 2.27027027027027 2.08196721311475 2.43636363636364 2.45454545454545
"Ramp2" 0.313725490196078 0.225806451612903 0.010989010989011 0.0246913580246914 0.108108108108108 0.262295081967213 0 1.72727272727273
"Camk2g" 0.274509803921569 0.268817204301075 0.142857142857143 0.62962962962963 0.202702702702703 0.245901639344262 0.654545454545455 0.0909090909090909
"Ccdc50" 0.274509803921569 0.301075268817204 0.252747252747253 0.432098765432099 0.121621621621622 0.0983606557377049 0.454545454545455 0.272727272727273
"Rad17" 0.166666666666667 0.0537634408602151 0.0769230769230769 0.209876543209877 0.148648648648649 0.0655737704918033 0.109090909090909 0.0303030303030303
"Rps27a" 8.25490196078431 6.56989247311828 10.4835164835165 7.18518518518519 7.72972972972973 7.68852459016393 7.6 7.09090909090909
"Sardh" 0.147058823529412 0.10752688172043 0 0.0987654320987654 0 0.0819672131147541 0.0909090909090909 0.0606060606060606
"Lss" 0.0294117647058824 0.010752688172043 0 0.0246913580246914 0.027027027027027 0 0.0181818181818182 0.121212121212121
"Hibadh" 0.362745098039216 0.387096774193548 0.274725274725275 0.777777777777778 0.202702702702703 0.278688524590164 0.818181818181818 0.393939393939394
"Ssbp2" 0.352941176470588 0.32258064516129 0.021978021978022 0.555555555555555 0.243243243243243 0.180327868852459 0.672727272727273 0.181818181818182
"2410002F23Rik" 0.117647058823529 0.268817204301075 0.021978021978022 0.172839506172839 0.135135135135135 0.0327868852459016 0.0727272727272727 0.121212121212121
"Josd2" 0.803921568627451 0.89247311827957 0.505494505494505 0.91358024691358 0.945945945945946 0.918032786885246 1.89090909090909 0.575757575757576
"Saa2" 0.196078431372549 0.010752688172043 0.021978021978022 0.0123456790123457 0 0.0491803278688525 0 0.0303030303030303
"Tcf3" 0.186274509803922 0.301075268817204 0.120879120879121 0.185185185185185 0.0945945945945946 0.0983606557377049 0.0909090909090909 0.242424242424242
"Vsig10l" 0.00980392156862745 0.043010752688172 0.010989010989011 0.037037037037037 0 0 0.0545454545454545 0
"Atf2" 0.186274509803922 0.118279569892473 0.0769230769230769 0.172839506172839 0.0810810810810811 0.0655737704918033 0.2 0.272727272727273
"Togaram1" 0.0784313725490196 0.129032258064516 0.0659340659340659 0.111111111111111 0.0135135135135135 0.0491803278688525 0.0363636363636364 0
"Hjurp" 0.0882352941176471 0.032258064516129 0.010989010989011 0.0740740740740741 0.027027027027027 0.0655737704918033 0.0363636363636364 0.0909090909090909
"Sema4d" 0 0 0.538461538461538 0 0.0135135135135135 0.0163934426229508 0.0181818181818182 0
"Ikzf2" 0.0392156862745098 0.021505376344086 0 0.0864197530864197 0.0135135135135135 0 0.0181818181818182 0.0909090909090909
"Ssr2" 2.66666666666667 2.44086021505376 1.05494505494505 1.88888888888889 2.21621621621622 2.24590163934426 1.34545454545455 2.60606060606061
"Ctdspl2" 0.137254901960784 0.150537634408602 0.043956043956044 0.148148148148148 0.027027027027027 0.0327868852459016 0.0727272727272727 0
"Atp13a2" 0.0392156862745098 0.0537634408602151 0.56043956043956 0.0493827160493827 0.027027027027027 0.0491803278688525 0 0
"Nmi" 0.107843137254902 0.21505376344086 0.175824175824176 0.444444444444444 0.121621621621622 0.131147540983607 0.363636363636364 0.151515151515152
"Nmnat2" 0 0.043010752688172 0 0 0 0 0.0181818181818182 0
"Smox" 0.0686274509803922 0.0537634408602151 0.571428571428571 0.0246913580246914 0.027027027027027 0.0327868852459016 0.0181818181818182 0.242424242424242
"Pan3" 0.225490196078431 0.301075268817204 0.604395604395604 0.296296296296296 0.189189189189189 0.442622950819672 0.272727272727273 0.0909090909090909
"Gart" 0.147058823529412 0.172043010752688 0.153846153846154 0.148148148148148 0.121621621621622 0.0491803278688525 0.2 0.181818181818182
"Ube2m" 0.529411764705882 0.817204301075269 0.802197802197802 0.716049382716049 0.608108108108108 0.19672131147541 0.636363636363636 0.484848484848485
"2610002M06Rik" 0.107843137254902 0.0860215053763441 0.0769230769230769 0.111111111111111 0.0810810810810811 0.0327868852459016 0.218181818181818 0.0303030303030303
"Srsf11" 0.725490196078431 0.688172043010753 0.582417582417582 0.839506172839506 0.783783783783784 0.459016393442623 0.727272727272727 0.303030303030303
"Atp5h" 4.25490196078431 4.98924731182796 5.57142857142857 6.50617283950617 6.43243243243243 5.29508196721311 7.05454545454545 5.63636363636364
"Cd34" 0.294117647058824 0.967741935483871 0.021978021978022 0.345679012345679 0.324324324324324 0.524590163934426 0.0363636363636364 1.84848484848485
"Ubn2" 0.323529411764706 0.161290322580645 0.0659340659340659 0.246913580246914 0.0810810810810811 0.0655737704918033 0.290909090909091 0.121212121212121
"Atp11b" 0.107843137254902 0.139784946236559 0.0549450549450549 0.0493827160493827 0 0.180327868852459 0.145454545454545 0.0909090909090909
"Arhgef39" 0.00980392156862745 0 0.032967032967033 0.037037037037037 0.0405405405405405 0 0.0909090909090909 0.0303030303030303
"CAAA01147332.1" 0.166666666666667 0.139784946236559 0.153846153846154 0.135802469135802 0.0135135135135135 0.0983606557377049 0.0727272727272727 0.0303030303030303
"Drosha" 0.137254901960784 0.118279569892473 0.032967032967033 0.0493827160493827 0.108108108108108 0.0491803278688525 0.0909090909090909 0.0606060606060606
"Pign" 0.117647058823529 0.0537634408602151 0.0879120879120879 0.037037037037037 0.027027027027027 0.0327868852459016 0.0181818181818182 0
"Mtx3" 0.0196078431372549 0.010752688172043 0 0.0246913580246914 0.0405405405405405 0 0 0.0303030303030303
"Tgfbrap1" 0.0392156862745098 0.0752688172043011 0.0989010989010989 0.0864197530864197 0.0135135135135135 0.0327868852459016 0.109090909090909 0.151515151515151
"Csf2ra" 0.0588235294117647 0.129032258064516 1.83516483516484 0.123456790123457 0.148648648648649 0.0819672131147541 0.0363636363636364 0.0606060606060606
"Acp2" 0.137254901960784 0.118279569892473 0.373626373626374 0.197530864197531 0.0405405405405405 0.0819672131147541 0.0545454545454545 0.0606060606060606
"Ttll1" 0.0980392156862745 0.193548387096774 0.230769230769231 0.259259259259259 0.0675675675675676 0.0983606557377049 0.0909090909090909 0
"Ank3" 0.0392156862745098 0.0537634408602151 0.032967032967033 0.0246913580246914 0.0405405405405405 0 0.0181818181818182 0
"Ythdf3" 0.0490196078431373 0.279569892473118 0.043956043956044 0.185185185185185 0.0540540540540541 0.0327868852459016 0.254545454545455 0.0606060606060606
"Sdr39u1" 0 0.043010752688172 0.010989010989011 0.0123456790123457 0 0 0.0545454545454545 0
