"0" "1" "2" "3" "4" "5" "6" "7" "8"
"Dohh" 0.037037037037037 0.025 0.0779220779220779 0.0289855072463768 0.0923076923076923 0.0769230769230769 0.162162162162162 0.0588235294117647 0.3125
"Ctc1" 0 0 0.012987012987013 0 0.0153846153846154 0.0576923076923077 0 0 0
"Plcb4" 0.0617283950617284 0.0125 0 0.0434782608695652 0 0 0 0.117647058823529 0.125
"Lrig3" 0.037037037037037 0 0.025974025974026 0.0434782608695652 0 0 0 0 0.0625
"Trak1" 0 0 0 0.0434782608695652 0.0153846153846154 0.0192307692307692 0 0 0
"Smarcc1" 0 0.1 0.038961038961039 0.0434782608695652 0.0153846153846154 0.0769230769230769 0.027027027027027 0 0.0625
"Endov" 0 0.0625 0.012987012987013 0 0.0153846153846154 0 0 0.0588235294117647 0
"Ipmk" 0.0493827160493827 0 0 0.0289855072463768 0.0153846153846154 0.0192307692307692 0 0.0588235294117647 0
"Stxbp4" 0.0123456790123457 0.0125 0.025974025974026 0 0 0 0 0 0.0625
"Adam33" 0 0 0 0.0579710144927536 0.0153846153846154 0 0 0 0
"Ncoa2" 0.0246913580246914 0.0125 0 0.0144927536231884 0.0153846153846154 0.0192307692307692 0 0.0588235294117647 0
"Ccdc137" 0.037037037037037 0 0 0.072463768115942 0 0 0.027027027027027 0.0588235294117647 0
"Mapre3" 0.0864197530864197 0 0 0.0579710144927536 0.0153846153846154 0 0.189189189189189 0.0588235294117647 0
"Frmd4a" 0.037037037037037 0.0125 0 0.0289855072463768 0.0461538461538462 0.0192307692307692 0 0.117647058823529 0.0625
"Atp6v0a2" 0 0.0625 0 0.0869565217391304 0 0.0384615384615385 0.0540540540540541 0 0.125
"Dlg1" 0.0246913580246914 0.025 0.051948051948052 0.0144927536231884 0.0153846153846154 0 0 0.0588235294117647 0.0625
"Txlna" 0.037037037037037 0.025 0 0.130434782608696 0.0153846153846154 0.0384615384615385 0 0 0.0625
"Inpp4a" 0.0617283950617284 0.2125 0.012987012987013 0.0579710144927536 0.153846153846154 0.269230769230769 0.0810810810810811 0.176470588235294 0.125
"Ccdc114" 0.0123456790123457 0 0.012987012987013 0 0.0153846153846154 0 0 0.0588235294117647 0
"Eml2" 0.0493827160493827 0.0125 0 0.0434782608695652 0 0 0 0 0.4375
"Pfdn6" 0.037037037037037 0.075 0.051948051948052 0.130434782608696 0.0615384615384615 0.230769230769231 0.135135135135135 0.352941176470588 0.0625
"Nek1" 0.0123456790123457 0.025 0 0.0289855072463768 0 0 0.027027027027027 0.117647058823529 0
"Armc2" 0 0 0 0 0 0 0.027027027027027 0 0
"Ccar2" 0.0493827160493827 0 0 0.0144927536231884 0 0 0 0 0.0625
"Pex12" 0.0123456790123457 0 0.012987012987013 0.0289855072463768 0 0.0192307692307692 0 0 0
"Phf3" 0.0246913580246914 0 0 0.0869565217391304 0 0.0576923076923077 0.027027027027027 0.117647058823529 0
"Sox8" 0.0617283950617284 0 0 0.0144927536231884 0 0 0 0.0588235294117647 0
"Pcbp2" 0.0246913580246914 0.025 0.051948051948052 0.101449275362319 0.107692307692308 0.173076923076923 0.0810810810810811 0.294117647058824 0.1875
"Golph3" 0.0493827160493827 0 0.038961038961039 0.130434782608696 0.0153846153846154 0.115384615384615 0.162162162162162 0.117647058823529 0.0625
"Ankrd13d" 0 0.0125 0 0 0 0 0 0 0
"Luc7l3" 0.197530864197531 0.175 0.142857142857143 0.231884057971014 0.0923076923076923 0.384615384615385 0.027027027027027 0.294117647058824 0.1875
"Ypel3" 0.333333333333333 0.2875 0.155844155844156 0.695652173913043 0.338461538461538 0.365384615384615 0.297297297297297 0.529411764705882 0.5625
"Mapk8" 0 0 0 0.0434782608695652 0.0153846153846154 0.0769230769230769 0.0540540540540541 0 0
"Amn1" 0.0246913580246914 0.025 0 0.072463768115942 0.0769230769230769 0 0.027027027027027 0 0
"Prss23" 0.296296296296296 0.025 0.103896103896104 0.869565217391304 0.0153846153846154 0 0.162162162162162 0 0.1875
"Mcm3ap" 0 0 0 0 0.0153846153846154 0 0 0 0
"Znhit6" 0.0246913580246914 0.025 0.051948051948052 0.0434782608695652 0.0307692307692308 0 0.135135135135135 0 0
"Ndufb5" 0.358024691358025 0.3 0.142857142857143 0.318840579710145 0.0615384615384615 0.326923076923077 0.297297297297297 0.352941176470588 0.625
"Ramp2" 0.395061728395062 0.1625 0.285714285714286 0.579710144927536 0 0 0.405405405405405 0.0588235294117647 5
"Camk2g" 0.0617283950617284 0.0125 0.038961038961039 0.0579710144927536 0 0.0576923076923077 0.0540540540540541 0.0588235294117647 0
"Ccdc50" 0.0987654320987654 0 0.038961038961039 0.072463768115942 0.0923076923076923 0.0961538461538462 0 0.176470588235294 0.1875
"Rad17" 0 0 0.025974025974026 0.0434782608695652 0.0153846153846154 0.0576923076923077 0 0.117647058823529 0.0625
"Rps27a" 1.2716049382716 1.65 1.23376623376623 1.27536231884058 1.41538461538462 2.53846153846154 1.16216216216216 3.11764705882353 1.75
"Sardh" 0 0 0.0519480519480519 0.0289855072463768 0 0 0.027027027027027 0 0.0625
"Hibadh" 0.0740740740740741 0.0625 0.051948051948052 0.0869565217391304 0.0615384615384615 0.0384615384615385 0.0810810810810811 0 0.125
"Ssbp2" 0.0864197530864197 0.0625 0.038961038961039 0.130434782608696 0 0 0.027027027027027 0.235294117647059 0.0625
"2410002F23Rik" 0.037037037037037 0 0 0.0289855072463768 0 0.0192307692307692 0 0 0.125
"Josd2" 0.0740740740740741 0.0875 0.0779220779220779 0.159420289855072 0.0153846153846154 0.0384615384615385 0.189189189189189 0.176470588235294 0.3125
"Tcf3" 0.0740740740740741 0.0125 0.012987012987013 0.0869565217391304 0.0153846153846154 0 0.0540540540540541 0.0588235294117647 0.125
"Atf2" 0.0246913580246914 0.0125 0 0.0434782608695652 0.0153846153846154 0.0192307692307692 0 0 0.125
"Togaram1" 0 0.0125 0.012987012987013 0.0144927536231884 0.0153846153846154 0.0192307692307692 0 0.0588235294117647 0.125
"Ankrd33b" 0 0 0 0.0289855072463768 0 0.0192307692307692 0 0 0.125
"Hjurp" 0.0123456790123457 0.0375 0 0.072463768115942 0 0.0384615384615385 0 0.117647058823529 0
"Sema4d" 0 0.125 0 0 0.0615384615384615 0.153846153846154 0 0.235294117647059 0.0625
"Ikzf2" 0 0 0 0.0289855072463768 0 0.0384615384615385 0 0.235294117647059 0
"Ssr2" 0.283950617283951 0.15 0.493506493506494 0.521739130434783 0.184615384615385 0.230769230769231 0.567567567567568 0.0588235294117647 0.5
"Ctdspl2" 0.0123456790123457 0.0125 0 0.0144927536231884 0.0307692307692308 0.0576923076923077 0 0 0
"Atp13a2" 0.0493827160493827 0.025 0 0.0289855072463768 0.0615384615384615 0.0192307692307692 0 0 0
"Nmi" 0.0123456790123457 0.0125 0 0.101449275362319 0.0153846153846154 0.0769230769230769 0.027027027027027 0.176470588235294 0.5
"Smox" 0.0864197530864197 0.0625 0 0.0434782608695652 0.0153846153846154 0.0384615384615384 0 0.117647058823529 0.0625
"Pan3" 0.209876543209877 0.0625 0.0519480519480519 0.0144927536231884 0.138461538461538 0.25 0.189189189189189 0.294117647058824 0.25
"Gart" 0 0.0125 0.025974025974026 0.0579710144927536 0 0.0384615384615385 0.0810810810810811 0.117647058823529 0
"Ube2m" 0.0123456790123457 0.0125 0.0909090909090909 0.101449275362319 0.0769230769230769 0.134615384615385 0.108108108108108 0.176470588235294 0.125
"2610002M06Rik" 0.0246913580246914 0.0625 0 0.0579710144927536 0 0.0576923076923077 0 0 0
"Mefv" 0 0.075 0 0 0 0.0769230769230769 0 0 0
"Srsf11" 0.0123456790123457 0.05 0.051948051948052 0.202898550724638 0.123076923076923 0.192307692307692 0.0810810810810811 0.294117647058824 0.4375
"Atp5h" 1.01234567901235 1.0125 1.1038961038961 0.739130434782609 1.06153846153846 1.26923076923077 0.540540540540541 1 0.8125
"Cd34" 0.691358024691358 0.1125 0.0519480519480519 0.927536231884058 0 0.0384615384615384 0.135135135135135 0 1.1875
"Ubn2" 0.0123456790123457 0.025 0.025974025974026 0.072463768115942 0.0153846153846154 0.0192307692307692 0.0540540540540541 0.0588235294117647 0.125
"Atp11b" 0.0617283950617284 0.0125 0 0.0434782608695652 0 0.0576923076923077 0 0 0.0625
"CAAA01147332.1" 0 0 0 0.0289855072463768 0 0 0 0 0
"Drosha" 0.0123456790123457 0 0.051948051948052 0 0 0 0 0 0
"Pign" 0 0.025 0.012987012987013 0.0289855072463768 0.0307692307692308 0 0 0 0
"Tgfbrap1" 0 0.025 0 0.0434782608695652 0.0153846153846154 0.0192307692307692 0 0 0
"Csf2ra" 0.0246913580246914 0.1375 0 0.0144927536231884 0.353846153846154 0.442307692307692 0 0.117647058823529 0
"Acp2" 0.0493827160493827 0.0375 0 0.0579710144927536 0.123076923076923 0 0 0.0588235294117647 0
"Ttll1" 0 0.0125 0.025974025974026 0.0144927536231884 0.0153846153846154 0 0 0 0.0625
"Ank3" 0.0617283950617284 0.0125 0.012987012987013 0.0289855072463768 0 0 0 0 0.0625
"Ythdf3" 0.0246913580246914 0.0125 0 0.0579710144927536 0.0153846153846154 0.115384615384615 0.027027027027027 0 0
"Cnksr3" 0 0 0.012987012987013 0 0 0 0 0 0.0625
"Odf2" 0.037037037037037 0 0 0.0579710144927536 0 0.0192307692307692 0 0 0.0625
"Spop" 0.0617283950617284 0.1375 0.103896103896104 0.188405797101449 0.0461538461538462 0.230769230769231 0.108108108108108 0.411764705882353 0.25
"Ltbp3" 0.172839506172839 0.0125 0.0649350649350649 0.144927536231884 0 0 0.297297297297297 0 0.0625
"Pnpla7" 0.0246913580246914 0 0 0 0.0153846153846154 0.0384615384615385 0 0.0588235294117647 0.0625
"Abca1" 0.0864197530864197 0.1125 0.025974025974026 0.173913043478261 0.307692307692308 0.173076923076923 0.0540540540540541 0.0588235294117647 0.125
"Pknox1" 0 0.0125 0 0 0 0.0192307692307692 0 0.0588235294117647 0.0625
"Gtf2h4" 0.0246913580246914 0 0 0.0434782608695652 0.0153846153846154 0.0192307692307692 0 0.0588235294117647 0
"Usb1" 0 0.025 0 0.0289855072463768 0 0.0384615384615385 0.027027027027027 0.235294117647059 0.0625
"Chchd3" 0.0246913580246914 0.0125 0.0519480519480519 0.188405797101449 0.107692307692308 0.0576923076923077 0.0810810810810811 0.352941176470588 0.0625
"Exoc4" 0.0246913580246914 0.0125 0.051948051948052 0.0579710144927536 0 0.0192307692307692 0.027027027027027 0.0588235294117647 0
"Pisd" 0.0493827160493827 0.0375 0.025974025974026 0.0434782608695652 0.153846153846154 0.0192307692307692 0.027027027027027 0.117647058823529 0.0625
"Rfxap" 0.037037037037037 0.0125 0.103896103896104 0.101449275362319 0.0461538461538461 0.0192307692307692 0.027027027027027 0.117647058823529 0.0625
"Lancl1" 0.0123456790123457 0.0125 0.025974025974026 0.0289855072463768 0 0 0 0.117647058823529 0
"Aldh16a1" 0.0123456790123457 0.025 0 0.0144927536231884 0.0153846153846154 0.0192307692307692 0 0 0
"Wac" 0.0617283950617284 0.05 0.0519480519480519 0.101449275362319 0.0461538461538461 0.134615384615385 0 0.352941176470588 0.125
"Trps1" 0.0123456790123457 0.0125 0.0909090909090909 0.0144927536231884 0.0153846153846154 0.173076923076923 0.108108108108108 0.0588235294117647 0
"Selenoi" 0 0 0 0 0 0.0192307692307692 0.027027027027027 0 0
"Spata7" 0 0 0.038961038961039 0.0289855072463768 0.0153846153846154 0 0 0.0588235294117647 0.125
"Vmn1r58" 0 0.0375 0.012987012987013 0.0144927536231884 0 0.0192307692307692 0 0.117647058823529 0
"Matk" 0 0.025 0 0 0.0769230769230769 0.0192307692307692 0 0.0588235294117647 0
"Fam117a" 0.0123456790123457 0.0125 0.012987012987013 0.0434782608695652 0 0.0192307692307692 0.027027027027027 0.0588235294117647 0
"Npepl1" 0.111111111111111 0.0125 0.012987012987013 0.101449275362319 0.0307692307692308 0 0 0.176470588235294 0.0625
"Ankrd1" 0 0 0 0.0289855072463768 0 0 0.0810810810810811 0 0.125
"Hnmt" 0.0123456790123457 0 0 0.0144927536231884 0 0.0192307692307692 0 0 0.0625
"Lig1" 0.0123456790123457 0.0125 0 0.101449275362319 0.184615384615385 0 0 0 0
"Ankrd50" 0.0123456790123457 0.0375 0.025974025974026 0 0 0 0.027027027027027 0 0.0625
"Wnk1" 0.0740740740740741 0.275 0.0779220779220779 0.202898550724638 0.0923076923076923 0.673076923076923 0.0810810810810811 0.882352941176471 0.125
"Sorbs2" 0.0123456790123457 0 0.0909090909090909 0 0 0 0.108108108108108 0.0588235294117647 0.25
"Inpp4b" 0.0493827160493827 0 0 0 0 0 0 0.0588235294117647 0
"Ctnnd1" 0 0.0125 0.012987012987013 0.0869565217391304 0.0461538461538462 0 0.0540540540540541 0 0.125
"Acp6" 0.0246913580246914 0 0.012987012987013 0.0579710144927536 0.0153846153846154 0.0384615384615385 0 0 0
"Prodh" 0.037037037037037 0 0 0 0 0.0384615384615384 0 0 0
"Mrrf" 0.037037037037037 0 0 0.0289855072463768 0.0307692307692308 0.0192307692307692 0 0.0588235294117647 0.0625
"Ankrd16" 0.0246913580246914 0.0125 0.0649350649350649 0.0289855072463768 0 0.0192307692307692 0.027027027027027 0.0588235294117647 0
"Med13l" 0 0.05 0.038961038961039 0.101449275362319 0.0153846153846154 0.0769230769230769 0.0810810810810811 0.117647058823529 0.0625
"Kdm3b" 0 0 0 0.0144927536231884 0.0153846153846154 0.0576923076923077 0 0.0588235294117647 0
"Dpy19l3" 0 0 0 0 0 0 0.027027027027027 0.0588235294117647 0
"Lcp1" 0.0246913580246914 0.5375 0 0 0.353846153846154 0.730769230769231 0 0.764705882352941 0
"Mbtd1" 0 0.0375 0.012987012987013 0.0144927536231884 0.0461538461538462 0.0576923076923077 0 0 0.0625
"Cuedc2" 0.0246913580246914 0.15 0.0649350649350649 0.27536231884058 0.353846153846154 0.134615384615385 0.162162162162162 0 0.25
"Ago1" 0 0 0.025974025974026 0 0 0.0192307692307692 0 0 0.0625
"Fam98c" 0 0.0125 0 0 0.0153846153846154 0 0 0 0
"Nckap1" 0.0493827160493827 0.0125 0.012987012987013 0.101449275362319 0 0 0.0810810810810811 0 0.0625
"Oasl2" 0.0123456790123457 0.0625 0 0.072463768115942 0.0307692307692308 0.0961538461538462 0.027027027027027 0 0
"Atg16l2" 0.0246913580246914 0.0125 0 0 0.0153846153846154 0 0 0.176470588235294 0
"Sh3glb2" 0.037037037037037 0.05 0.103896103896104 0.0579710144927536 0 0.0576923076923077 0.0540540540540541 0.117647058823529 0.1875
"Trim56" 0 0.025 0 0.130434782608696 0 0.0192307692307692 0 0.117647058823529 0
"Mras" 0.0123456790123457 0 0.038961038961039 0.0434782608695652 0.0153846153846154 0 0.027027027027027 0 0.0625
"Mrpl15" 0.0493827160493827 0.075 0 0.0869565217391304 0.0615384615384615 0.0576923076923077 0.0810810810810811 0.352941176470588 0.3125
"Plcd4" 0 0 0 0 0.0153846153846154 0.0192307692307692 0.027027027027027 0.0588235294117647 0
"Capn1" 0.0123456790123457 0.025 0.025974025974026 0.115942028985507 0 0.0769230769230769 0 0.0588235294117647 0.0625
"Arhgap39" 0.0246913580246914 0.025 0 0.0289855072463768 0.0307692307692308 0.0192307692307692 0 0 0
"Tango2" 0.0740740740740741 0.05 0.051948051948052 0.0579710144927536 0.0615384615384615 0.0384615384615385 0.027027027027027 0.0588235294117647 0.125
"Mrpl21" 0.234567901234568 0.0625 0.025974025974026 0.0579710144927536 0.0769230769230769 0.0961538461538462 0.162162162162162 0.176470588235294 0.125
"Cpsf3" 0 0.0125 0 0.0869565217391304 0.0461538461538461 0.115384615384615 0 0.0588235294117647 0
"Retreg2" 0.0864197530864197 0.0625 0.038961038961039 0.0869565217391304 0.0923076923076923 0.0576923076923077 0.0540540540540541 0.0588235294117647 0.125
"Ap2m1" 0.160493827160494 0.15 0.298701298701299 0.36231884057971 0.446153846153846 0.173076923076923 0.27027027027027 0.411764705882353 0.25
"Mst1r" 0.0493827160493827 0 0 0.0144927536231884 0 0 0 0 0
"Sulf1" 0.148148148148148 0.05 0.116883116883117 0.130434782608696 0 0 0.27027027027027 0 0.4375
"Tgds" 0.0246913580246914 0.025 0 0.0434782608695652 0.0153846153846154 0.0384615384615385 0.027027027027027 0 0
"Bag5" 0.037037037037037 0.0125 0.0519480519480519 0.101449275362319 0.0153846153846154 0.0384615384615385 0.216216216216216 0 0.125
"Nars" 0.0123456790123457 0.0625 0.0519480519480519 0.0869565217391304 0.0615384615384615 0.230769230769231 0.0540540540540541 0.235294117647059 0.125
"Lsg1" 0.0246913580246914 0 0 0.0289855072463768 0.0307692307692308 0.0192307692307692 0.0540540540540541 0 0.25
"Hirip3" 0 0 0.012987012987013 0.0144927536231884 0 0 0.027027027027027 0.0588235294117647 0.0625
"Sema4a" 0.0123456790123457 0.0375 0 0 0.0307692307692308 0.0769230769230769 0.027027027027027 0.235294117647059 0
"Sh3d21" 0.0246913580246914 0.0125 0.012987012987013 0.0579710144927536 0 0 0 0 0
"Fam13b" 0 0 0 0.0144927536231884 0 0.0192307692307692 0 0.0588235294117647 0
"Fbxw2" 0.0987654320987654 0.05 0.012987012987013 0.188405797101449 0.0307692307692308 0.173076923076923 0.0810810810810811 0.0588235294117647 0.3125
"Nf1" 0.0246913580246914 0 0.025974025974026 0.0869565217391304 0 0.0384615384615385 0.027027027027027 0 0.125
"Snrk" 0.111111111111111 0.0125 0.012987012987013 0.0579710144927536 0.0153846153846154 0.0576923076923077 0 0.117647058823529 0.25
"L3mbtl2" 0.0123456790123457 0 0 0 0 0 0 0.176470588235294 0.0625
"Zfp346" 0 0.0125 0 0.0144927536231884 0 0 0 0 0
"Usmg5" 0.728395061728395 0.575 0.623376623376623 0.536231884057971 0.692307692307692 0.807692307692308 0.72972972972973 0.705882352941176 0.6875
"Clasrp" 0.0246913580246914 0.0125 0 0.0144927536231884 0.0461538461538462 0 0 0.0588235294117647 0
"Olfr90" 0 0 0 0 0.0307692307692308 0 0 0 0
"4930503L19Rik" 0 0 0 0 0.0153846153846154 0 0 0 0
"Rab43" 0 0.05 0 0 0.0153846153846154 0.0769230769230769 0 0 0
"Rasgrf2" 0 0.0125 0 0 0 0 0 0 0.1875
"Egr2" 0.0123456790123457 0.025 0.038961038961039 0.0144927536231884 0 0.0192307692307692 0 0 0
"Sbno1" 0 0.1125 0.051948051948052 0.101449275362319 0.0461538461538462 0.0769230769230769 0 0.176470588235294 0.1875
"Polr1b" 0 0 0.012987012987013 0.0144927536231884 0 0 0 0.0588235294117647 0
"Fam234a" 0.037037037037037 0.0375 0.038961038961039 0.0434782608695652 0.0153846153846154 0.0384615384615385 0.0810810810810811 0 0
"Rbp4" 0.45679012345679 0.0125 0.103896103896104 1.20289855072464 0 0 1 0 0.0625
"Ttc14" 0.148148148148148 0.025 0.012987012987013 0.0869565217391304 0.0307692307692308 0.115384615384615 0.027027027027027 0.117647058823529 0.0625
"Eny2" 0.209876543209877 0.775 0.155844155844156 0.246376811594203 0.123076923076923 0.153846153846154 0.378378378378378 0.588235294117647 0.375
"Sgip1" 0.037037037037037 0.1 0.012987012987013 0.0289855072463768 0 0.0961538461538462 0 0.647058823529412 0.0625
"Vps50" 0 0 0.0519480519480519 0.0144927536231884 0.123076923076923 0 0.027027027027027 0 0
"Fbxw11" 0.0123456790123457 0 0.038961038961039 0.0434782608695652 0 0.0192307692307692 0.027027027027027 0 0
"Brf2" 0.037037037037037 0 0 0.0144927536231884 0.0153846153846154 0 0.027027027027027 0 0.0625
"Vps39" 0 0 0.025974025974026 0.0289855072463768 0.0307692307692308 0.0384615384615385 0.027027027027027 0 0
"Det1" 0 0.025 0 0.0144927536231884 0.0153846153846154 0.0384615384615385 0 0 0.0625
"Rpl7l1" 0.0617283950617284 0.175 0.012987012987013 0.072463768115942 0.0769230769230769 0.115384615384615 0.108108108108108 0 0.3125
"Ptgis" 0.185185185185185 0.1125 0.25974025974026 0.507246376811594 0 0 1.43243243243243 0 0.875
"Trappc8" 0.0123456790123457 0.0125 0 0 0 0.0192307692307692 0 0 0.0625
"Farsb" 0 0.0375 0.038961038961039 0.072463768115942 0.0461538461538462 0 0 0.176470588235294 0.0625
"Tnfrsf23" 0 0 0 0.0144927536231884 0 0.0192307692307692 0.0540540540540541 0 0.0625
"Lilrb4a" 0 0.0125 0 0 0.0769230769230769 0.0192307692307692 0 0.0588235294117647 0
"Dock7" 0.0617283950617284 0 0 0.072463768115942 0.0461538461538461 0 0.027027027027027 0 0.125
"Wdr31" 0 0 0 0 0.0153846153846154 0 0 0 0
"Olfr354" 0.0123456790123457 0 0 0 0 0 0 0 0
"Laptm4a" 1.96296296296296 0.8375 1.45454545454545 2.28985507246377 0.6 0.173076923076923 1.27027027027027 0 1.6875
"Idnk" 0.0493827160493827 0.075 0.0649350649350649 0.130434782608696 0.107692307692308 0.134615384615385 0.027027027027027 0.176470588235294 0.25
"Golt1b" 0.0246913580246914 0 0.0779220779220779 0.144927536231884 0.0769230769230769 0.0769230769230769 0.0810810810810811 0.176470588235294 0.0625
"Hinfp" 0.0123456790123457 0 0 0.0289855072463768 0 0.0192307692307692 0 0 0
"Pttg1" 0.148148148148148 0.1625 0.155844155844156 0.27536231884058 0.0307692307692308 0.115384615384615 0.162162162162162 0.117647058823529 0.3125
"Lmo7" 0 0 0 0 0 0 0 0 0.125
"Ttc3" 0.0864197530864197 0.05 0.0909090909090909 0.188405797101449 0.0307692307692308 0.0576923076923077 0.0540540540540541 0.0588235294117647 0
"Hgf" 0 0 0 0 0.0153846153846154 0 0 0 0
"Fmo2" 0.222222222222222 0.075 0.025974025974026 0.869565217391304 0 0 0.0810810810810811 0 0.125
"Msi2" 0.0123456790123457 0.0375 0.025974025974026 0.0144927536231884 0 0.0961538461538462 0.0810810810810811 0.294117647058824 0
"Zfp131" 1.12345679012346 0.425 0.246753246753247 0.27536231884058 0.169230769230769 0.269230769230769 0.162162162162162 0.0588235294117647 0.1875
"Nagpa" 0.037037037037037 0.0125 0 0.0579710144927536 0.0153846153846154 0.0192307692307692 0.0540540540540541 0.176470588235294 0
"Ifrd1" 0.0123456790123457 0.2125 0.0909090909090909 0.159420289855072 0.153846153846154 0.596153846153846 0.0810810810810811 0.470588235294118 0
"Tpd52" 0.0617283950617284 0.2375 0.012987012987013 0 0.661538461538462 0.557692307692308 0 0.117647058823529 0.1875
"R3hcc1" 0.0740740740740741 0 0 0.0579710144927536 0 0 0.0540540540540541 0.0588235294117647 0.0625
"Cdc42bpb" 0 0.0125 0.025974025974026 0.0579710144927536 0 0.0192307692307692 0 0 0.1875
"Phkg2" 0.0123456790123457 0.0125 0 0.0144927536231884 0 0.0192307692307692 0 0.117647058823529 0
"Lactb" 0.037037037037037 0.0375 0.025974025974026 0.0289855072463768 0.0307692307692308 0.192307692307692 0 0.0588235294117647 0.1875
"Col4a2" 0.037037037037037 0.0375 0.0779220779220779 0.101449275362319 0 0 0.135135135135135 0 0.375
"Psd3" 0.0123456790123457 0.0125 0 0.0289855072463768 0 0 0 0 0.0625
"Lepr" 0 0.0125 0 0.0144927536231884 0 0.0192307692307692 0 0 0
"Trappc3" 0.0864197530864197 0.0125 0.155844155844156 0.130434782608696 0.153846153846154 0.153846153846154 0.162162162162162 0.235294117647059 0.1875
"Rassf1" 0.148148148148148 0.0375 0.012987012987013 0.072463768115942 0.0461538461538462 0.192307692307692 0.0540540540540541 0.294117647058824 0.125
"Ttc23" 0 0 0.038961038961039 0.0434782608695652 0 0 0 0.0588235294117647 0
"Bbs4" 0.0123456790123457 0 0 0 0 0 0.0540540540540541 0.117647058823529 0
"Sipa1l1" 0.037037037037037 0.0375 0 0.0289855072463768 0 0.0192307692307692 0.027027027027027 0.0588235294117647 0.0625
"Bcas2" 0.172839506172839 0.075 0.12987012987013 0.173913043478261 0.184615384615385 0.0961538461538461 0.189189189189189 0.529411764705882 0.375
"Ercc5" 0 0 0 0 0 0 0 0 0.0625
"Ltc4s" 0.0123456790123457 0 0 0.0144927536231884 0.184615384615385 0 0 0 0.0625
"Sh3bgr" 0 0.025 0 0.072463768115942 0 0 0 0 0
"Dtna" 0.0246913580246914 0 0 0.0144927536231884 0 0 0 0 0
"Cdk5rap3" 0 0.075 0.0909090909090909 0.0869565217391304 0.0153846153846154 0.0384615384615385 0.0540540540540541 0.117647058823529 0
"Ndrg4" 0.0123456790123457 0 0 0.115942028985507 0 0 0.135135135135135 0 0
"Fkbp3" 0.234567901234568 0.025 0.0909090909090909 0.072463768115942 0.0153846153846154 0.0961538461538462 0.162162162162162 0.294117647058823 0.0625
"Tmem248" 0.0740740740740741 0.05 0.142857142857143 0.144927536231884 0 0.0769230769230769 0.0810810810810811 0.235294117647059 0.125
"Atp8a1" 0.0246913580246914 0.075 0 0.0289855072463768 0.0307692307692308 0.0576923076923077 0 0.0588235294117647 0
"Pdia4" 0.135802469135802 0.0375 0.038961038961039 0.318840579710145 0.0615384615384615 0.0576923076923077 0.189189189189189 0.176470588235294 0.125
"Ifi203" 0.0123456790123457 0.025 0 0.144927536231884 0.0153846153846154 0.134615384615385 0 0.294117647058823 0
"Slx1b" 0.0246913580246914 0.0375 0 0.0144927536231884 0.0307692307692308 0 0.027027027027027 0 0
