"0" "1" "2" "3" "4" "5" "6" "7" "8" "9"
"Limch1" 1.28048780487805 0.892783505154639 0.399548532731377 0.950310559006211 0.897106109324759 0.567114093959732 0.199029126213592 0.324324324324324 0.35 0.222222222222222
"Herc3" 0.113821138211382 0.103092783505155 0.0857787810383747 0.12111801242236 0.0514469453376206 0.187919463087248 0.169902912621359 0.114864864864865 0.09 0
"B4galt6" 0.221544715447154 0.181443298969072 0.162528216704289 0.260869565217391 0.0932475884244373 0.134228187919463 0.150485436893204 0.101351351351351 0.12 0
"Arhgef7" 0.219512195121951 0.214432989690722 0.261851015801354 0.279503105590062 0.215434083601286 0.429530201342282 0.228155339805825 0.310810810810811 0.23 0.444444444444444
"Psd" 0.0142276422764228 0.0103092783505155 0.0451467268623025 0.0062111801242236 0.00643086816720257 0.0201342281879195 0.00970873786407767 0.0472972972972973 0.12 0
"Emid1" 0.040650406504065 0.0371134020618557 0.0474040632054176 0.0279503105590062 0.0257234726688103 0 0.12621359223301 0.0675675675675676 0.04 0.444444444444444
"Npb" 0.0040650406504065 0 0.00225733634311512 0.0031055900621118 0 0 0 0.00675675675675676 0 0
"Apex2" 0.0426829268292683 0.022680412371134 0.0428893905191874 0.0279503105590062 0.022508038585209 0.0201342281879195 0.058252427184466 0.0337837837837838 0.03 0.0555555555555556
"Zfp273" 0.016260162601626 0.0123711340206186 0.00451467268623025 0.0062111801242236 0.00321543408360129 0 0 0.00675675675675676 0 0
"Dock4" 0.0752032520325203 0.0474226804123711 0.0248306997742664 0.077639751552795 0.022508038585209 0.0302013422818792 0.0631067961165049 0.0337837837837838 0.04 0
"Whrn" 0.0447154471544715 0.0268041237113402 0.0338600451467269 0.0590062111801242 0.0128617363344051 0.0167785234899329 0.0436893203883495 0.0337837837837838 0.03 0
"Acaa1a" 0.758130081300813 0.618556701030928 0.668171557562077 0.773291925465838 0.816720257234727 0.348993288590604 0.674757281553398 0.72972972972973 0.64 0.5
"Ydjc" 0.00813008130081301 0.00824742268041237 0.0090293453724605 0.0217391304347826 0.00321543408360129 0.00671140939597315 0.00970873786407767 0.00675675675675676 0 0
"Setd4" 0.0528455284552845 0.0536082474226804 0.054176072234763 0.0372670807453416 0.045016077170418 0.0369127516778523 0.087378640776699 0.0202702702702703 0.05 0
"9930021J03Rik" 0.191056910569106 0.111340206185567 0.162528216704289 0.177018633540373 0.067524115755627 0.0570469798657718 0.12621359223301 0.108108108108108 0.11 0.222222222222222
"Ubxn4" 0.774390243902439 0.711340206185567 0.744920993227991 0.782608695652174 0.852090032154341 0.946308724832215 0.737864077669903 0.675675675675676 0.89 0.666666666666667
"Snap47" 0.121951219512195 0.107216494845361 0.0948081264108352 0.18944099378882 0.0771704180064309 0.0201342281879195 0.121359223300971 0.128378378378378 0.08 0.111111111111111
"Sbf1" 0.0813008130081301 0.0597938144329897 0.0474040632054176 0.0434782608695652 0.0514469453376206 0.0268456375838926 0.0533980582524272 0.0608108108108108 0.04 0
"Ckap5" 0.138211382113821 0.111340206185567 0.106094808126411 0.118012422360248 0.0610932475884244 0.0469798657718121 0.106796116504854 0.121621621621622 0.09 0
"Stambp" 0.160569105691057 0.109278350515464 0.124153498871332 0.158385093167702 0.0643086816720257 0.0771812080536913 0.0922330097087379 0.168918918918919 0.07 0.222222222222222
"Igf2bp1" 0.016260162601626 0.00412371134020619 0.0135440180586907 0.0124223602484472 0 0.00335570469798658 0.00485436893203883 0.00675675675675676 0.01 0
"Fbxo5" 0.00813008130081301 0.0144329896907217 0.00677200902934537 0.0124223602484472 0.00643086816720257 0 0.00485436893203883 0.00675675675675676 0 0
"Rnf170" 0.0589430894308943 0.0494845360824742 0.0519187358916479 0.102484472049689 0.0418006430868167 0.0402684563758389 0.0485436893203883 0.027027027027027 0.04 0.111111111111111
"Usp24" 0.0711382113821138 0.0536082474226804 0.0744920993227991 0.0434782608695652 0.0257234726688103 0.0167785234899329 0.0631067961165049 0.0405405405405405 0.04 0.0555555555555556
"Mcmbp" 0.42479674796748 0.878350515463917 0.437923250564334 0.391304347826087 0.247588424437299 0.476510067114094 0.393203883495146 0.385135135135135 0.77 0.333333333333333
"Agl" 0.306910569105691 0.212371134020619 0.209932279909707 0.239130434782609 0.131832797427653 0.312080536912752 0.135922330097087 0.168918918918919 0.16 0.111111111111111
"Svil" 1.33130081300813 1.24536082474227 1.59593679458239 1.30434782608696 1.36334405144695 1.48657718120805 0.970873786407767 1.43243243243243 1.42 0.611111111111111
"Scn2b" 0.0670731707317073 0.0804123711340206 0.0451467268623025 0.0590062111801242 0.0385852090032154 0.0704697986577181 0.0533980582524272 0.0472972972972973 0.03 0.0555555555555556
"Myo5a" 0.0670731707317073 0.0556701030927835 0.0586907449209932 0.0652173913043478 0.0289389067524116 0.0302013422818792 0.0728155339805825 0.0472972972972973 0.07 0
"Sppl3" 0.229674796747967 0.202061855670103 0.182844243792325 0.211180124223602 0.115755627009646 0.557046979865772 0.106796116504854 0.195945945945946 0.22 0.111111111111111
"Zfp638" 0.223577235772358 0.175257731958763 0.230248306997743 0.214285714285714 0.0578778135048231 0.063758389261745 0.135922330097087 0.168918918918919 0.19 0.0555555555555556
"Dohh" 0.479674796747967 0.397938144329897 0.471783295711061 0.540372670807453 0.263665594855305 0.0771812080536913 0.281553398058252 0.54054054054054 0.41 0.222222222222222
"Ctc1" 0.0345528455284553 0.0474226804123711 0.036117381489842 0.0341614906832298 0.0257234726688103 0.0335570469798658 0.0145631067961165 0.0337837837837838 0.05 0
"Plcb4" 1.57113821138211 1.56288659793814 1.58013544018059 1.55590062111801 1.41157556270096 1.44630872483221 0.825242718446602 1.47972972972973 1.42 0.944444444444444
"Fgf15" 0 0 0.00451467268623025 0.0062111801242236 0 0 0 0.027027027027027 0 0
"Lrig3" 0.132113821138211 0.123711340206186 0.108352144469526 0.108695652173913 0.0321543408360129 0.104026845637584 0.0776699029126214 0.0810810810810811 0.11 0
"Trak1" 0.128048780487805 0.103092783505155 0.158013544018059 0.177018633540373 0.0643086816720257 0.063758389261745 0.145631067961165 0.128378378378378 0.11 0.111111111111111
"Smarcc1" 0.24390243902439 0.22680412371134 0.221218961625282 0.208074534161491 0.122186495176849 0.0570469798657718 0.213592233009709 0.236486486486486 0.24 0.111111111111111
"Endov" 0.0711382113821138 0.045360824742268 0.054176072234763 0.0683229813664596 0.0192926045016077 0.0503355704697987 0.0776699029126214 0.0337837837837838 0.03 0.166666666666667
"Ipmk" 0.0894308943089431 0.0804123711340206 0.103837471783296 0.093167701863354 0.0771704180064309 0.087248322147651 0.106796116504854 0.0878378378378378 0.06 0.222222222222222
"Stxbp4" 0.0752032520325203 0.0536082474226804 0.072234762979684 0.0745341614906832 0.0257234726688103 0.0838926174496644 0.0728155339805825 0.027027027027027 0.06 0
"Adam33" 0.369918699186992 0.327835051546392 0.214446952595937 0.403726708074534 0.163987138263666 0.422818791946309 0.194174757281553 0.331081081081081 0.26 0
"Ncoa2" 0.121951219512195 0.0804123711340206 0.0948081264108352 0.105590062111801 0.0385852090032154 0.0503355704697987 0.101941747572816 0.101351351351351 0.13 0
"Fgf12" 0.0040650406504065 0.00206185567010309 0.00225733634311512 0.0062111801242236 0 0 0.00485436893203883 0 0 0
"Ccdc137" 0.138211382113821 0.0845360824742268 0.0970654627539503 0.0745341614906832 0.0385852090032154 0.0738255033557047 0.087378640776699 0.0608108108108108 0.06 0.111111111111111
"Mapre3" 0.306910569105691 0.247422680412371 0.243792325056433 0.478260869565217 0.109324758842444 0.0604026845637584 0.189320388349515 0.283783783783784 0.18 0.0555555555555556
"Frmd4a" 0.0833333333333333 0.0742268041237113 0.0790067720090293 0.077639751552795 0.0385852090032154 0.0402684563758389 0.0728155339805825 0.0743243243243243 0.07 0.222222222222222
"Atp6v0a2" 0.115853658536585 0.148453608247423 0.115124153498871 0.139751552795031 0.0610932475884244 0.10738255033557 0.160194174757282 0.141891891891892 0.12 0.222222222222222
"Dlg1" 0.160569105691057 0.14639175257732 0.128668171557562 0.18944099378882 0.0803858520900322 0.0570469798657718 0.0970873786407767 0.101351351351351 0.02 0.0555555555555556
"Txlna" 0.252032520325203 0.167010309278351 0.187358916478555 0.164596273291925 0.0932475884244373 0.120805369127517 0.189320388349515 0.0810810810810811 0.08 0.222222222222222
"Higd1b" 0 0 0 0.0031055900621118 0 0 0.00485436893203883 0 0 3.11111111111111
"Inpp4a" 1.13617886178862 1.84329896907216 1.09480812641084 1.07142857142857 1.31189710610932 2.01677852348993 1.22330097087379 1.18243243243243 2.02 0.611111111111111
"Ralgps1" 0.0304878048780488 0.0309278350515464 0.0270880361173815 0.031055900621118 0.0160771704180064 0.063758389261745 0.0145631067961165 0.0202702702702703 0.03 0.166666666666667
"Gm7670" 0 0.00824742268041237 0.00677200902934537 0 0 0.00671140939597315 0 0 0 0
"Ccdc114" 0.164634146341463 0.138144329896907 0.167042889390519 0.133540372670807 0.0932475884244373 0.177852348993289 0.135922330097087 0.128378378378378 0.16 0.277777777777778
