"0" "1" "2" "3" "4" "5" "6" "7" "8" "9"
"Herc3" 0.0991735537190083 0.0444444444444444 0.025974025974026 0.0492957746478873 0.037037037037037 0.0483870967741935 0.0975609756097561 0 0.0540540540540541 0
"B4galt6" 0.0289256198347107 0.0222222222222222 0.0324675324675325 0.0422535211267606 0.0518518518518519 0.032258064516129 0.113821138211382 0.158415841584158 0.0135135135135135 0.0454545454545455
"Arhgef7" 0.115702479338843 0.05 0.025974025974026 0.0704225352112676 0.0592592592592593 0.0645161290322581 0.0650406504065041 0.0594059405940594 0.0810810810810811 0.0454545454545455
"Emid1" 0.0785123966942149 0.05 0.012987012987013 0.0211267605633803 0.0148148148148148 0.169354838709677 0.00813008130081301 0 0 0.181818181818182
"Apex2" 0.0330578512396694 0.0277777777777778 0.00649350649350649 0.0211267605633803 0.0148148148148148 0.0483870967741935 0.016260162601626 0.0099009900990099 0 0
"Zfp273" 0.012396694214876 0.0111111111111111 0.00649350649350649 0 0 0.0483870967741935 0.016260162601626 0 0 0
"Dock4" 0.00826446280991736 0.00555555555555556 0.025974025974026 0 0 0.0161290322580645 0.00813008130081301 0.0891089108910891 0 0.0454545454545455
"Whrn" 0.0991735537190083 0.0388888888888889 0.025974025974026 0 0.00740740740740741 0.0483870967741935 0.00813008130081301 0 0 0
"Acaa1a" 0.12396694214876 0.0722222222222222 0.253246753246753 0.0352112676056338 0.133333333333333 0.145161290322581 0.186991869918699 0.287128712871287 0.216216216216216 0.181818181818182
"Ydjc" 0 0.0111111111111111 0.00649350649350649 0 0.00740740740740741 0.0564516129032258 0.032520325203252 0 0 0
"Setd4" 0.0867768595041322 0.0277777777777778 0.0324675324675325 0 0.0444444444444444 0.032258064516129 0.0487804878048781 0.0198019801980198 0 0
"9930021J03Rik" 0.0413223140495868 0.0277777777777778 0.0194805194805195 0 0.037037037037037 0.0645161290322581 0.024390243902439 0.0297029702970297 0.121621621621622 0.0909090909090909
"Ubxn4" 0.314049586776859 0.277777777777778 0.24025974025974 0.119718309859155 0.437037037037037 0.282258064516129 0.341463414634146 0.306930693069307 0.486486486486486 0.545454545454545
"Snap47" 0.012396694214876 0.0166666666666667 0.00649350649350649 0 0.0518518518518519 0.00806451612903226 0.0650406504065041 0.0198019801980198 0.0810810810810811 0.181818181818182
"Sbf1" 0.0247933884297521 0.0166666666666667 0.0454545454545454 0.0563380281690141 0.0740740740740741 0.0161290322580645 0.0569105691056911 0.0099009900990099 0.0675675675675676 0.0909090909090909
"Ckap5" 0.0413223140495868 0.0111111111111111 0.025974025974026 0.0422535211267606 0.0592592592592593 0.419354838709677 0.040650406504065 0.0198019801980198 0.027027027027027 0
"Stambp" 0.0165289256198347 0.0222222222222222 0.025974025974026 0 0.0296296296296296 0.0403225806451613 0 0.0495049504950495 0.0135135135135135 0
"Igf2bp1" 0.012396694214876 0 0.00649350649350649 0.0140845070422535 0 0 0.00813008130081301 0 0.0135135135135135 0
"Fbxo5" 0.012396694214876 0 0.00649350649350649 0.0211267605633803 0.00740740740740741 0.596774193548387 0.016260162601626 0.0099009900990099 0.027027027027027 0.0454545454545455
"Rnf170" 0.0495867768595041 0.00555555555555556 0.038961038961039 0.0211267605633803 0.0222222222222222 0.0241935483870968 0.024390243902439 0.0396039603960396 0.0540540540540541 0.0454545454545455
"Usp24" 0.0826446280991735 0.0555555555555556 0.0324675324675325 0 0.037037037037037 0.0483870967741935 0.0975609756097561 0.0396039603960396 0.0540540540540541 0.181818181818182
"Mcmbp" 0.140495867768595 0.116666666666667 0.116883116883117 0.105633802816901 0.214814814814815 0.330645161290323 0.260162601626016 0.198019801980198 0.202702702702703 0.136363636363636
"Agl" 0.0661157024793388 0.0944444444444444 0.0844155844155844 0.0704225352112676 0.0666666666666667 0.0967741935483871 0.0813008130081301 0.099009900990099 0.0135135135135135 0.0454545454545455
"Svil" 0.0165289256198347 0.00555555555555556 0.038961038961039 0.0492957746478873 0.0518518518518519 0.0887096774193548 0.024390243902439 0.099009900990099 0.0810810810810811 0
"Scn2b" 0.0247933884297521 0.0333333333333333 0.012987012987013 0.0211267605633803 0.00740740740740741 0.00806451612903226 0 0.0198019801980198 0.027027027027027 0
"Myo5a" 0.0165289256198347 0.0888888888888889 0.0584415584415584 0.0211267605633803 0.0296296296296296 0.0403225806451613 0 0.138613861386139 0.0135135135135135 0
"Sppl3" 0.0909090909090909 0.0944444444444444 0.0649350649350649 0.0985915492957746 0.111111111111111 0.0241935483870968 0.016260162601626 0.099009900990099 0.0135135135135135 0
"Zfp638" 0.0619834710743802 0.188888888888889 0.136363636363636 0.028169014084507 0.111111111111111 0.129032258064516 0.154471544715447 0.0693069306930693 0.0405405405405405 0.136363636363636
"Dohh" 0.0537190082644628 0.105555555555556 0.0714285714285714 0.0211267605633803 0.0740740740740741 0.137096774193548 0.0487804878048781 0.0792079207920792 0.0810810810810811 0
"Ctc1" 0.0165289256198347 0.0166666666666667 0.012987012987013 0 0.0222222222222222 0.0725806451612903 0.016260162601626 0.0396039603960396 0.0135135135135135 0
"Plcb4" 0 0 0.00649350649350649 0.0140845070422535 0 0.0161290322580645 0 0 0.0675675675675676 0
"Trak1" 0.0289256198347107 0.05 0.0584415584415584 0.028169014084507 0.0592592592592593 0.0645161290322581 0.024390243902439 0.138613861386139 0.0405405405405405 0.0909090909090909
"Smarcc1" 0.0578512396694215 0.0555555555555556 0.038961038961039 0.028169014084507 0.0222222222222222 0.395161290322581 0.024390243902439 0.0297029702970297 0.135135135135135 0.136363636363636
"Endov" 0.0289256198347107 0.0166666666666667 0.0324675324675325 0.0140845070422535 0.00740740740740741 0.0161290322580645 0.00813008130081301 0.0297029702970297 0.027027027027027 0.0909090909090909
"Ipmk" 0.0165289256198347 0.0611111111111111 0.038961038961039 0.0211267605633803 0.037037037037037 0.0645161290322581 0.040650406504065 0.0198019801980198 0.527027027027027 0.136363636363636
"Stxbp4" 0.0454545454545454 0.0166666666666667 0.00649350649350649 0 0.0444444444444444 0 0.00813008130081301 0.0099009900990099 0.0405405405405405 0.0454545454545455
"Adam33" 0.00413223140495868 0 0 0 0.0148148148148148 0 0 0.0891089108910891 0 0
"Ncoa2" 0.0413223140495868 0.0722222222222222 0.0909090909090909 0.0352112676056338 0.125925925925926 0.0806451612903226 0.113821138211382 0.128712871287129 0.135135135135135 0.0909090909090909
"Tcp11" 0.00413223140495868 0.00555555555555556 0.012987012987013 0 0 0 0.00813008130081301 0 0.0135135135135135 0
"Ccdc137" 0.0454545454545454 0.05 0.0194805194805195 0.0140845070422535 0.0222222222222222 0.0483870967741935 0.016260162601626 0.0297029702970297 0.0405405405405405 0.0454545454545455
"Mapre3" 0 0.0111111111111111 0 0 0.00740740740740741 0 0.00813008130081301 0.0198019801980198 0.0405405405405405 0
"Frmd4a" 0.128099173553719 0.0944444444444444 0.116883116883117 0.0633802816901408 0.140740740740741 0.17741935483871 0.0731707317073171 0.148514851485149 0.22972972972973 0.227272727272727
"Atp6v0a2" 0.0826446280991736 0.0333333333333333 0.0714285714285714 0.0140845070422535 0.0962962962962963 0.185483870967742 0.0894308943089431 0.0594059405940594 0.108108108108108 0.0909090909090909
"Dlg1" 0.0950413223140496 0.05 0.0909090909090909 0.0985915492957746 0.0444444444444444 0.0564516129032258 0.032520325203252 0.0693069306930693 0.027027027027027 0.0454545454545455
"Txlna" 0.0991735537190083 0.0611111111111111 0.0324675324675325 0.0422535211267606 0.0592592592592593 0.193548387096774 0.024390243902439 0.0693069306930693 0.0540540540540541 0
"Inpp4a" 0.0785123966942149 0.0944444444444444 0.155844155844156 0.0633802816901408 0.177777777777778 0.0564516129032258 0.138211382113821 0.277227722772277 0.22972972972973 0.0454545454545455
"Ralgps1" 0.0619834710743802 0 0.012987012987013 0.0492957746478873 0.0148148148148148 0.032258064516129 0.00813008130081301 0.0297029702970297 0 0
"Ccdc114" 0.0661157024793388 0.0611111111111111 0.0454545454545454 0.0352112676056338 0.0296296296296296 0.032258064516129 0.016260162601626 0.0396039603960396 0.0405405405405405 0.0909090909090909
"Eml2" 0.012396694214876 0.0166666666666667 0.00649350649350649 0.0211267605633803 0.0444444444444444 0.0161290322580645 0.00813008130081301 0.0099009900990099 0.027027027027027 0.0454545454545455
"Pfdn6" 0.12396694214876 0.122222222222222 0.123376623376623 0.0422535211267606 0.17037037037037 0.540322580645161 0.227642276422764 0.138613861386139 0.243243243243243 0.363636363636364
"Cep128" 0.0165289256198347 0.0166666666666667 0 0.0140845070422535 0.0222222222222222 0.112903225806452 0.032520325203252 0.0198019801980198 0 0
"Nek1" 0.0289256198347107 0.0166666666666667 0.012987012987013 0.0140845070422535 0.0222222222222222 0.0564516129032258 0.016260162601626 0.0099009900990099 0.0135135135135135 0
"Armc2" 0.00413223140495868 0.00555555555555556 0 0.0211267605633803 0.00740740740740741 0.00806451612903226 0 0.0099009900990099 0 0
