"0" "1" "2" "3" "4"
"Pnpla7" 0.00625 0.025 0.0163934426229508 0 0
"Abca1" 0.0625 0.233333333333333 0.114754098360656 0.134615384615385 0.675675675675676
"Pknox1" 0.0875 0.0583333333333333 0.114754098360656 0.0192307692307692 0.0540540540540541
"Gtf2h4" 0.11875 0.125 0.131147540983607 0.0769230769230769 0.027027027027027
"Usb1" 0.04375 0.0333333333333333 0.0163934426229508 0.0384615384615385 0.135135135135135
"Chchd3" 0.275 0.216666666666667 0.377049180327869 0.288461538461538 0.513513513513513
"Exoc4" 0.1375 0.0833333333333333 0.262295081967213 0.153846153846154 0.0540540540540541
"Pisd" 0.19375 0.116666666666667 0.131147540983607 0.269230769230769 0.027027027027027
"Grik5" 0.06875 0.00833333333333333 0.0983606557377049 0.0384615384615385 0.0540540540540541
"Rfxap" 0.16875 0.15 0.213114754098361 0.153846153846154 0.162162162162162
"Lancl1" 0.1875 0.0833333333333333 0.245901639344262 0.0961538461538462 0.0810810810810811
"Aldh16a1" 0.01875 0.05 0.0655737704918033 0.0384615384615385 0.324324324324324
"Wac" 0.2625 0.291666666666667 0.245901639344262 0.384615384615385 0.0810810810810811
"Tmem206" 0.01875 0.0166666666666667 0.0163934426229508 0.0576923076923077 0
"Trps1" 0.15 0.158333333333333 0.0655737704918033 0.115384615384615 0.135135135135135
"Selenoi" 0.06875 0.0333333333333333 0.0491803278688525 0.0769230769230769 0
"Spata7" 0.04375 0.0333333333333333 0.0819672131147541 0.115384615384615 0.027027027027027
"Vmn1r58" 0.05 0.0333333333333333 0.0655737704918033 0.0192307692307692 0.108108108108108
"Fam117a" 0.06875 0.0166666666666667 0.0491803278688525 0 0.054054054054054
"Npepl1" 0.2625 0.175 0.327868852459016 0.192307692307692 0.027027027027027
"Ankrd1" 0.075 0.025 0.245901639344262 0.0192307692307692 0
"Hnmt" 0.0625 0.025 0.0655737704918033 0.0576923076923077 0
"Lig1" 0.05 0.0916666666666667 0.0983606557377049 0.0384615384615384 0.027027027027027
"Ankrd50" 0.05625 0.0416666666666667 0.0655737704918033 0.0192307692307692 0.054054054054054
"Wnk1" 0.85625 0.925 0.737704918032787 0.788461538461538 0.567567567567568
"Sorbs2" 0.375 0.175 0.245901639344262 0.25 0
"Ctnnd1" 0.23125 0.15 0.40983606557377 0.0769230769230769 0.108108108108108
"Acp6" 0.1125 0.0333333333333333 0 0.0961538461538461 0.0810810810810811
"Prodh" 0.0375 0.0333333333333333 0.0983606557377049 0.0192307692307692 0
"Cfap45" 0.03125 0.0166666666666667 0 0 0
"Mrrf" 0.09375 0.141666666666667 0.131147540983607 0.0769230769230769 0.027027027027027
"Ankrd16" 0.04375 0.0333333333333333 0.0983606557377049 0.0961538461538462 0
"Spata1" 0.01875 0.0416666666666667 0.0491803278688525 0 0
"Med13l" 0.2 0.108333333333333 0.278688524590164 0.153846153846154 0.216216216216216
"Kdm3b" 0.0875 0.0416666666666667 0.163934426229508 0.153846153846154 0.027027027027027
"Dpy19l3" 0.04375 0 0.0327868852459016 0.0192307692307692 0.027027027027027
"Lcp1" 0 0.266666666666667 0 0 0.027027027027027
"Mbtd1" 0.06875 0.15 0.0491803278688525 0.0576923076923077 0
"Nsun5" 0.025 0.0166666666666667 0.0163934426229508 0.115384615384615 0.0540540540540541
"Cuedc2" 0.84375 0.875 0.934426229508197 0.673076923076923 0.621621621621621
"Ago1" 0.0875 0.0833333333333333 0.0655737704918033 0.0961538461538462 0.162162162162162
"Fam98c" 0.075 0.0583333333333333 0.0819672131147541 0.0769230769230769 0.135135135135135
"Nckap1" 0.31875 0.216666666666667 0.327868852459016 0.192307692307692 0.324324324324324
"Oasl2" 0.025 0.0416666666666667 0 0 0.054054054054054
"Atg16l2" 0.075 0.0583333333333333 0.114754098360656 0.0961538461538462 0.135135135135135
"Sh3glb2" 0.30625 0.183333333333333 0.344262295081967 0.346153846153846 0.243243243243243
"Trim56" 0.13125 0.0583333333333333 0.114754098360656 0.25 0.054054054054054
"Mras" 0.09375 0.0666666666666667 0.0983606557377049 0.0769230769230769 0
"Mrpl15" 0.35 0.333333333333333 0.508196721311475 0.346153846153846 0.162162162162162
"Plcd4" 0.0125 0.0166666666666667 0.0163934426229508 0 0.027027027027027
"Capn1" 0.1 0.0833333333333333 0.0819672131147541 0.0192307692307692 0.27027027027027
"Arhgap39" 0.03125 0.0333333333333333 0.0327868852459016 0.0769230769230769 0.0810810810810811
"Tango2" 0.1625 0.141666666666667 0.114754098360656 0.0769230769230769 0.108108108108108
"Mrpl21" 0.6 0.266666666666667 0.442622950819672 0.269230769230769 0.486486486486486
"Cpsf3" 0.1375 0.116666666666667 0.147540983606557 0.0769230769230769 0.0540540540540541
"Retreg2" 0.2125 0.208333333333333 0.147540983606557 0.134615384615385 0
"Ap2m1" 1.53125 1.45833333333333 1.21311475409836 1.73076923076923 1.16216216216216
"Sulf1" 0.275 0.433333333333333 0.40983606557377 0.519230769230769 0.351351351351351
"Tgds" 0.0625 0.0333333333333333 0.163934426229508 0.0769230769230769 0.108108108108108
"Bag5" 0.19375 0.133333333333333 0.295081967213115 0.115384615384615 0.351351351351351
"Nars" 0.35 0.383333333333333 0.459016393442623 0.365384615384615 0.324324324324324
"Gprc5c" 0.00625 0.0333333333333333 0.0163934426229508 0 0
"Lsg1" 0.075 0.125 0.0819672131147541 0.0384615384615385 0.0810810810810811
"Hirip3" 0.04375 0.0333333333333333 0.0491803278688525 0.0192307692307692 0.027027027027027
"Sema4a" 0.01875 0.0166666666666667 0 0 0.027027027027027
"Sh3d21" 0.15 0.05 0.147540983606557 0.153846153846154 0.0540540540540541
"Fam13b" 0.03125 0 0.0491803278688525 0.0192307692307692 0.027027027027027
"Fbxw2" 0.525 0.241666666666667 0.377049180327869 0.5 0.378378378378378
"Nf1" 0.125 0.125 0.131147540983607 0.0961538461538461 0.297297297297297
"Snrk" 0.2125 0.183333333333333 0.40983606557377 0.307692307692308 0.135135135135135
"L3mbtl2" 0.04375 0.025 0.0655737704918033 0.0192307692307692 0
"Zfp346" 0.0125 0.141666666666667 0.0163934426229508 0 0
"Usmg5" 3.4625 3.31666666666667 2.62295081967213 3.69230769230769 2.62162162162162
"Clasrp" 0.03125 0.0416666666666667 0.0983606557377049 0.0769230769230769 0
"Olfr90" 0.0375 0.0166666666666667 0 0.0384615384615385 0
"4930503L19Rik" 0.00625 0.0416666666666667 0.0327868852459016 0.0961538461538461 0.0540540540540541
"Egr2" 0.025 0.05 0.0327868852459016 0 0.108108108108108
"Sbno1" 0.25 0.216666666666667 0.344262295081967 0.269230769230769 0.108108108108108
"Polr1b" 0.03125 0.00833333333333333 0.0163934426229508 0.0192307692307692 0
"Fam234a" 0.14375 0.1 0.0983606557377049 0.0769230769230769 0.027027027027027
"Rbp4" 2.6125 1.875 2.73770491803279 0.173076923076923 7.16216216216216
"Ttc14" 0.15625 0.116666666666667 0.114754098360656 0.192307692307692 0.324324324324324
"Eny2" 0.89375 1.075 0.852459016393443 1.05769230769231 1
"Sgip1" 0.1375 0.1 0.19672131147541 0.230769230769231 0.216216216216216
"Vps50" 0.13125 0.0916666666666667 0.114754098360656 0.0384615384615385 0.135135135135135
"Fbxw11" 0.14375 0.0916666666666667 0.163934426229508 0.0961538461538461 0.216216216216216
"Brf2" 0.05 0.0166666666666667 0.0819672131147541 0.0576923076923077 0.027027027027027
"Vps39" 0.05 0.025 0.0491803278688525 0 0.0810810810810811
"Det1" 0.03125 0.0583333333333333 0.0983606557377049 0.0192307692307692 0
"Rpl7l1" 0.375 0.391666666666667 0.344262295081967 0.442307692307692 0.162162162162162
"Ptgis" 5.86875 4.675 5.49180327868852 4.51923076923077 1.97297297297297
"Trappc8" 0.1 0.05 0.163934426229508 0.0961538461538462 0.027027027027027
"Farsb" 0.11875 0.125 0.163934426229508 0.134615384615385 0.216216216216216
"Tnfrsf23" 0.0125 0.00833333333333333 0.0163934426229508 0 0.027027027027027
"Dock7" 0.15625 0.1 0.245901639344262 0.115384615384615 0.027027027027027
"Wdr31" 0.0125 0.00833333333333333 0.0163934426229508 0.0769230769230769 0.0540540540540541
"Laptm4a" 4.025 4.44166666666667 3.9672131147541 5.17307692307692 8.43243243243243
"Idnk" 0.35 0.183333333333333 0.213114754098361 0.480769230769231 0.27027027027027
"Golt1b" 0.23125 0.108333333333333 0.377049180327869 0.25 0.27027027027027
"Hinfp" 0.1125 0.0416666666666667 0.0983606557377049 0.0576923076923077 0.189189189189189
"Pttg1" 1.1875 1.2 1.04918032786885 1.11538461538462 0.891891891891892
"Lmo7" 0 0 0.0163934426229508 0 0.243243243243243
"Ttc3" 0.49375 0.333333333333333 0.426229508196721 0.326923076923077 0.27027027027027
"Fmo2" 2.175 1.36666666666667 1.81967213114754 1.26923076923077 3.21621621621622
"Msi2" 0.225 0.183333333333333 0.262295081967213 0.346153846153846 0.189189189189189
"Zfp131" 1.7375 1.125 1.42622950819672 1.53846153846154 1.75675675675676
"Gm2531" 0.0375 0.0333333333333333 0.0327868852459016 0.0192307692307692 0
"Aarsd1" 0.00625 0.00833333333333333 0.0163934426229508 0.0384615384615385 0
"Nagpa" 0.21875 0.0833333333333333 0.262295081967213 0.403846153846154 0.189189189189189
"Ifrd1" 0.35625 0.266666666666667 0.426229508196721 0.538461538461538 0.27027027027027
"Tpd52" 0.21875 0.3 0.19672131147541 0.0769230769230769 0.135135135135135
"R3hcc1" 0.19375 0.15 0.114754098360656 0.0961538461538462 0.108108108108108
"Cdc42bpb" 0.125 0.0666666666666667 0.114754098360656 0.115384615384615 0.0810810810810811
"Phkg2" 0.03125 0.0416666666666667 0.0491803278688525 0.0192307692307692 0.027027027027027
"Lactb" 0.0875 0.025 0.0655737704918033 0.0192307692307692 0.027027027027027
"Col4a2" 1.05625 0.916666666666667 0.836065573770492 0.826923076923077 1.21621621621622
"Cidea" 0.21875 0.075 0.262295081967213 0.0769230769230769 0
"Psd3" 0.08125 0.0666666666666667 0.0327868852459016 0.153846153846154 0.162162162162162
"Trappc3" 0.475 0.341666666666667 0.704918032786885 0.519230769230769 0.486486486486486
"Rassf1" 0.18125 0.233333333333333 0.344262295081967 0.288461538461538 0.486486486486486
"Ttc23" 0.08125 0.0583333333333333 0.0655737704918033 0.115384615384615 0.135135135135135
"Bbs4" 0.0875 0.0583333333333333 0.114754098360656 0.0576923076923077 0.027027027027027
"Sipa1l1" 0.05625 0.0333333333333333 0.0491803278688525 0.0384615384615385 0.0810810810810811
"Bcas2" 0.775 0.725 0.590163934426229 0.653846153846154 0.621621621621622
"Ercc5" 0.0875 0.0333333333333333 0.0327868852459016 0.0192307692307692 0.135135135135135
"Ltc4s" 0 0.166666666666667 0 0 0
"Tepsin" 0.0375 0.025 0.0327868852459016 0.0576923076923077 0.0540540540540541
"Sh3bgr" 4.33125 2.63333333333333 3.65573770491803 3.07692307692308 0.72972972972973
"Dtna" 0.36875 0.183333333333333 0.262295081967213 0.173076923076923 0.0540540540540541
"Cdk5rap3" 0.2375 0.283333333333333 0.295081967213115 0.288461538461538 0.189189189189189
"Ndrg4" 0.0625 0.0333333333333333 0.0819672131147541 0.173076923076923 0.0540540540540541
"Klhl25" 0.03125 0.0166666666666667 0.0163934426229508 0 0
"Fkbp3" 0.48125 0.233333333333333 0.311475409836066 0.423076923076923 0.459459459459459
"Tmem248" 0.225 0.183333333333333 0.311475409836066 0.134615384615385 0.0810810810810811
"Atp8a1" 0.00625 0.025 0.0327868852459016 0 0
"Pdia4" 0.375 0.3 0.459016393442623 0.538461538461538 0.324324324324324
"Zfp882" 0.01875 0.0166666666666667 0 0 0.0810810810810811
"Ifi203" 0.04375 0.0666666666666667 0.0983606557377049 0.0384615384615385 0.0540540540540541
"Slx1b" 0.1875 0.208333333333333 0.131147540983607 0.211538461538462 0.162162162162162
"Rbm25" 0.94375 0.683333333333333 0.622950819672131 0.634615384615385 0.567567567567568
"Zfp945" 0.13125 0.0583333333333333 0.131147540983607 0.0576923076923077 0.0540540540540541
"Sec16a" 0.13125 0.116666666666667 0.0491803278688525 0.0384615384615385 0.0540540540540541
"Aig1" 0.40625 0.275 0.39344262295082 0.134615384615385 0.513513513513513
"Naaladl2" 0.01875 0.0166666666666667 0 0.0576923076923077 0.054054054054054
"Mff" 0.55 0.241666666666667 0.590163934426229 0.480769230769231 0.243243243243243
"H2-Q6" 0.00625 0.0333333333333333 0.0163934426229508 0 0.108108108108108
"Pcolce2" 0.325 0.566666666666667 0.360655737704918 1.23076923076923 1.89189189189189
"Vmn2r79" 0.08125 0 0.0491803278688525 0.0192307692307692 0
"Lgals8" 0.225 0.125 0.213114754098361 0.173076923076923 0.297297297297297
"Cop1" 0.175 0.2 0.229508196721311 0.288461538461538 0.135135135135135
"Nsun6" 0.04375 0.0666666666666667 0.0163934426229508 0 0
"Coq8a" 0.25 0.108333333333333 0.245901639344262 0.153846153846154 0
"Vegfa" 0.0375 0.0166666666666667 0 0.0384615384615385 0.054054054054054
"Zfp111" 0.01875 0.0166666666666667 0.0491803278688525 0 0.027027027027027
"Nme4" 0.00625 0.0166666666666667 0 0.0192307692307692 0.027027027027027
"Col19a1" 0.0375 0.025 0.0491803278688525 0 0
"Synpo2" 2.14375 1.15833333333333 1.86885245901639 0.826923076923077 0.162162162162162
"Obsl1" 0.05 0.0416666666666667 0.0163934426229508 0.0576923076923077 0.135135135135135
"Gng2" 0.00625 0.0333333333333333 0.0163934426229508 0.346153846153846 0
"Zfp780b" 0.06875 0.0666666666666667 0.0983606557377049 0.0192307692307692 0.0540540540540541
"Mapk7" 0.025 0.025 0.0163934426229508 0.0192307692307692 0
"Nalcn" 0.06875 0.025 0.0983606557377049 0.0384615384615385 0.027027027027027
"Hddc2" 0.18125 0.1 0.245901639344262 0.326923076923077 0.27027027027027
"Mtmr3" 0.13125 0.133333333333333 0.180327868852459 0.0769230769230769 0.0810810810810811
"Ttc13" 0.05 0.025 0.0163934426229508 0.115384615384615 0.054054054054054
"Armcx4" 0.0375 0.0583333333333333 0.0491803278688525 0.0769230769230769 0.027027027027027
"Astn2" 0.05 0.00833333333333333 0.0491803278688525 0.0384615384615385 0.054054054054054
"Tfdp1" 0.09375 0.0666666666666667 0.114754098360656 0.115384615384615 0.0540540540540541
"Ccnh" 0.14375 0.133333333333333 0.131147540983607 0.134615384615385 0.108108108108108
"Ninj1" 0.99375 1.28333333333333 0.852459016393443 1.57692307692308 0.783783783783784
"Banp" 0.06875 0.05 0.0655737704918033 0.0576923076923077 0.027027027027027
"Chd3" 1.08125 0.733333333333333 1.18032786885246 1.07692307692308 0.324324324324324
"Ubfd1" 0.1375 0.125 0.0819672131147541 0.134615384615385 0.108108108108108
"Magi2" 0.05 0.05 0.0655737704918033 0.0384615384615385 0.0810810810810811
"3110082I17Rik" 0.0375 0.0416666666666667 0.147540983606557 0.0384615384615385 0.0540540540540541
"Dus2" 0.05 0.0166666666666667 0.0983606557377049 0.0192307692307692 0.135135135135135
"Ccdc141" 0.20625 0.0666666666666667 0.19672131147541 0.0576923076923077 0.0540540540540541
"Osbpl6" 0.04375 0.00833333333333333 0.0163934426229508 0.0384615384615385 0
"Pard3" 0.08125 0.0833333333333333 0.147540983606557 0.134615384615385 0.0810810810810811
"Psma3" 1.6125 1.65833333333333 2 1.75 1.51351351351351
"Nsd2" 0.05 0.0416666666666667 0.0327868852459016 0.0384615384615385 0.135135135135135
"Nme6" 0.08125 0.125 0.0819672131147541 0.115384615384615 0.0540540540540541
"Slc9a2" 0.03125 0.025 0 0 0
"Nbdy" 0.81875 0.925 0.639344262295082 0.519230769230769 0.459459459459459
"Lrrc27" 0.0625 0.05 0.147540983606557 0.0576923076923077 0.0540540540540541
"Rufy3" 0.025 0.025 0.0655737704918033 0.0384615384615384 0.027027027027027
"Oma1" 0.075 0.0333333333333333 0.131147540983607 0.0384615384615385 0.027027027027027
"Spg7" 0.20625 0.116666666666667 0.262295081967213 0.0961538461538461 0.0810810810810811
"App" 1.2375 1.375 1.37704918032787 2.69230769230769 1.97297297297297
"Ipo9" 0.16875 0.116666666666667 0.131147540983607 0.115384615384615 0.135135135135135
"Txlng" 0.05 0.0833333333333333 0.114754098360656 0.0192307692307692 0.027027027027027
"U2af1l4" 0.03125 0.0166666666666667 0 0.0192307692307692 0
"Serpinb6a" 1.3875 1.225 1.27868852459016 1.25 1.64864864864865
"Kcmf1" 0.38125 0.25 0.426229508196721 0.326923076923077 0.459459459459459
"Musk" 0.00625 0 0 0.0384615384615385 0.0540540540540541
"Pdxk" 0.1 0.108333333333333 0.0983606557377049 0.0961538461538462 0.0810810810810811
"Polr2f" 1.45 1.25833333333333 1.42622950819672 1.76923076923077 0.972972972972973
"Adck1" 0.05625 0.0333333333333333 0.180327868852459 0.0384615384615385 0.0810810810810811
"Esrra" 0.0875 0.108333333333333 0.147540983606557 0.0192307692307692 0
"Mfge8" 5.7875 4.35 5.11475409836066 4.28846153846154 2.37837837837838
"Pias3" 0.175 0.15 0.131147540983607 0.0769230769230769 0
"H2-T3" 0.00625 0.025 0.0491803278688525 0 0
"Spire1" 0.0125 0.0583333333333333 0.0655737704918033 0.0192307692307692 0
"Gnb2" 2.05625 2.06666666666667 1.98360655737705 2.19230769230769 2.24324324324324
"Gigyf2" 0.175 0.0833333333333333 0.147540983606557 0.153846153846154 0.0540540540540541
"Cndp2" 0.125 0.15 0.163934426229508 0.115384615384615 0.0540540540540541
"Smg7" 0.1375 0.175 0.0819672131147541 0.0384615384615385 0.0810810810810811
"Riiad1" 0.0125 0.0166666666666667 0.0163934426229508 0.0192307692307692 0.027027027027027
"Inpp5e" 0.04375 0.0666666666666667 0 0 0
