"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16"
"Limch1" 0.152619589977221 0.0871934604904632 0.537993920972644 0.0925266903914591 0.379310344827586 0.981818181818182 0.242574257425743 0 0.63963963963964 0.108910891089109 0.54639175257732 0.772151898734177 0.403508771929825 0 0.25 0.0555555555555556 0.166666666666667
"Herc3" 0.0455580865603645 0.0136239782016349 0.0364741641337386 0.0249110320284698 0.0387931034482759 0.0227272727272727 0.0495049504950495 0.0584415584415584 0.0540540540540541 0.0099009900990099 0.0309278350515464 0.0506329113924051 0 0.0357142857142857 0 0 0
"B4galt6" 0.0683371298405467 0.0381471389645777 0.142857142857143 0.0320284697508897 0.146551724137931 0.127272727272727 0.0693069306930693 0.298701298701299 0.0900900900900901 0.0198019801980198 0.0927835051546392 0.164556962025316 0.0350877192982456 0.178571428571429 0.0454545454545454 0 0.333333333333333
"Robo2" 0 0 0.033434650455927 0 0.0387931034482759 0.00454545454545455 0.0099009900990099 0 0 0 0 0 0 0 0.0227272727272727 0 0
"Arhgef7" 0.0911161731207289 0.0817438692098093 0.139817629179331 0.113879003558719 0.163793103448276 0.140909090909091 0.108910891089109 0.051948051948052 0.162162162162162 0.0792079207920792 0.123711340206186 0.253164556962025 0.0526315789473684 0.0357142857142857 0.227272727272727 0 0.166666666666667
"Psd" 0.00227790432801822 0 0.00303951367781155 0.00355871886120996 0.00431034482758621 0.00454545454545455 0 0 0 0 0 0 0 0 0 0 0
"Emid1" 0.0455580865603645 0.0136239782016349 0.0212765957446809 0 0.0818965517241379 0 0.00495049504950495 0 0.027027027027027 0.0297029702970297 0 0.189873417721519 0 0.0178571428571429 0.0227272727272727 0 0
"Apex2" 0.0227790432801822 0.0163487738419619 0.0303951367781155 0.0320284697508897 0.0344827586206897 0.05 0.0297029702970297 0.051948051948052 0.036036036036036 0 0.0412371134020619 0 0.0350877192982456 0 0.0227272727272727 0 0
"Zfp273" 0.020501138952164 0.0217983651226158 0.00911854103343465 0 0.00431034482758621 0.00454545454545455 0.0099009900990099 0.00649350649350649 0.027027027027027 0 0.0309278350515464 0 0 0 0 0 0
"Dock4" 0.0501138952164009 0.0381471389645777 0.0364741641337386 0.0391459074733096 0.0344827586206897 0.0363636363636364 0.0247524752475248 0.116883116883117 0.0720720720720721 0.0495049504950495 0.11340206185567 0.227848101265823 0.0526315789473684 0.107142857142857 0.113636363636364 0 0
"Whrn" 0.00911161731207289 0.0245231607629428 0.0638297872340425 0 0.0474137931034483 0.0863636363636364 0.00495049504950495 0 0.018018018018018 0 0 0 0 0 0 0 0
"Acaa1a" 0.471526195899772 0.395095367847411 0.604863221884498 0.106761565836299 0.512931034482759 0.6 0.49009900990099 0.422077922077922 0.549549549549549 0.316831683168317 0.381443298969072 0.379746835443038 0.543859649122807 0.428571428571429 0.272727272727273 0.5 0.583333333333333
"Ydjc" 0.00455580865603645 0.00544959128065395 0.0121580547112462 0.00355871886120996 0.0129310344827586 0.00909090909090909 0 0.0194805194805195 0.018018018018018 0 0.0103092783505155 0 0 0.107142857142857 0 0 0
"Setd4" 0.0432801822323462 0.0272479564032698 0.0486322188449848 0.0462633451957295 0.0646551724137931 0.05 0.0297029702970297 0.0324675324675325 0.0540540540540541 0 0 0 0.0175438596491228 0.0178571428571429 0 0 0
"9930021J03Rik" 0.120728929384966 0.0899182561307902 0.133738601823708 0.0498220640569395 0.116379310344828 0.0954545454545455 0.103960396039604 0.0909090909090909 0.0630630630630631 0.0792079207920792 0.0927835051546392 0.0632911392405063 0.087719298245614 0.107142857142857 0 0.0555555555555556 0
"Ubxn4" 0.312072892938497 0.381471389645777 0.565349544072948 0.252669039145907 0.456896551724138 0.590909090909091 0.569306930693069 0.493506493506493 0.603603603603604 0.148514851485149 0.494845360824742 0.493670886075949 0.385964912280702 0.339285714285714 0.181818181818182 0.111111111111111 0.833333333333333
"Snap47" 0.214123006833713 0.215258855585831 0.458966565349544 0.0533807829181495 0.491379310344828 0.622727272727273 0.272277227722772 0.0584415584415584 0.279279279279279 0.099009900990099 0.123711340206186 0.215189873417722 0.298245614035088 0.125 0 0.0555555555555556 0.166666666666667
"Sbf1" 0.041002277904328 0.0381471389645777 0.0516717325227964 0.00355871886120996 0.0474137931034483 0.0545454545454545 0.0445544554455446 0.0194805194805195 0.045045045045045 0 0.0412371134020618 0.0506329113924051 0.105263157894737 0.0535714285714286 0.0227272727272727 0.0555555555555556 0.0833333333333333
"Ckap5" 0.0706150341685649 0.0653950953678474 0.100303951367781 0.0177935943060498 0.0818965517241379 0.0863636363636364 0.0742574257425743 0.0909090909090909 0.0540540540540541 0.0396039603960396 0.123711340206186 0.126582278481013 0.12280701754386 0.107142857142857 0.0227272727272727 0.0555555555555556 0.0833333333333333
"Stambp" 0.0660592255125285 0.0626702997275204 0.11854103343465 0.00711743772241993 0.0344827586206897 0.0863636363636364 0.099009900990099 0.0324675324675325 0.117117117117117 0.0594059405940594 0.134020618556701 0.151898734177215 0.12280701754386 0.0357142857142857 0.136363636363636 0 0.25
"Igf2bp1" 0.00227790432801822 0 0.0060790273556231 0.00355871886120996 0 0 0 0 0 0 0 0.0253164556962025 0 0 0 0 0
